time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
37.207	6.9115	0.13000	1.8830	2.1970	3.9790
37.487	6.9115	0.13000	0.92688	4.4634	3.9790
38.186	6.9115	0.13000	1.3297	3.1112	3.9790
38.466	6.9115	0.13000	1.1246	3.6787	3.9790
38.606	6.9115	0.13000	0.37058	11.163	3.9790
39.445	6.9115	0.13000	0.92944	4.4511	3.9790
39.585	6.9115	0.13000	1.1346	3.6461	3.9790
40.564	6.9115	0.13000	0.86679	4.7728	3.9790
40.984	6.9115	0.13000	1.4500	2.8532	3.9790
41.124	6.9115	0.13000	1.6036	2.5798	3.9790
41.544	6.9115	0.13000	1.4865	2.7830	3.9790
41.823	6.9115	0.13000	0.97882	4.2265	3.9790
42.802	6.9115	0.13000	0.94946	4.3572	3.9790
43.921	6.9115	0.13000	1.2369	3.3445	3.9790
44.201	6.9115	0.13000	1.7100	2.4193	3.9790
44.901	6.9115	0.13000	1.9922	2.0766	3.9790
45.180	6.9115	0.13000	1.5375	2.6908	3.9790
46.299	6.9115	0.13000	1.5027	2.7530	3.9790
46.719	6.9115	0.13000	1.4249	2.9034	3.9790
47.278	6.9115	0.13000	1.4643	2.8252	3.9790
47.558	6.9115	0.13000	1.6784	2.4649	3.9790
48.258	6.9115	0.13000	1.8286	2.2624	3.9790
48.537	6.9115	0.13000	1.3004	3.1813	3.9790
49.237	6.9115	0.13000	1.2653	3.2697	3.9790
49.517	6.9115	0.13000	1.1236	3.6821	3.9790
49.656	6.9115	0.13000	1.3722	3.0148	3.9790
50.076	6.9115	0.13000	0.28915	14.307	3.9790
50.636	6.9115	0.13000	1.9826	2.0867	3.9790
50.915	6.9115	0.13000	1.2951	3.1944	3.9790
51.615	6.9115	0.13000	2.0736	1.9951	3.9790
51.894	6.9115	0.13000	1.3006	3.1808	3.9790
52.594	6.9115	0.13000	1.5227	2.7168	3.9790
52.874	6.9115	0.13000	0.98162	4.2145	3.9790
53.573	6.9115	0.13000	1.4711	2.8122	3.9790
54.412	6.9115	0.13000	0.67294	6.1477	3.9790
54.552	6.9115	0.13000	1.1357	3.6427	3.9790
54.972	6.9115	0.13000	1.9391	2.1335	3.9790
55.391	6.9115	0.13000	0.73593	5.6215	3.9790
55.531	6.9115	0.13000	0.95774	4.3195	3.9790
55.951	6.9115	0.13000	0.97894	4.2260	3.9790
56.231	6.9115	0.13000	1.0820	3.8234	3.9790
57.210	6.9115	0.13000	1.1867	3.4861	3.9790
57.909	6.9115	0.13000	1.0878	3.8032	3.9790
58.748	6.9115	0.13000	0.50986	8.1139	3.9790
58.888	6.9115	0.13000	0.85887	4.8168	3.9790
59.728	6.9115	0.13000	1.1166	3.7051	3.9790
59.867	6.9115	0.13000	1.6920	2.4450	3.9790
60.287	6.9115	0.13000	1.6633	2.4873	3.9790
60.567	6.9115	0.13000	1.4326	2.8878	3.9790
61.266	6.9115	0.13000	1.6891	2.4492	3.9790
61.546	6.9115	0.13000	1.1524	3.5900	3.9790
62.245	6.9115	0.13000	1.8198	2.2734	3.9790
62.525	6.9115	0.13000	1.0840	3.8165	3.9790
63.225	6.9115	0.13000	1.9313	2.1421	3.9790
63.504	6.9115	0.13000	0.47755	8.6629	3.9790
64.064	6.9115	0.13000	0.36003	11.491	3.9790
64.623	6.9115	0.13000	1.0203	4.0548	3.9790
64.903	6.9115	0.13000	1.3212	3.1311	3.9790
65.602	6.9115	0.13000	1.9095	2.1666	3.9790
65.882	6.9115	0.13000	0.79053	5.2332	3.9790
66.582	6.9115	0.13000	1.4942	2.7687	3.9790
66.861	6.9115	0.13000	0.77121	5.3643	3.9790
67.421	6.9115	0.13000	0.14411	28.708	3.9790
67.561	6.9115	0.13000	1.4055	2.9434	3.9790
67.980	6.9115	0.13000	0.83226	4.9708	3.9790
68.260	6.9115	0.13000	1.4000	2.9551	3.9790
68.959	6.9115	0.13000	1.7889	2.3126	3.9790
69.239	6.9115	0.13000	0.35216	11.747	3.9790
69.799	6.9115	0.13000	0.26066	15.871	3.9790
70.638	6.9115	0.13000	1.1334	3.6502	3.9790
71.337	6.9115	0.13000	1.2048	3.4339	3.9790
71.617	6.9115	0.13000	1.1346	3.6461	3.9790
72.317	6.9115	0.13000	0.56036	7.3827	3.9790
72.596	6.9115	0.13000	1.1696	3.5372	3.9790
73.296	6.9115	0.13000	0.96884	4.2700	3.9790
73.575	6.9115	0.13000	0.41720	9.9161	3.9790
74.694	6.9115	0.13000	0.47074	8.7883	3.9790
74.974	6.9115	0.13000	1.5903	2.6014	3.9790
75.674	6.9115	0.13000	1.3398	3.0878	3.9790
75.953	6.9115	0.13000	1.3001	3.1820	3.9790
76.653	6.9115	0.13000	2.4273	1.7044	3.9790
76.932	6.9115	0.13000	1.2644	3.2720	3.9790
77.632	6.9115	0.13000	1.7626	2.3470	3.9790
77.912	6.9115	0.13000	1.2868	3.2149	3.9790
78.611	6.9115	0.13000	1.7700	2.3373	3.9790
79.450	6.9115	0.13000	0.75927	5.4486	3.9790
79.590	6.9115	0.13000	0.39713	10.417	3.9790
80.849	6.9115	0.13000	1.7161	2.4107	3.9790
80.989	6.9115	0.13000	2.5010	1.6541	3.9790
81.269	6.9115	0.13000	1.1022	3.7533	3.9790
81.828	6.9115	0.13000	0.21744	19.026	3.9790
81.968	6.9115	0.13000	1.1215	3.6888	3.9790
82.807	6.9115	0.13000	0.83061	4.9807	3.9790
82.947	6.9115	0.13000	0.30517	13.556	3.9790
83.367	6.9115	0.13000	1.5040	2.7506	3.9790
83.647	6.9115	0.13000	1.4428	2.8673	3.9790
84.346	6.9115	0.13000	1.6880	2.4508	3.9790
84.626	6.9115	0.13000	1.5085	2.7425	3.9790
85.325	6.9115	0.13000	1.6975	2.4371	3.9790
86.164	6.9115	0.13000	1.8439	2.2437	3.9790
86.304	6.9115	0.13000	0.74734	5.5356	3.9790
86.724	6.9115	0.13000	0.90159	4.5885	3.9790
87.004	6.9115	0.13000	1.6714	2.4752	3.9790
87.703	6.9115	0.13000	1.1262	3.6734	3.9790
87.983	6.9115	0.13000	1.1396	3.6302	3.9790
88.682	6.9115	0.13000	1.1120	3.7204	3.9790
88.962	6.9115	0.13000	0.84761	4.8808	3.9790
89.242	6.9115	0.13000	0.81829	5.0557	3.9790
89.661	6.9115	0.13000	0.96259	4.2978	3.9790
89.941	6.9115	0.13000	0.51854	7.9782	3.9790
90.640	6.9115	0.13000	1.0194	4.0581	3.9790
90.920	6.9115	0.13000	0.80684	5.1274	3.9790
91.620	6.9115	0.13000	1.7019	2.4308	3.9790
91.899	6.9115	0.13000	0.50294	8.2257	3.9790
93.018	6.9115	0.13000	2.0828	1.9862	3.9790
93.298	6.9115	0.13000	1.3903	2.9756	3.9790
93.997	6.9115	0.13000	0.34208	12.094	3.9790
94.277	6.9115	0.13000	1.3421	3.0825	3.9790
94.977	6.9115	0.13000	1.7391	2.3788	3.9790
95.256	6.9115	0.13000	0.98273	4.2097	3.9790
95.956	6.9115	0.13000	1.3268	3.1180	3.9790
96.236	6.9115	0.13000	0.78445	5.2737	3.9790
97.774	6.9115	0.13000	1.1786	3.5102	3.9790
97.914	6.9115	0.13000	0.23442	17.648	3.9790
98.613	6.9115	0.13000	1.1577	3.5734	3.9790
99.313	6.9115	0.13000	0.75992	5.4440	3.9790
99.593	6.9115	0.13000	1.0343	3.9999	3.9790
100.29	6.9115	0.13000	1.7505	2.3633	3.9790
100.57	6.9115	0.13000	1.1624	3.5589	3.9790
102.25	6.9115	0.13000	1.1666	3.5463	3.9790
103.09	6.9115	0.13000	1.1578	3.5732	3.9790
103.23	6.9115	0.13000	0.89303	4.6325	3.9790
103.65	6.9115	0.13000	0.79091	5.2307	3.9790
103.93	6.9115	0.13000	1.3832	2.9908	3.9790
104.63	6.9115	0.13000	1.2416	3.3320	3.9790
105.47	6.9115	0.13000	1.7617	2.3482	3.9790
105.61	6.9115	0.13000	2.5171	1.6435	3.9790
105.89	6.9115	0.13000	3.6293	1.1399	3.9790
106.59	6.9115	0.13000	2.6146	1.5822	3.9790
107.29	6.9115	0.13000	1.2929	3.1997	3.9790
107.99	6.9115	0.13000	1.5497	2.6696	3.9790
108.26	6.9115	0.13000	1.1620	3.5603	3.9790
109.24	6.9115	0.13000	0.88637	4.6674	3.9790
109.38	6.9115	0.13000	1.7143	2.4133	3.9790
110.78	6.9115	0.13000	1.1124	3.7191	3.9790
111.34	6.9115	0.13000	1.8294	2.2614	3.9790
111.62	6.9115	0.13000	1.4046	2.9454	3.9790
112.74	6.9115	0.13000	0.81286	5.0894	3.9790
113.16	6.9115	0.13000	0.70712	5.8505	3.9790
113.30	6.9115	0.13000	0.61511	6.7256	3.9790
114.14	6.9115	0.13000	0.60799	6.8044	3.9790
114.56	6.9115	0.13000	0.80267	5.1540	3.9790
114.70	6.9115	0.13000	0.20920	19.775	3.9790
115.12	6.9115	0.13000	0.62352	6.6350	3.9790
115.26	6.9115	0.13000	0.62054	6.6668	3.9790
115.68	6.9115	0.13000	0.79399	5.2104	3.9790
116.10	6.9115	0.13000	0.99894	4.1414	3.9790
116.24	6.9115	0.13000	1.2951	3.1943	3.9790
116.94	6.9115	0.13000	1.1807	3.5037	3.9790
117.64	6.9115	0.13000	1.4813	2.7928	3.9790
117.92	6.9115	0.13000	1.0676	3.8750	3.9790
118.62	6.9115	0.13000	2.1450	1.9287	3.9790
118.90	6.9115	0.13000	0.61416	6.7361	3.9790
119.46	6.9115	0.13000	0.89819	4.6059	3.9790
120.01	6.9115	0.13000	1.3884	2.9797	3.9790
120.29	6.9115	0.13000	1.1389	3.6325	3.9790
120.99	6.9115	0.13000	1.3370	3.0944	3.9790
121.27	6.9115	0.13000	0.96313	4.2954	3.9790
121.97	6.9115	0.13000	1.3688	3.0223	3.9790
122.25	6.9115	0.13000	1.3198	3.1345	3.9790
122.95	6.9115	0.13000	1.6592	2.4934	3.9790
123.23	6.9115	0.13000	0.96301	4.2959	3.9790
123.51	6.9115	0.13000	0.59306	6.9757	3.9790
123.93	6.9115	0.13000	1.4789	2.7974	3.9790
124.21	6.9115	0.13000	1.0166	4.0694	3.9790
124.91	6.9115	0.13000	1.6794	2.4634	3.9790
125.19	6.9115	0.13000	0.55035	7.5170	3.9790
125.89	6.9115	0.13000	1.1915	3.4722	3.9790
126.31	6.9115	0.13000	1.4118	2.9303	3.9790
126.59	6.9115	0.13000	0.84819	4.8775	3.9790
127.29	6.9115	0.13000	1.2239	3.3802	3.9790
127.57	6.9115	0.13000	1.0291	4.0198	3.9790
128.27	6.9115	0.13000	1.4638	2.8263	3.9790
128.55	6.9115	0.13000	0.90800	4.5562	3.9790
129.25	6.9115	0.13000	1.8298	2.2610	3.9790
129.53	6.9115	0.13000	1.1268	3.6713	3.9790
130.23	6.9115	0.13000	1.9467	2.1251	3.9790
130.51	6.9115	0.13000	0.95499	4.3320	3.9790
132.04	6.9115	0.13000	0.48499	8.5302	3.9790
132.18	6.9115	0.13000	1.2023	3.4409	3.9790
132.88	6.9115	0.13000	1.2892	3.2089	3.9790
133.16	6.9115	0.13000	1.3308	3.1086	3.9790
133.58	6.9115	0.13000	0.97683	4.2351	3.9790
133.86	6.9115	0.13000	0.90070	4.5931	3.9790
134.56	6.9115	0.13000	1.7841	2.3188	3.9790
135.40	6.9115	0.13000	0.60887	6.7946	3.9790
135.96	6.9115	0.13000	0.88929	4.6520	3.9790
136.52	6.9115	0.13000	1.1290	3.6644	3.9790
136.80	6.9115	0.13000	0.66566	6.2149	3.9790
137.50	6.9115	0.13000	0.53605	7.7176	3.9790
137.92	6.9115	0.13000	1.0069	4.1086	3.9790
138.20	6.9115	0.13000	1.1638	3.5546	3.9790
138.90	6.9115	0.13000	0.64841	6.3803	3.9790
139.18	6.9115	0.13000	1.1506	3.5955	3.9790
139.88	6.9115	0.13000	1.2239	3.3801	3.9790
140.16	6.9115	0.13000	1.2328	3.3559	3.9790
140.86	6.9115	0.13000	1.4845	2.7869	3.9790
141.14	6.9115	0.13000	1.0378	3.9863	3.9790
141.84	6.9115	0.13000	1.4531	2.8469	3.9790
142.12	6.9115	0.13000	1.2955	3.1934	3.9790
142.81	6.9115	0.13000	1.0069	4.1088	3.9790
143.09	6.9115	0.13000	0.93296	4.4343	3.9790
143.79	6.9115	0.13000	1.4729	2.8087	3.9790
144.07	6.9115	0.13000	0.84814	4.8778	3.9790
144.77	6.9115	0.13000	1.8978	2.1799	3.9790
145.05	6.9115	0.13000	0.87587	4.7233	3.9790
145.61	6.9115	0.13000	0.55819	7.4114	3.9790
146.03	6.9115	0.13000	2.1493	1.9248	3.9790
146.17	6.9115	0.13000	1.4286	2.8957	3.9790
146.59	6.9115	0.13000	1.0882	3.8017	3.9790
146.73	6.9115	0.13000	3.9207	1.0552	3.9790
147.01	6.9115	0.13000	0.37930	10.907	3.9790
148.13	6.9115	0.13000	1.7875	2.3144	3.9790
148.41	6.9115	0.13000	1.8862	2.1933	3.9790
149.11	6.9115	0.13000	1.9859	2.0832	3.9790
149.39	6.9115	0.13000	1.9323	2.1409	3.9790
150.09	6.9115	0.13000	2.4645	1.6786	3.9790
150.37	6.9115	0.13000	2.1682	1.9080	3.9790
151.07	6.9115	0.13000	3.6090	1.1463	3.9790
151.35	6.9115	0.13000	2.6760	1.5460	3.9790
152.05	6.9115	0.13000	2.1892	1.8898	3.9790
152.33	6.9115	0.13000	1.7067	2.4239	3.9790
153.45	6.9115	0.13000	1.3689	3.0222	3.9790
153.73	6.9115	0.13000	1.5934	2.5963	3.9790
154.42	6.9115	0.13000	1.8586	2.2258	3.9790
154.70	6.9115	0.13000	1.8062	2.2905	3.9790
154.84	6.9115	0.13000	0.59849	6.9124	3.9790
155.40	6.9115	0.13000	2.0878	1.9815	3.9790
155.68	6.9115	0.13000	1.7582	2.3530	3.9790
156.38	6.9115	0.13000	2.3217	1.7819	3.9790
156.66	6.9115	0.13000	1.8545	2.2308	3.9790
157.36	6.9115	0.13000	2.3339	1.7726	3.9790
157.64	6.9115	0.13000	1.6949	2.4409	3.9790
158.34	6.9115	0.13000	2.6833	1.5417	3.9790
158.62	6.9115	0.13000	1.8919	2.1867	3.9790
159.32	6.9115	0.13000	2.3464	1.7631	3.9790
159.60	6.9115	0.13000	0.72876	5.6768	3.9790
160.30	6.9115	0.13000	1.0908	3.7927	3.9790
160.72	6.9115	0.13000	0.93490	4.4251	3.9790
161.00	6.9115	0.13000	2.0019	2.0665	3.9790
161.70	6.9115	0.13000	2.5788	1.6042	3.9790
161.98	6.9115	0.13000	1.8909	2.1878	3.9790
162.68	6.9115	0.13000	1.7866	2.3156	3.9790
162.96	6.9115	0.13000	2.2730	1.8200	3.9790
163.66	6.9115	0.13000	1.3375	3.0931	3.9790
163.94	6.9115	0.13000	2.1232	1.9484	3.9790
164.92	6.9115	0.13000	1.9404	2.1320	3.9790
165.06	6.9115	0.13000	1.5531	2.6638	3.9790
165.61	6.9115	0.13000	1.2164	3.4010	3.9790
166.03	6.9115	0.13000	1.3686	3.0228	3.9790
166.31	6.9115	0.13000	2.6208	1.5785	3.9790
167.01	6.9115	0.13000	2.0258	2.0421	3.9790
167.29	6.9115	0.13000	0.59383	6.9666	3.9790
167.99	6.9115	0.13000	0.29286	14.126	3.9790
168.27	6.9115	0.13000	1.3441	3.0779	3.9790
168.97	6.9115	0.13000	0.59853	6.9119	3.9790
169.25	6.9115	0.13000	1.9301	2.1434	3.9790
169.39	6.9115	0.13000	1.8477	2.2390	3.9790
170.23	6.9115	0.13000	0.66855	6.1881	3.9790
170.37	6.9115	0.13000	1.4322	2.8885	3.9790
170.79	6.9115	0.13000	0.73409	5.6355	3.9790
171.35	6.9115	0.13000	1.7164	2.4103	3.9790
171.77	6.9115	0.13000	1.6531	2.5026	3.9790
172.19	6.9115	0.13000	1.5174	2.7264	3.9790
172.33	6.9115	0.13000	2.0088	2.0595	3.9790
173.31	6.9115	0.13000	1.7468	2.3683	3.9790
173.73	6.9115	0.13000	1.1882	3.4818	3.9790
174.15	6.9115	0.13000	2.0024	2.0660	3.9790
174.29	6.9115	0.13000	2.2090	1.8728	3.9790
174.85	6.9115	0.13000	1.6973	2.4374	3.9790
175.13	6.9115	0.13000	2.1441	1.9294	3.9790
175.41	6.9115	0.13000	2.2045	1.8767	3.9790
176.11	6.9115	0.13000	1.8964	2.1815	3.9790
176.66	6.9115	0.13000	1.6453	2.5144	3.9790
176.80	6.9115	0.13000	1.7990	2.2997	3.9790
177.22	6.9115	0.13000	1.6449	2.5150	3.9790
177.36	6.9115	0.13000	1.8671	2.2158	3.9790
177.64	6.9115	0.13000	1.6975	2.4371	3.9790
177.78	6.9115	0.13000	1.3513	3.0615	3.9790
178.34	6.9115	0.13000	1.4858	2.7844	3.9790
178.62	6.9115	0.13000	0.92577	4.4687	3.9790
178.76	6.9115	0.13000	1.6104	2.5689	3.9790
179.18	6.9115	0.13000	0.51680	8.0051	3.9790
179.32	6.9115	0.13000	0.48670	8.5000	3.9790
179.74	6.9115	0.13000	1.8468	2.2401	3.9790
180.02	6.9115	0.13000	1.4691	2.8161	3.9790
180.72	6.9115	0.13000	2.3239	1.7802	3.9790
180.86	6.9115	0.13000	4.0169	1.0299	3.9790
181.00	6.9115	0.13000	0.67998	6.0840	3.9790
181.14	6.9115	0.13000	0.60142	6.8788	3.9790
182.26	6.9115	0.13000	1.2736	3.2483	3.9790
182.40	6.9115	0.13000	1.1556	3.5800	3.9790
182.82	6.9115	0.13000	1.0325	4.0069	3.9790
183.52	6.9115	0.13000	0.83596	4.9488	3.9790
183.66	6.9115	0.13000	2.2812	1.8135	3.9790
184.22	6.9115	0.13000	0.84588	4.8908	3.9790
184.36	6.9115	0.13000	0.36543	11.321	3.9790
184.64	6.9115	0.13000	1.5702	2.6347	3.9790
184.78	6.9115	0.13000	1.1667	3.5459	3.9790
185.20	6.9115	0.13000	1.2483	3.3142	3.9790
185.48	6.9115	0.13000	1.4753	2.8042	3.9790
185.90	6.9115	0.13000	0.57932	7.1411	3.9790
186.04	6.9115	0.13000	1.1084	3.7324	3.9790
186.32	6.9115	0.13000	1.4683	2.8175	3.9790
186.46	6.9115	0.13000	1.1784	3.5107	3.9790
187.16	6.9115	0.13000	1.4266	2.8998	3.9790
187.30	6.9115	0.13000	0.29346	14.097	3.9790
187.72	6.9115	0.13000	1.4992	2.7595	3.9790
187.99	6.9115	0.13000	1.4270	2.8990	3.9790
188.41	6.9115	0.13000	1.2904	3.2060	3.9790
188.83	6.9115	0.13000	1.4698	2.8147	3.9790
188.97	6.9115	0.13000	1.2023	3.4410	3.9790
189.25	6.9115	0.13000	1.0011	4.1325	3.9790
189.39	6.9115	0.13000	1.7187	2.4071	3.9790
190.09	6.9115	0.13000	1.2757	3.2429	3.9790
190.23	6.9115	0.13000	0.83576	4.9500	3.9790
190.51	6.9115	0.13000	0.21070	19.635	3.9790
190.65	6.9115	0.13000	1.0872	3.8051	3.9790
191.07	6.9115	0.13000	2.7279	1.5166	3.9790
191.21	6.9115	0.13000	2.3848	1.7347	3.9790
191.63	6.9115	0.13000	1.7545	2.3579	3.9790
191.77	6.9115	0.13000	2.5665	1.6119	3.9790
192.33	6.9115	0.13000	1.7691	2.3385	3.9790
192.75	6.9115	0.13000	1.6522	2.5039	3.9790
192.89	6.9115	0.13000	1.7967	2.3025	3.9790
193.31	6.9115	0.13000	3.0273	1.3666	3.9790
193.45	6.9115	0.13000	1.6438	2.5167	3.9790
193.87	6.9115	0.13000	1.7805	2.3235	3.9790
194.43	6.9115	0.13000	1.6585	2.4944	3.9790
195.13	6.9115	0.13000	1.6568	2.4970	3.9790
195.55	6.9115	0.13000	1.4170	2.9195	3.9790
195.69	6.9115	0.13000	1.0924	3.7870	3.9790
195.97	6.9115	0.13000	1.4154	2.9228	3.9790
196.39	6.9115	0.13000	1.0264	4.0305	3.9790
196.53	6.9115	0.13000	1.2593	3.2851	3.9790
196.95	6.9115	0.13000	1.9621	2.1085	3.9790
197.09	6.9115	0.13000	0.36730	11.263	3.9790
197.51	6.9115	0.13000	1.4049	2.9447	3.9790
198.35	6.9115	0.13000	1.1394	3.6308	3.9790
198.49	6.9115	0.13000	1.1971	3.4557	3.9790
198.91	6.9115	0.13000	1.0731	3.8550	3.9790
199.33	6.9115	0.13000	1.5743	2.6278	3.9790
199.46	6.9115	0.13000	1.0592	3.9057	3.9790
199.88	6.9115	0.13000	1.0624	3.8941	3.9790
200.30	6.9115	0.13000	0.91662	4.5133	3.9790
200.44	6.9115	0.13000	1.4329	2.8871	3.9790
200.72	6.9115	0.13000	1.7806	2.3234	3.9790
200.86	6.9115	0.13000	0.29765	13.899	3.9790
201.14	6.9115	0.13000	1.5689	2.6368	3.9790
201.28	6.9115	0.13000	0.78512	5.2692	3.9790
201.56	6.9115	0.13000	1.5682	2.6380	3.9790
201.70	6.9115	0.13000	1.6980	2.4364	3.9790
201.98	6.9115	0.13000	1.7547	2.3576	3.9790
202.12	6.9115	0.13000	1.6674	2.4811	3.9790
202.40	6.9115	0.13000	0.49178	8.4123	3.9790
202.54	6.9115	0.13000	1.7484	2.3662	3.9790
202.82	6.9115	0.13000	1.0222	4.0471	3.9790
202.96	6.9115	0.13000	2.3634	1.7504	3.9790
203.52	6.9115	0.13000	1.7040	2.4279	3.9790
203.66	6.9115	0.13000	2.5428	1.6270	3.9790
203.94	6.9115	0.13000	1.4985	2.7608	3.9790
204.36	6.9115	0.13000	1.3692	3.0214	3.9790
204.50	6.9115	0.13000	0.65096	6.3553	3.9790
204.78	6.9115	0.13000	2.4662	1.6775	3.9790
204.92	6.9115	0.13000	1.6435	2.5173	3.9790
205.20	6.9115	0.13000	0.58600	7.0598	3.9790
205.34	6.9115	0.13000	1.4819	2.7917	3.9790
205.62	6.9115	0.13000	1.4686	2.8170	3.9790
205.76	6.9115	0.13000	1.7753	2.3303	3.9790
206.18	6.9115	0.13000	1.4201	2.9133	3.9790
206.60	6.9115	0.13000	1.8049	2.2921	3.9790
206.74	6.9115	0.13000	1.9117	2.1640	3.9790
207.16	6.9115	0.13000	1.5746	2.6273	3.9790
208.00	6.9115	0.13000	1.9221	2.1523	3.9790
208.14	6.9115	0.13000	3.0179	1.3708	3.9790
208.42	6.9115	0.13000	2.6469	1.5630	3.9790
208.56	6.9115	0.13000	3.5989	1.1495	3.9790
208.84	6.9115	0.13000	3.0436	1.3592	3.9790
208.98	6.9115	0.13000	1.0691	3.8697	3.9790
209.26	6.9115	0.13000	2.0788	1.9901	3.9790
209.40	6.9115	0.13000	1.2091	3.4216	3.9790
209.68	6.9115	0.13000	2.1037	1.9665	3.9790
209.82	6.9115	0.13000	1.4680	2.8181	3.9790
210.10	6.9115	0.13000	1.0664	3.8793	3.9790
210.24	6.9115	0.13000	2.0397	2.0282	3.9790
210.52	6.9115	0.13000	1.9142	2.1612	3.9790
210.93	6.9115	0.13000	1.2756	3.2432	3.9790
211.07	6.9115	0.13000	3.0923	1.3378	3.9790
211.91	6.9115	0.13000	2.1052	1.9651	3.9790
212.05	6.9115	0.13000	1.6088	2.5715	3.9790
212.33	6.9115	0.13000	1.2143	3.4070	3.9790
212.47	6.9115	0.13000	1.0345	3.9992	3.9790
212.89	6.9115	0.13000	1.3163	3.1428	3.9790
213.31	6.9115	0.13000	0.67782	6.1033	3.9790
213.73	6.9115	0.13000	1.1815	3.5016	3.9790
213.87	6.9115	0.13000	0.99779	4.1462	3.9790
