time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
0.29808	0.89221	0.13000	0.20318	20.362	
3.1299	0.89221	0.13000	0.18922	21.864	16.655
5.6636	0.89221	0.13000	0.18278	22.634	16.655
6.1107	0.89221	0.13000	0.25452	16.254	16.655
8.9425	0.89221	0.13000	0.15923	25.981	16.655
9.5387	0.89221	0.13000	0.14468	28.594	16.655
15.649	0.89221	0.13000	0.26842	15.413	16.655
16.097	0.89221	0.13000	0.17076	24.227	16.655
18.928	0.89221	0.13000	0.12535	33.002	16.655
19.524	0.89221	0.13000	0.18929	21.856	16.655
28.765	0.89221	0.13000	0.21598	19.155	16.655
29.361	0.89221	0.13000	0.19349	21.381	16.655
32.193	0.89221	0.13000	0.10360	39.932	16.655
32.640	0.89221	0.13000	0.27518	15.034	16.655
35.621	0.89221	0.13000	0.38135	10.848	16.655
35.919	0.89221	0.13000	0.20428	20.252	16.655
38.751	0.89221	0.13000	0.24655	16.779	16.655
39.347	0.89221	0.13000	0.33749	12.258	16.655
42.626	0.89221	0.13000	0.43207	9.5749	16.655
43.073	0.89221	0.13000	0.45186	9.1555	16.655
46.203	0.89221	0.13000	0.27161	15.231	16.655
46.650	0.89221	0.13000	0.26997	15.324	16.655
49.482	0.89221	0.13000	0.27087	15.273	16.655
50.078	0.89221	0.13000	0.28592	14.469	16.655
52.910	0.89221	0.13000	0.29954	13.811	16.655
53.506	0.89221	0.13000	0.23026	17.967	16.655
56.338	0.89221	0.13000	0.22818	18.130	16.655
57.083	0.89221	0.13000	0.10179	40.641	16.655
63.045	0.89221	0.13000	0.14322	28.886	16.655
63.492	0.89221	0.13000	0.13077	31.635	16.655
66.771	0.89221	0.13000	0.13800	29.978	16.655
72.732	0.89221	0.13000	0.18710	22.111	16.655
73.179	0.89221	0.13000	0.17000	24.335	16.655
76.011	0.89221	0.13000	0.50842	8.1370	16.655
76.607	0.89221	0.13000	0.54260	7.6244	16.655
83.016	0.89221	0.13000	0.58101	7.1204	16.655
83.761	0.89221	0.13000	0.56390	7.3364	16.655
87.338	0.89221	0.13000	0.47882	8.6399	16.655
87.935	0.89221	0.13000	0.39593	10.449	16.655
90.915	0.89221	0.13000	0.62403	6.6294	16.655
91.512	0.89221	0.13000	0.57668	7.1739	16.655
95.536	0.89221	0.13000	0.71610	5.7772	16.655
96.281	0.89221	0.13000	0.76017	5.4422	16.655
100.75	0.89221	0.13000	0.33426	12.377	16.655
101.05	0.89221	0.13000	0.43116	9.5950	16.655
104.18	0.89221	0.13000	0.62171	6.6542	16.655
104.78	0.89221	0.13000	0.79994	5.1716	16.655
107.91	0.89221	0.13000	0.88998	4.6484	16.655
111.63	0.89221	0.13000	0.34398	12.027	16.655
