time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
112.23	0.89221	0.13000	0.24928	16.596	16.655
115.06	0.89221	0.13000	0.58869	7.0275	16.655
115.51	0.89221	0.13000	0.59903	6.9061	16.655
119.83	0.89221	0.13000	0.84837	4.8764	16.655
122.07	0.89221	0.13000	0.89005	4.6481	16.655
122.21	0.89221	0.13000	0.76195	5.4295	16.655
125.19	0.89221	0.13000	0.28145	14.699	16.655
126.24	0.89221	0.13000	0.26085	15.859	16.655
129.22	0.89221	0.13000	0.31176	13.270	16.655
129.67	0.89221	0.13000	0.33190	12.465	16.655
132.65	0.89221	0.13000	0.20449	20.230	16.655
135.93	0.89221	0.13000	0.25979	15.925	16.655
136.37	0.89221	0.13000	0.22700	18.225	16.655
139.80	0.89221	0.13000	0.24372	16.975	16.655
142.63	0.89221	0.13000	0.25760	16.060	16.655
143.08	0.89221	0.13000	0.18272	22.642	16.655
146.06	0.89221	0.13000	0.40342	10.255	16.655
146.51	0.89221	0.13000	0.45454	9.1014	16.655
149.49	0.89221	0.13000	0.19270	21.468	16.655
150.38	0.89221	0.13000	0.11673	35.441	16.655
153.96	0.89221	0.13000	0.88279	4.6863	16.655
155.90	0.89221	0.13000	0.88693	4.6644	16.655
164.09	0.89221	0.13000	0.42840	9.6568	16.655
166.03	0.89221	0.13000	0.57707	7.1690	16.655
166.78	0.89221	0.13000	0.56316	7.3461	16.655
171.55	0.89221	0.13000	0.73314	5.6429	16.655
171.99	0.89221	0.13000	0.72996	5.6674	16.655
179.30	0.89221	0.13000	0.45470	9.0983	16.655
179.74	0.89221	0.13000	0.45362	9.1200	16.655
183.77	0.89221	0.13000	0.38283	10.806	16.655
184.51	0.89221	0.13000	0.40950	10.103	16.655
188.54	0.89221	0.13000	0.67559	6.1236	16.655
188.98	0.89221	0.13000	0.65850	6.2825	16.655
194.65	0.89221	0.13000	0.37664	10.984	16.655
195.24	0.89221	0.13000	0.32034	12.915	16.655
199.12	0.89221	0.13000	0.46498	8.8972	16.655
199.57	0.89221	0.13000	0.47800	8.6548	16.655
204.19	0.89221	0.13000	0.59764	6.9222	16.655
204.63	0.89221	0.13000	0.58210	7.1071	16.655
209.55	0.89221	0.13000	0.51594	8.0184	16.655
210.00	0.89221	0.13000	0.55535	7.4494	16.655
215.22	0.89221	0.13000	0.20016	20.669	16.655
218.35	0.89221	0.13000	0.39616	10.443	16.655
218.94	0.89221	0.13000	0.18195	22.738	16.655
222.82	0.89221	0.13000	0.35639	11.608	16.655
223.26	0.89221	0.13000	0.34941	11.840	16.655
227.14	0.89221	0.13000	0.14475	28.580	16.655
227.59	0.89221	0.13000	0.10710	38.629	16.655
231.16	0.89221	0.13000	0.17297	23.917	16.655
231.76	0.89221	0.13000	0.21314	19.410	16.655
235.04	0.89221	0.13000	0.18273	22.640	16.655
235.78	0.89221	0.13000	0.13393	30.890	16.655
239.66	0.89221	0.13000	0.14339	28.852	16.655
242.94	0.89221	0.13000	0.10466	39.530	16.655
247.11	0.89221	0.13000	0.11542	35.842	16.655
247.71	0.89221	0.13000	0.30120	13.735	16.655
255.16	0.89221	0.13000	0.24246	17.063	16.655
255.76	0.89221	0.13000	0.30333	13.638	16.655
259.33	0.89221	0.13000	0.11925	34.691	16.655
259.93	0.89221	0.13000	0.15117	27.367	16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
	0.89221	0.13000			16.655
