time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
199.88	2.5133	0.13000	0.35731	11.578	9.8531
201.06	2.5133	0.13000	0.12363	33.463	9.8531
201.32	2.5133	0.13000	0.41122	10.060	9.8531
202.37	2.5133	0.13000	0.54350	7.6118	9.8531
202.63	2.5133	0.13000	0.38888	10.638	9.8531
203.94	2.5133	0.13000	0.10748	38.493	9.8531
204.85	2.5133	0.13000	1.0313	4.0116	9.8531
205.11	2.5133	0.13000	1.0374	3.9878	9.8531
206.42	2.5133	0.13000	0.47985	8.6215	9.8531
207.47	2.5133	0.13000	0.23499	17.605	9.8531
208.78	2.5133	0.13000	0.072612	56.974	9.8531
208.91	2.5133	0.13000	0.46299	8.9353	9.8531
209.96	2.5133	0.13000	0.40341	10.255	9.8531
211.27	2.5133	0.13000	0.43861	9.4322	9.8531
211.53	2.5133	0.13000	0.75680	5.4665	9.8531
213.75	2.5133	0.13000	0.59364	6.9689	9.8531
214.02	2.5133	0.13000	0.55623	7.4375	9.8531
215.32	2.5133	0.13000	0.26055	15.878	9.8531
216.50	2.5133	0.13000	0.085399	48.443	9.8531
217.55	2.5133	0.13000	0.48640	8.5054	9.8531
217.81	2.5133	0.13000	0.27948	14.802	9.8531
218.73	2.5133	0.13000	0.51297	8.0648	9.8531
218.99	2.5133	0.13000	0.29109	14.212	9.8531
220.04	2.5133	0.13000	0.48536	8.5236	9.8531
221.61	2.5133	0.13000	0.43163	9.5846	9.8531
224.09	2.5133	0.13000	0.64004	6.4636	9.8531
225.01	2.5133	0.13000	0.43381	9.5364	9.8531
225.27	2.5133	0.13000	0.21489	19.252	9.8531
226.58	2.5133	0.13000	0.072162	57.329	9.8531
227.50	2.5133	0.13000	0.21208	19.506	9.8531
228.81	2.5133	0.13000	0.32013	12.923	9.8531
229.98	2.5133	0.13000	0.47390	8.7296	9.8531
231.56	2.5133	0.13000	0.30179	13.708	9.8531
232.47	2.5133	0.13000	0.33893	12.206	9.8531
233.78	2.5133	0.13000	0.34802	11.887	9.8531
234.04	2.5133	0.13000	0.41934	9.8654	9.8531
235.22	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
	2.5133	0.13000			9.8531
