time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
0.13190	1.3006	0.13000	0.27738	14.915	16.023
1.5828	1.3006	0.13000	0.73625	5.6190	16.023
1.9785	1.3006	0.13000	0.30715	13.469	16.023
4.2208	1.3006	0.13000	0.32276	12.818	16.023
4.6165	1.3006	0.13000	0.16253	25.454	16.023
7.1226	1.3006	0.13000	0.31032	13.331	16.023
8.9692	1.3006	0.13000	0.75194	5.5018	16.023
9.4968	1.3006	0.13000	0.71999	5.7459	16.023
12.267	1.3006	0.13000	0.32633	12.677	16.023
12.531	1.3006	0.13000	0.54188	7.6345	16.023
14.641	1.3006	0.13000	0.31737	13.035	16.023
15.037	1.3006	0.13000	0.19828	20.865	16.023
17.147	1.3006	0.13000	0.26040	15.887	16.023
17.543	1.3006	0.13000	0.33069	12.510	16.023
19.653	1.3006	0.13000	0.30141	13.725	16.023
20.049	1.3006	0.13000	0.22839	18.114	16.023
22.027	1.3006	0.13000	0.21048	19.655	16.023
22.555	1.3006	0.13000	0.16101	25.693	16.023
24.533	1.3006	0.13000	0.28466	14.533	16.023
24.929	1.3006	0.13000	0.24894	16.619	16.023
27.435	1.3006	0.13000	0.14694	28.155	16.023
29.809	1.3006	0.13000	0.19961	20.725	16.023
34.162	1.3006	0.13000	0.49595	8.3416	16.023
34.558	1.3006	0.13000	0.39528	10.466	16.023
36.800	1.3006	0.13000	0.13919	29.722	16.023
37.196	1.3006	0.13000	0.023993	172.42	16.023
39.174	1.3006	0.13000	0.32184	12.854	16.023
39.570	1.3006	0.13000	0.38708	10.688	16.023
41.680	1.3006	0.13000	0.099322	41.652	16.023
42.076	1.3006	0.13000	0.26451	15.640	16.023
44.055	1.3006	0.13000	0.095055	43.522	16.023
46.561	1.3006	0.13000	0.25045	16.518	16.023
46.956	1.3006	0.13000	0.37641	10.991	16.023
51.441	1.3006	0.13000	0.10891	37.985	16.023
51.837	1.3006	0.13000	0.38773	10.670	16.023
56.321	1.3006	0.13000	0.33093	12.501	16.023
56.717	1.3006	0.13000	0.29123	14.206	16.023
