time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
58.827	1.3006	0.13000	0.35876	11.531	16.023
59.223	1.3006	0.13000	0.58507	7.0709	16.023
61.465	1.3006	0.13000	0.26139	15.827	16.023
61.861	1.3006	0.13000	0.14319	28.891	16.023
63.840	1.3006	0.13000	0.30595	13.522	16.023
66.346	1.3006	0.13000	0.51041	8.1053	16.023
66.741	1.3006	0.13000	0.58792	7.0367	16.023
68.984	1.3006	0.13000	0.49570	8.3458	16.023
69.379	1.3006	0.13000	0.50956	8.1187	16.023
72.017	1.3006	0.13000	0.11554	35.805	16.023
73.864	1.3006	0.13000	0.11047	37.448	16.023
74.392	1.3006	0.13000	0.38073	10.866	16.023
76.502	1.3006	0.13000	0.11911	34.733	16.023
81.250	1.3006	0.13000	0.29028	14.252	16.023
81.646	1.3006	0.13000	0.20548	20.133	16.023
83.757	1.3006	0.13000	0.56495	7.3227	16.023
84.152	1.3006	0.13000	0.42286	9.7834	16.023
86.395	1.3006	0.13000	0.43467	9.5176	16.023
86.790	1.3006	0.13000	0.59401	6.9646	16.023
91.143	1.3006	0.13000	0.081178	50.962	16.023
93.517	1.3006	0.13000	0.64354	6.4285	16.023
94.045	1.3006	0.13000	0.36792	11.244	16.023
96.287	1.3006	0.13000	0.67001	6.1745	16.023
96.683	1.3006	0.13000	0.54131	7.6426	16.023
99.189	1.3006	0.13000	0.55418	7.4651	16.023
99.453	1.3006	0.13000	0.42189	9.8058	16.023
101.69	1.3006	0.13000	0.52913	7.8185	16.023
102.09	1.3006	0.13000	0.66692	6.2031	16.023
104.33	1.3006	0.13000	0.76802	5.3866	16.023
104.86	1.3006	0.13000	0.96778	4.2747	16.023
107.50	1.3006	0.13000	0.17594	23.514	16.023
107.89	1.3006	0.13000	0.26222	15.777	16.023
109.87	1.3006	0.13000	0.15539	26.623	16.023
112.25	1.3006	0.13000	0.50945	8.1205	16.023
112.91	1.3006	0.13000	0.46327	8.9300	16.023
115.02	1.3006	0.13000	0.86313	4.7930	16.023
115.41	1.3006	0.13000	0.81535	5.0739	16.023
118.18	1.3006	0.13000	0.83055	4.9810	16.023
118.84	1.3006	0.13000	0.69198	5.9785	16.023
121.22	1.3006	0.13000	0.28964	14.283	16.023
121.61	1.3006	0.13000	0.42002	9.8496	16.023
124.12	1.3006	0.13000	0.049480	83.609	16.023
126.10	1.3006	0.13000	0.12797	32.327	16.023
126.49	1.3006	0.13000	0.19203	21.544	16.023
128.47	1.3006	0.13000	0.16583	24.947	16.023
131.37	1.3006	0.13000	0.32363	12.783	16.023
135.73	1.3006	0.13000	0.11481	36.034	16.023
136.25	1.3006	0.13000	0.15322	27.001	16.023
138.76	1.3006	0.13000	0.19019	21.752	16.023
140.61	1.3006	0.13000	0.20252	20.428	16.023
141.13	1.3006	0.13000	0.34273	12.071	16.023
143.11	1.3006	0.13000	0.18796	22.010	16.023
147.99	1.3006	0.13000	0.13432	30.799	16.023
148.52	1.3006	0.13000	0.18579	22.267	16.023
150.37	1.3006	0.13000	0.43392	9.5341	16.023
150.89	1.3006	0.13000	0.17391	23.788	16.023
153.53	1.3006	0.13000	0.23344	17.722	16.023
155.38	1.3006	0.13000	0.36194	11.430	16.023
162.76	1.3006	0.13000	0.43888	9.4263	16.023
163.16	1.3006	0.13000	0.37518	11.027	16.023
165.27	1.3006	0.13000	0.19607	21.099	16.023
168.17	1.3006	0.13000	0.26188	15.797	16.023
170.15	1.3006	0.13000	0.69491	5.9533	16.023
170.55	1.3006	0.13000	0.77526	5.3363	16.023
173.32	1.3006	0.13000	0.31700	13.050	16.023
173.58	1.3006	0.13000	0.35290	11.723	16.023
175.69	1.3006	0.13000	0.90374	4.5777	16.023
176.09	1.3006	0.13000	0.83072	4.9800	16.023
178.86	1.3006	0.13000	0.45128	9.1672	16.023
179.25	1.3006	0.13000	0.36182	11.434	16.023
181.49	1.3006	0.13000	0.72120	5.7363	16.023
181.89	1.3006	0.13000	0.85281	4.8510	16.023
184.40	1.3006	0.13000	0.38441	10.762	16.023
184.92	1.3006	0.13000	0.70645	5.8561	16.023
186.90	1.3006	0.13000	0.64004	6.4637	16.023
187.43	1.3006	0.13000	0.61858	6.6879	16.023
189.94	1.3006	0.13000	0.83493	4.9549	16.023
190.33	1.3006	0.13000	0.77452	5.3414	16.023
193.10	1.3006	0.13000	0.21893	18.897	16.023
193.37	1.3006	0.13000	0.24028	17.217	16.023
195.48	1.3006	0.13000	0.44562	9.2838	16.023
195.87	1.3006	0.13000	0.36617	11.298	16.023
197.98	1.3006	0.13000	0.76093	5.4368	16.023
198.38	1.3006	0.13000	0.76400	5.4149	16.023
201.02	1.3006	0.13000	0.26765	15.457	16.023
201.41	1.3006	0.13000	0.24100	17.166	16.023
203.52	1.3006	0.13000	0.078107	52.966	16.023
203.92	1.3006	0.13000	0.099830	41.441	16.023
208.27	1.3006	0.13000	0.33605	12.311	16.023
208.67	1.3006	0.13000	0.34505	11.989	16.023
210.78	1.3006	0.13000	0.088022	47.000	16.023
213.28	1.3006	0.13000	0.25778	16.049	16.023
213.68	1.3006	0.13000	0.36582	11.309	16.023
218.03	1.3006	0.13000	0.24014	17.227	16.023
218.43	1.3006	0.13000	0.22549	18.347	16.023
220.40	1.3006	0.13000	0.014210	291.13	16.023
222.91	1.3006	0.13000	0.37331	11.082	16.023
223.31	1.3006	0.13000	0.27209	15.205	16.023
225.81	1.3006	0.13000	0.27053	15.292	16.023
227.92	1.3006	0.13000	0.26686	15.502	16.023
228.32	1.3006	0.13000	0.32435	12.755	16.023
230.82	1.3006	0.13000	0.049120	84.222	16.023
232.80	1.3006	0.13000	0.30110	13.740	16.023
233.20	1.3006	0.13000	0.26122	15.837	16.023
235.31	1.3006	0.13000	0.10897	37.966	16.023
237.82	1.3006	0.13000	0.27139	15.244	16.023
238.08	1.3006	0.13000	0.070495	58.685	16.023
240.32	1.3006	0.13000	0.39679	10.426	16.023
240.59	1.3006	0.13000	0.32756	12.630	16.023
242.70	1.3006	0.13000	0.22132	18.692	16.023
242.96	1.3006	0.13000	0.33770	12.250	16.023
247.58	1.3006	0.13000	0.20438	20.242	16.023
247.84	1.3006	0.13000	0.26376	15.685	16.023
249.95	1.3006	0.13000	0.33145	12.481	16.023
250.35	1.3006	0.13000	0.29668	13.944	16.023
252.46	1.3006	0.13000	0.27043	15.298	16.023
252.85	1.3006	0.13000	0.10733	38.544	16.023
255.36	1.3006	0.13000	0.17038	24.281	16.023
257.34	1.3006	0.13000	0.20524	20.156	16.023
259.84	1.3006	0.13000	0.23552	17.566	16.023
260.11	1.3006	0.13000	0.59541	6.9482	16.023
262.22	1.3006	0.13000	0.16883	24.505	16.023
266.83	1.3006	0.13000	0.24495	16.889	16.023
267.10	1.3006	0.13000	0.079339	52.143	16.023
267.49	1.3006	0.13000	0.36748	11.258	16.023
269.47	1.3006	0.13000	0.39901	10.368	16.023
270.13	1.3006	0.13000	0.31068	13.316	16.023
272.24	1.3006	0.13000	0.52028	7.9514	16.023
272.64	1.3006	0.13000	0.52445	7.8883	16.023
275.01	1.3006	0.13000	0.36650	11.288	16.023
275.28	1.3006	0.13000	0.36944	11.198	16.023
279.63	1.3006	0.13000	0.91019	4.5452	16.023
279.89	1.3006	0.13000	0.83372	4.9621	16.023
282.79	1.3006	0.13000	1.0700	3.8663	16.023
283.32	1.3006	0.13000	1.0362	3.9926	16.023
287.01	1.3006	0.13000	0.16579	24.954	16.023
287.41	1.3006	0.13000	0.28467	14.533	16.023
289.52	1.3006	0.13000	0.34509	11.988	16.023
289.92	1.3006	0.13000	0.65559	6.3104	16.023
292.03	1.3006	0.13000	0.33611	12.309	16.023
294.53	1.3006	0.13000	1.1381	3.6350	16.023
294.93	1.3006	0.13000	1.1147	3.7113	16.023
299.54	1.3006	0.13000	0.45919	9.0093	16.023
299.94	1.3006	0.13000	0.31872	12.980	16.023
302.05	1.3006	0.13000	0.45265	9.1394	16.023
302.45	1.3006	0.13000	0.38891	10.637	16.023
304.69	1.3006	0.13000	0.48468	8.5355	16.023
304.95	1.3006	0.13000	0.27028	15.307	16.023
307.72	1.3006	0.13000	0.32238	12.832	16.023
311.81	1.3006	0.13000	0.57703	7.1694	16.023
312.21	1.3006	0.13000	0.65217	6.3434	16.023
314.98	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
	1.3006	0.13000			16.023
