time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
0.91727	1.1812	0.13000	0.70380	5.8781	17.393
3.0139	1.1812	0.13000	0.22598	18.307	17.393
3.4070	1.1812	0.13000	0.45956	9.0021	17.393
5.7657	1.1812	0.13000	0.22395	18.473	17.393
8.3864	1.1812	0.13000	0.43416	9.5287	17.393
8.7796	1.1812	0.13000	0.39145	10.568	17.393
11.269	1.1812	0.13000	0.23786	17.393	17.393
11.662	1.1812	0.13000	0.31209	13.256	17.393
16.642	1.1812	0.13000	0.16604	24.916	17.393
17.166	1.1812	0.13000	0.49431	8.3693	17.393
19.394	1.1812	0.13000	0.11805	35.045	17.393
24.635	1.1812	0.13000	0.28492	14.520	17.393
27.256	1.1812	0.13000	0.079527	52.020	17.393
27.780	1.1812	0.13000	0.11396	36.301	17.393
30.401	1.1812	0.13000	0.18832	21.967	17.393
32.629	1.1812	0.13000	0.43268	9.5613	17.393
33.153	1.1812	0.13000	0.37218	11.115	17.393
35.511	1.1812	0.13000	0.39443	10.489	17.393
36.036	1.1812	0.13000	0.31924	12.959	17.393
41.015	1.1812	0.13000	0.52494	7.8810	17.393
41.539	1.1812	0.13000	0.78298	5.2836	17.393
44.029	1.1812	0.13000	0.34165	12.109	17.393
44.946	1.1812	0.13000	0.21045	19.658	17.393
46.781	1.1812	0.13000	0.45749	9.0428	17.393
49.795	1.1812	0.13000	0.26260	15.754	17.393
50.188	1.1812	0.13000	0.41333	10.009	17.393
52.546	1.1812	0.13000	0.60219	6.8699	17.393
52.939	1.1812	0.13000	0.39168	10.562	17.393
55.560	1.1812	0.13000	0.12412	33.331	17.393
55.822	1.1812	0.13000	0.42062	9.8355	17.393
58.181	1.1812	0.13000	0.16821	24.595	17.393
60.933	1.1812	0.13000	0.30038	13.773	17.393
61.326	1.1812	0.13000	0.31040	13.328	17.393
63.685	1.1812	0.13000	0.23025	17.967	17.393
66.829	1.1812	0.13000	0.13525	30.588	17.393
74.299	1.1812	0.13000	0.36143	11.446	17.393
74.692	1.1812	0.13000	0.42916	9.6397	17.393
77.182	1.1812	0.13000	0.29761	13.901	17.393
77.575	1.1812	0.13000	0.17626	23.471	17.393
82.423	1.1812	0.13000	0.23212	17.823	17.393
82.947	1.1812	0.13000	0.18063	22.903	17.393
85.044	1.1812	0.13000	0.39412	10.497	17.393
85.568	1.1812	0.13000	0.53333	7.7569	17.393
88.189	1.1812	0.13000	0.072246	57.262	17.393
90.941	1.1812	0.13000	0.36832	11.232	17.393
91.334	1.1812	0.13000	0.34482	11.997	17.393
93.823	1.1812	0.13000	0.27533	15.025	17.393
94.216	1.1812	0.13000	0.41448	9.9811	17.393
96.575	1.1812	0.13000	0.17720	23.346	17.393
96.968	1.1812	0.13000	0.49332	8.3860	17.393
99.196	1.1812	0.13000	0.38304	10.800	17.393
101.95	1.1812	0.13000	0.20342	20.337	17.393
102.34	1.1812	0.13000	0.35245	11.738	17.393
104.70	1.1812	0.13000	0.34759	11.902	17.393
107.58	1.1812	0.13000	0.29212	14.162	17.393
107.98	1.1812	0.13000	0.24395	16.959	17.393
110.33	1.1812	0.13000	0.33123	12.490	17.393
110.73	1.1812	0.13000	0.46545	8.8882	17.393
113.09	1.1812	0.13000	0.35072	11.796	17.393
113.61	1.1812	0.13000	0.28833	14.348	17.393
115.84	1.1812	0.13000	0.20074	20.609	17.393
118.46	1.1812	0.13000	0.20679	20.006	17.393
119.11	1.1812	0.13000	0.50657	8.1667	17.393
121.21	1.1812	0.13000	0.17382	23.801	17.393
121.87	1.1812	0.13000	0.19729	20.969	17.393
123.83	1.1812	0.13000	0.078592	52.639	17.393
126.58	1.1812	0.13000	0.56437	7.3303	17.393
126.98	1.1812	0.13000	0.46572	8.8831	17.393
129.73	1.1812	0.13000	0.42363	9.7656	17.393
130.12	1.1812	0.13000	0.44008	9.4006	17.393
132.61	1.1812	0.13000	0.29624	13.965	17.393
133.00	1.1812	0.13000	0.44021	9.3977	17.393
135.49	1.1812	0.13000	0.55427	7.4638	17.393
135.89	1.1812	0.13000	0.58102	7.1202	17.393
138.51	1.1812	0.13000	0.58514	7.0701	17.393
138.90	1.1812	0.13000	0.39993	10.344	17.393
141.39	1.1812	0.13000	0.30312	13.648	17.393
141.78	1.1812	0.13000	0.35971	11.501	17.393
144.14	1.1812	0.13000	0.33596	12.314	17.393
144.54	1.1812	0.13000	0.30392	13.612	17.393
152.53	1.1812	0.13000	0.30624	13.509	17.393
163.27	1.1812	0.13000	0.33983	12.174	17.393
165.37	1.1812	0.13000	0.26850	15.408	17.393
168.12	1.1812	0.13000	0.32694	12.654	17.393
168.52	1.1812	0.13000	0.17245	23.989	17.393
170.87	1.1812	0.13000	0.54614	7.5750	17.393
171.27	1.1812	0.13000	0.43494	9.5118	17.393
173.89	1.1812	0.13000	0.58352	7.0897	17.393
174.15	1.1812	0.13000	0.74235	5.5728	17.393
176.90	1.1812	0.13000	0.37570	11.011	17.393
177.43	1.1812	0.13000	0.49551	8.3490	17.393
177.82	1.1812	0.13000	0.17730	23.334	17.393
179.78	1.1812	0.13000	0.22265	18.581	17.393
180.18	1.1812	0.13000	0.14911	27.744	17.393
182.41	1.1812	0.13000	0.35556	11.635	17.393
182.93	1.1812	0.13000	0.27211	15.203	17.393
185.29	1.1812	0.13000	0.38392	10.776	17.393
185.68	1.1812	0.13000	0.30769	13.445	17.393
190.79	1.1812	0.13000	0.13727	30.137	17.393
191.18	1.1812	0.13000	0.13831	29.911	17.393
196.03	1.1812	0.13000	0.10458	39.560	17.393
198.65	1.1812	0.13000	0.42643	9.7014	17.393
199.05	1.1812	0.13000	0.47399	8.7280	17.393
201.67	1.1812	0.13000	0.23675	17.474	17.393
202.19	1.1812	0.13000	0.090190	45.870	17.393
204.68	1.1812	0.13000	0.043406	95.308	17.393
207.04	1.1812	0.13000	0.55033	7.5173	17.393
207.43	1.1812	0.13000	0.74966	5.5185	17.393
210.19	1.1812	0.13000	0.20884	19.809	17.393
212.81	1.1812	0.13000	0.17227	24.015	17.393
213.33	1.1812	0.13000	0.46596	8.8784	17.393
215.56	1.1812	0.13000	0.32573	12.701	17.393
220.67	1.1812	0.13000	0.67462	6.1323	17.393
221.19	1.1812	0.13000	0.61401	6.7376	17.393
223.94	1.1812	0.13000	0.50839	8.1375	17.393
224.34	1.1812	0.13000	0.30152	13.721	17.393
229.45	1.1812	0.13000	0.45519	9.0885	17.393
229.97	1.1812	0.13000	0.31589	13.096	17.393
234.95	1.1812	0.13000	0.60404	6.8489	17.393
235.34	1.1812	0.13000	0.68420	6.0465	17.393
238.23	1.1812	0.13000	0.35781	11.562	17.393
238.62	1.1812	0.13000	0.11400	36.290	17.393
240.98	1.1812	0.13000	0.11434	36.183	17.393
243.73	1.1812	0.13000	0.31436	13.160	17.393
