time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
244.12	1.1812	0.13000	0.25172	16.435	17.393
246.74	1.1812	0.13000	0.10819	38.239	17.393
249.23	1.1812	0.13000	0.11962	34.586	17.393
249.50	1.1812	0.13000	0.44138	9.3728	17.393
254.48	1.1812	0.13000	0.25732	16.078	17.393
254.87	1.1812	0.13000	0.16894	24.488	17.393
259.85	1.1812	0.13000	0.22581	18.320	17.393
260.24	1.1812	0.13000	0.20827	19.864	17.393
262.60	1.1812	0.13000	0.41554	9.9557	17.393
262.99	1.1812	0.13000	0.26811	15.430	17.393
265.75	1.1812	0.13000	0.20079	20.603	17.393
268.50	1.1812	0.13000	0.18254	22.663	17.393
270.33	1.1812	0.13000	0.23664	17.482	17.393
270.99	1.1812	0.13000	0.10537	39.262	17.393
273.74	1.1812	0.13000	0.17309	23.901	17.393
275.97	1.1812	0.13000	0.10536	39.267	17.393
276.36	1.1812	0.13000	0.049351	83.828	17.393
278.72	1.1812	0.13000	0.46667	8.8649	17.393
279.11	1.1812	0.13000	0.31620	13.083	17.393
281.60	1.1812	0.13000	0.31577	13.101	17.393
284.75	1.1812	0.13000	0.26051	15.881	17.393
286.97	1.1812	0.13000	0.32706	12.649	17.393
292.22	1.1812	0.13000			17.393
292.48	1.1812	0.13000			17.393
