time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
89.484	5.3219	0.13000	1.1945	3.4633	4.2166
89.787	5.3219	0.13000	0.85248	4.8529	4.2166
91.152	5.3219	0.13000	1.2720	3.2523	4.2166
91.759	5.3219	0.13000	1.2204	3.3900	4.2166
92.062	5.3219	0.13000	0.62861	6.5812	4.2166
92.669	5.3219	0.13000	1.1097	3.7279	4.2166
92.821	5.3219	0.13000	0.98192	4.2132	4.2166
93.427	5.3219	0.13000	0.84679	4.8855	4.2166
93.731	5.3219	0.13000	0.64133	6.4507	4.2166
94.337	5.3219	0.13000	0.22264	18.581	4.2166
94.489	5.3219	0.13000	0.49628	8.3361	4.2166
95.096	5.3219	0.13000	1.0429	3.9669	4.2166
95.399	5.3219	0.13000	1.0835	3.8181	4.2166
96.006	5.3219	0.13000	1.1196	3.6950	4.2166
96.157	5.3219	0.13000	1.2034	3.4378	4.2166
97.067	5.3219	0.13000	1.2532	3.3013	4.2166
97.219	5.3219	0.13000	0.59571	6.9447	4.2166
97.674	5.3219	0.13000	1.0374	3.9880	4.2166
97.826	5.3219	0.13000	1.1212	3.6898	4.2166
98.432	5.3219	0.13000	1.1810	3.5030	4.2166
98.736	5.3219	0.13000	0.74775	5.5326	4.2166
99.342	5.3219	0.13000	1.4170	2.9195	4.2166
99.494	5.3219	0.13000	0.82104	5.0387	4.2166
100.10	5.3219	0.13000	0.45383	9.1158	4.2166
100.71	5.3219	0.13000	1.3738	3.0112	4.2166
101.01	5.3219	0.13000	1.2550	3.2963	4.2166
101.62	5.3219	0.13000	0.29428	14.058	4.2166
101.77	5.3219	0.13000	0.81672	5.0654	4.2166
102.38	5.3219	0.13000	0.72421	5.7124	4.2166
102.68	5.3219	0.13000	1.2918	3.2024	4.2166
102.83	5.3219	0.13000	0.49648	8.3327	4.2166
103.29	5.3219	0.13000	0.96386	4.2921	4.2166
103.44	5.3219	0.13000	0.11854	34.898	4.2166
104.04	5.3219	0.13000	1.3295	3.1116	4.2166
104.35	5.3219	0.13000	0.92981	4.4493	4.2166
104.95	5.3219	0.13000	0.45654	9.0617	4.2166
105.11	5.3219	0.13000	0.92091	4.4923	4.2166
105.71	5.3219	0.13000	0.89976	4.5979	4.2166
106.02	5.3219	0.13000	1.0107	4.0932	4.2166
106.62	5.3219	0.13000	0.76353	5.4183	4.2166
107.38	5.3219	0.13000	0.85007	4.8667	4.2166
107.68	5.3219	0.13000	0.96931	4.2680	4.2166
108.29	5.3219	0.13000	0.86514	4.7819	4.2166
108.44	5.3219	0.13000	0.78377	5.2783	4.2166
109.05	5.3219	0.13000	1.0057	4.1135	4.2166
109.35	5.3219	0.13000	1.0793	3.8332	4.2166
109.66	5.3219	0.13000	0.29950	13.813	4.2166
110.72	5.3219	0.13000	0.17582	23.530	4.2166
111.02	5.3219	0.13000	0.64797	6.3845	4.2166
111.63	5.3219	0.13000	1.0183	4.0625	4.2166
112.39	5.3219	0.13000	0.74722	5.5365	4.2166
112.69	5.3219	0.13000	1.2439	3.3260	4.2166
113.30	5.3219	0.13000	1.2701	3.2573	4.2166
113.45	5.3219	0.13000	0.25927	15.956	4.2166
114.96	5.3219	0.13000	1.0304	4.0149	4.2166
115.12	5.3219	0.13000	0.49088	8.4278	4.2166
115.57	5.3219	0.13000	0.74779	5.5323	4.2166
115.72	5.3219	0.13000	0.91887	4.5023	4.2166
116.33	5.3219	0.13000	0.84727	4.8828	4.2166
116.63	5.3219	0.13000	1.1634	3.5561	4.2166
116.94	5.3219	0.13000	0.24950	16.581	4.2166
117.24	5.3219	0.13000	1.1355	3.6433	4.2166
117.85	5.3219	0.13000	0.19304	21.430	4.2166
118.00	5.3219	0.13000	0.80118	5.1636	4.2166
118.60	5.3219	0.13000	1.5784	2.6210	4.2166
118.91	5.3219	0.13000	1.4385	2.8759	4.2166
119.21	5.3219	0.13000	0.87723	4.7160	4.2166
119.51	5.3219	0.13000	1.1339	3.6484	4.2166
119.67	5.3219	0.13000	0.66751	6.1976	4.2166
120.27	5.3219	0.13000	0.76062	5.4390	4.2166
120.58	5.3219	0.13000	1.5206	2.7206	4.2166
121.18	5.3219	0.13000	1.2650	3.2703	4.2166
121.33	5.3219	0.13000	0.34137	12.119	4.2166
121.79	5.3219	0.13000	1.2605	3.2820	4.2166
122.55	5.3219	0.13000	1.0523	3.9313	4.2166
122.85	5.3219	0.13000	1.4374	2.8781	4.2166
123.15	5.3219	0.13000	0.26843	15.412	4.2166
123.46	5.3219	0.13000	0.50730	8.1550	4.2166
124.06	5.3219	0.13000	0.95273	4.3423	4.2166
124.22	5.3219	0.13000	0.37582	11.008	4.2166
124.82	5.3219	0.13000	1.2217	3.3863	4.2166
125.13	5.3219	0.13000	1.1586	3.5708	4.2166
125.73	5.3219	0.13000	1.1495	3.5989	4.2166
126.34	5.3219	0.13000	0.39555	10.459	4.2166
126.49	5.3219	0.13000	0.79817	5.1831	4.2166
127.40	5.3219	0.13000	1.1399	3.6293	4.2166
128.01	5.3219	0.13000	0.90582	4.5671	4.2166
128.16	5.3219	0.13000	0.88292	4.6856	4.2166
128.77	5.3219	0.13000	1.2220	3.3854	4.2166
129.68	5.3219	0.13000	1.3663	3.0278	4.2166
129.83	5.3219	0.13000	0.97009	4.2646	4.2166
130.28	5.3219	0.13000	1.0639	3.8884	4.2166
130.43	5.3219	0.13000	1.7739	2.3321	4.2166
131.04	5.3219	0.13000	1.8869	2.1924	4.2166
131.50	5.3219	0.13000	1.6536	2.5018	4.2166
131.95	5.3219	0.13000	1.3899	2.9766	4.2166
132.10	5.3219	0.13000	0.81785	5.0584	4.2166
132.56	5.3219	0.13000	1.8557	2.2293	4.2166
132.71	5.3219	0.13000	1.5402	2.6860	4.2166
133.16	5.3219	0.13000	1.8149	2.2794	4.2166
133.32	5.3219	0.13000	1.9559	2.1151	4.2166
133.92	5.3219	0.13000	2.4404	1.6952	4.2166
134.38	5.3219	0.13000	1.5014	2.7555	4.2166
134.53	5.3219	0.13000	0.41393	9.9945	4.2166
134.83	5.3219	0.13000	1.1565	3.5772	4.2166
135.44	5.3219	0.13000	0.87512	4.7274	4.2166
135.59	5.3219	0.13000	0.48897	8.4607	4.2166
136.20	5.3219	0.13000	0.95107	4.3498	4.2166
136.50	5.3219	0.13000	0.39798	10.395	4.2166
137.11	5.3219	0.13000	1.9109	2.1649	4.2166
137.26	5.3219	0.13000	2.3404	1.7677	4.2166
137.71	5.3219	0.13000	2.3011	1.7979	4.2166
138.47	5.3219	0.13000	1.3311	3.1080	4.2166
138.78	5.3219	0.13000	2.3589	1.7538	4.2166
139.08	5.3219	0.13000	1.1283	3.6665	4.2166
139.53	5.3219	0.13000	1.8468	2.2401	4.2166
139.69	5.3219	0.13000	2.5123	1.6467	4.2166
140.14	5.3219	0.13000	0.98481	4.2008	4.2166
140.29	5.3219	0.13000	1.7975	2.3015	4.2166
140.60	5.3219	0.13000	2.9546	1.4002	4.2166
140.90	5.3219	0.13000	2.0091	2.0591	4.2166
141.51	5.3219	0.13000	1.7955	2.3041	4.2166
141.81	5.3219	0.13000	3.0114	1.3738	4.2166
142.11	5.3219	0.13000	2.0865	1.9828	4.2166
142.57	5.3219	0.13000	2.4650	1.6783	4.2166
142.72	5.3219	0.13000	3.0315	1.3647	4.2166
143.17	5.3219	0.13000	2.0676	2.0009	4.2166
143.33	5.3219	0.13000	2.9293	1.4123	4.2166
143.78	5.3219	0.13000	2.9734	1.3913	4.2166
144.08	5.3219	0.13000	1.8833	2.1967	4.2166
144.39	5.3219	0.13000	0.94607	4.3728	4.2166
144.99	5.3219	0.13000	2.0320	2.0359	4.2166
145.15	5.3219	0.13000	2.6942	1.5355	4.2166
145.60	5.3219	0.13000	3.3028	1.2526	4.2166
145.75	5.3219	0.13000	3.1247	1.3240	4.2166
146.36	5.3219	0.13000	1.4308	2.8914	4.2166
146.51	5.3219	0.13000	1.7785	2.3261	4.2166
146.97	5.3219	0.13000	0.91699	4.5115	4.2166
147.12	5.3219	0.13000	1.9916	2.0772	4.2166
147.42	5.3219	0.13000	1.8916	2.1870	4.2166
147.72	5.3219	0.13000	1.5932	2.5966	4.2166
148.03	5.3219	0.13000	1.5053	2.7482	4.2166
148.18	5.3219	0.13000	0.41570	9.9519	4.2166
148.63	5.3219	0.13000	1.2922	3.2015	4.2166
148.79	5.3219	0.13000	0.67138	6.1620	4.2166
149.39	5.3219	0.13000	1.0631	3.8913	4.2166
149.85	5.3219	0.13000	1.1367	3.6394	4.2166
150.00	5.3219	0.13000	1.0174	4.0661	4.2166
150.30	5.3219	0.13000	1.4499	2.8533	4.2166
150.61	5.3219	0.13000	0.56864	7.2752	4.2166
150.91	5.3219	0.13000	1.3803	2.9973	4.2166
151.06	5.3219	0.13000	1.0795	3.8322	4.2166
151.52	5.3219	0.13000	1.9724	2.0974	4.2166
151.67	5.3219	0.13000	1.6704	2.4766	4.2166
152.12	5.3219	0.13000	2.3113	1.7899	4.2166
152.27	5.3219	0.13000	3.1848	1.2990	4.2166
152.73	5.3219	0.13000	2.9082	1.4225	4.2166
153.03	5.3219	0.13000	2.5113	1.6474	4.2166
153.34	5.3219	0.13000	2.1378	1.9351	4.2166
153.64	5.3219	0.13000	1.3852	2.9865	4.2166
153.94	5.3219	0.13000	1.5292	2.7053	4.2166
154.55	5.3219	0.13000	3.6766	1.1252	4.2166
154.70	5.3219	0.13000	3.7622	1.0996	4.2166
155.31	5.3219	0.13000	3.7375	1.1069	4.2166
155.61	5.3219	0.13000	3.8484	1.0750	4.2166
156.22	5.3219	0.13000	0.85557	4.8354	4.2166
156.37	5.3219	0.13000	1.4139	2.9258	4.2166
156.67	5.3219	0.13000	1.2078	3.4251	4.2166
156.98	5.3219	0.13000	1.8379	2.2510	4.2166
157.28	5.3219	0.13000	1.8225	2.2700	4.2166
157.58	5.3219	0.13000	0.98396	4.2044	4.2166
157.89	5.3219	0.13000	1.1307	3.6588	4.2166
158.49	5.3219	0.13000	4.5218	0.91491	4.2166
158.64	5.3219	0.13000	4.5700	0.90524	4.2166
159.55	5.3219	0.13000	1.7614	2.3487	4.2166
159.71	5.3219	0.13000	1.7010	2.4320	4.2166
160.16	5.3219	0.13000	2.2255	1.8589	4.2166
160.31	5.3219	0.13000	2.3820	1.7368	4.2166
160.77	5.3219	0.13000	1.1921	3.4702	4.2166
160.92	5.3219	0.13000	1.1378	3.6360	4.2166
161.22	5.3219	0.13000	1.3032	3.1746	4.2166
161.83	5.3219	0.13000	1.6403	2.5220	4.2166
161.98	5.3219	0.13000	1.0067	4.1094	4.2166
162.44	5.3219	0.13000	1.9725	2.0973	4.2166
162.59	5.3219	0.13000	1.8208	2.2721	4.2166
163.04	5.3219	0.13000	2.1582	1.9169	4.2166
163.19	5.3219	0.13000	3.1766	1.3023	4.2166
163.65	5.3219	0.13000	2.9952	1.3812	4.2166
163.95	5.3219	0.13000	2.4578	1.6832	4.2166
164.41	5.3219	0.13000	3.2326	1.2798	4.2166
164.56	5.3219	0.13000	3.1917	1.2962	4.2166
165.01	5.3219	0.13000	2.5208	1.6412	4.2166
165.17	5.3219	0.13000	2.9571	1.3990	4.2166
165.62	5.3219	0.13000	2.2436	1.8439	4.2166
165.92	5.3219	0.13000	2.1956	1.8842	4.2166
166.23	5.3219	0.13000	2.1490	1.9251	4.2166
166.38	5.3219	0.13000	2.8360	1.4588	4.2166
166.83	5.3219	0.13000	4.2267	0.97877	4.2166
167.14	5.3219	0.13000	3.7097	1.1152	4.2166
167.74	5.3219	0.13000	3.5466	1.1665	4.2166
167.90	5.3219	0.13000	3.7734	1.0963	4.2166
168.50	5.3219	0.13000	2.2584	1.8318	4.2166
168.65	5.3219	0.13000	2.1203	1.9511	4.2166
169.11	5.3219	0.13000	1.2181	3.3962	4.2166
169.26	5.3219	0.13000	0.85608	4.8325	4.2166
169.87	5.3219	0.13000	1.2806	3.2304	4.2166
170.17	5.3219	0.13000	1.2799	3.2322	4.2166
170.47	5.3219	0.13000	1.3084	3.1620	4.2166
170.78	5.3219	0.13000	3.1052	1.3323	4.2166
170.93	5.3219	0.13000	3.3361	1.2401	4.2166
171.54	5.3219	0.13000	3.1583	1.3099	4.2166
171.69	5.3219	0.13000	2.8535	1.4498	4.2166
172.14	5.3219	0.13000	2.4177	1.7111	4.2166
172.45	5.3219	0.13000	2.2082	1.8735	4.2166
172.90	5.3219	0.13000	0.81846	5.0546	4.2166
173.05	5.3219	0.13000	2.4694	1.6753	4.2166
173.36	5.3219	0.13000	1.5693	2.6362	4.2166
173.96	5.3219	0.13000	0.94024	4.3999	4.2166
174.57	5.3219	0.13000	1.2401	3.3361	4.2166
174.72	5.3219	0.13000	1.8919	2.1867	4.2166
175.18	5.3219	0.13000	2.7718	1.4926	4.2166
175.33	5.3219	0.13000	2.7254	1.5179	4.2166
175.78	5.3219	0.13000	2.3617	1.7517	4.2166
175.93	5.3219	0.13000	2.2818	1.8131	4.2166
176.39	5.3219	0.13000	2.5960	1.5936	4.2166
176.54	5.3219	0.13000	2.8905	1.4312	4.2166
177.00	5.3219	0.13000	3.7131	1.1142	4.2166
177.15	5.3219	0.13000	3.6012	1.1488	4.2166
177.75	5.3219	0.13000	2.2929	1.8043	4.2166
177.91	5.3219	0.13000	2.7301	1.5153	4.2166
178.51	5.3219	0.13000	1.2534	3.3006	4.2166
178.97	5.3219	0.13000	1.7111	2.4178	4.2166
179.12	5.3219	0.13000	1.5169	2.7273	4.2166
179.57	5.3219	0.13000	1.8620	2.2218	4.2166
179.73	5.3219	0.13000	2.1626	1.9130	4.2166
180.33	5.3219	0.13000	0.74180	5.5770	4.2166
180.64	5.3219	0.13000	1.4331	2.8868	4.2166
181.24	5.3219	0.13000	1.9034	2.1735	4.2166
181.39	5.3219	0.13000	3.0458	1.3583	4.2166
181.85	5.3219	0.13000	1.0307	4.0138	4.2166
182.46	5.3219	0.13000	1.1193	3.6960	4.2166
182.61	5.3219	0.13000	2.2706	1.8220	4.2166
183.06	5.3219	0.13000	0.34088	12.136	4.2166
183.21	5.3219	0.13000	0.99748	4.1474	4.2166
183.67	5.3219	0.13000	1.3608	3.0401	4.2166
183.82	5.3219	0.13000	0.43967	9.4093	4.2166
184.12	5.3219	0.13000	1.5968	2.5908	4.2166
184.73	5.3219	0.13000	0.90466	4.5730	4.2166
184.88	5.3219	0.13000	0.78340	5.2808	4.2166
185.34	5.3219	0.13000	1.3539	3.0557	4.2166
185.49	5.3219	0.13000	1.5545	2.6613	4.2166
186.10	5.3219	0.13000	1.5097	2.7403	4.2166
186.40	5.3219	0.13000	3.2929	1.2563	4.2166
186.70	5.3219	0.13000	3.7939	1.0904	4.2166
187.16	5.3219	0.13000	2.4840	1.6655	4.2166
187.31	5.3219	0.13000	2.5337	1.6328	4.2166
187.76	5.3219	0.13000	1.7729	2.3335	4.2166
188.37	5.3219	0.13000	1.8662	2.2168	4.2166
188.52	5.3219	0.13000	1.2756	3.2432	4.2166
188.98	5.3219	0.13000	1.4342	2.8846	4.2166
189.13	5.3219	0.13000	1.1881	3.4821	4.2166
189.74	5.3219	0.13000	1.2714	3.2540	4.2166
190.04	5.3219	0.13000	1.3784	3.0014	4.2166
190.34	5.3219	0.13000	1.2846	3.2204	4.2166
190.65	5.3219	0.13000	1.2906	3.2055	4.2166
190.95	5.3219	0.13000	0.80970	5.1093	4.2166
191.25	5.3219	0.13000	1.3691	3.0216	4.2166
192.01	5.3219	0.13000	1.1971	3.4558	4.2166
192.47	5.3219	0.13000	1.8083	2.2878	4.2166
192.62	5.3219	0.13000	1.5053	2.7482	4.2166
193.07	5.3219	0.13000	2.4410	1.6948	4.2166
193.22	5.3219	0.13000	2.0421	2.0258	4.2166
193.68	5.3219	0.13000	2.2743	1.8190	4.2166
193.83	5.3219	0.13000	3.2226	1.2838	4.2166
194.29	5.3219	0.13000	2.7424	1.5085	4.2166
194.44	5.3219	0.13000	2.9132	1.4201	4.2166
194.89	5.3219	0.13000	3.4553	1.1973	4.2166
195.04	5.3219	0.13000	2.8513	1.4509	4.2166
195.65	5.3219	0.13000	1.7208	2.4042	4.2166
195.80	5.3219	0.13000	1.4191	2.9152	4.2166
196.26	5.3219	0.13000	1.6883	2.4505	4.2166
196.41	5.3219	0.13000	2.2495	1.8390	4.2166
196.86	5.3219	0.13000	2.7053	1.5292	4.2166
197.02	5.3219	0.13000	1.7933	2.3069	4.2166
197.47	5.3219	0.13000	2.2357	1.8504	4.2166
197.62	5.3219	0.13000	1.9649	2.1055	4.2166
198.08	5.3219	0.13000	1.4253	2.9024	4.2166
198.23	5.3219	0.13000	1.6753	2.4693	4.2166
198.68	5.3219	0.13000	2.2403	1.8466	4.2166
198.84	5.3219	0.13000	3.0729	1.3463	4.2166
199.29	5.3219	0.13000	1.9873	2.0818	4.2166
199.44	5.3219	0.13000	1.8108	2.2847	4.2166
199.90	5.3219	0.13000	1.8086	2.2874	4.2166
200.05	5.3219	0.13000	1.1371	3.6381	4.2166
200.50	5.3219	0.13000	0.95546	4.3299	4.2166
200.66	5.3219	0.13000	1.5640	2.6451	4.2166
201.11	5.3219	0.13000	1.5743	2.6279	4.2166
201.26	5.3219	0.13000	1.7886	2.3129	4.2166
201.87	5.3219	0.13000	1.3038	3.1729	4.2166
202.17	5.3219	0.13000	1.8842	2.1957	4.2166
202.48	5.3219	0.13000	0.65634	6.3031	4.2166
202.78	5.3219	0.13000	1.3144	3.1475	4.2166
202.93	5.3219	0.13000	0.57992	7.1338	4.2166
203.39	5.3219	0.13000	0.58699	7.0479	4.2166
203.54	5.3219	0.13000	0.99168	4.1717	4.2166
204.14	5.3219	0.13000	1.9114	2.1644	4.2166
204.45	5.3219	0.13000	1.4688	2.8166	4.2166
205.05	5.3219	0.13000	0.57624	7.1794	4.2166
205.21	5.3219	0.13000	0.24345	16.994	4.2166
205.66	5.3219	0.13000	1.1744	3.5227	4.2166
205.81	5.3219	0.13000	0.28329	14.603	4.2166
206.72	5.3219	0.13000	1.3665	3.0275	4.2166
207.33	5.3219	0.13000	1.0043	4.1192	4.2166
207.48	5.3219	0.13000	0.81745	5.0609	4.2166
208.09	5.3219	0.13000	0.97118	4.2598	4.2166
208.54	5.3219	0.13000	0.59546	6.9475	4.2166
208.69	5.3219	0.13000	1.1363	3.6409	4.2166
209.00	5.3219	0.13000	1.1690	3.5390	4.2166
209.30	5.3219	0.13000	0.62976	6.5692	4.2166
209.60	5.3219	0.13000	0.16883	24.504	4.2166
