time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
0.75834	5.3219	0.13000	1.1907	3.4743	4.2166
1.2133	5.3219	0.13000	0.71095	5.8190	4.2166
1.9717	5.3219	0.13000	0.76520	5.4064	4.2166
2.1233	5.3219	0.13000	0.91869	4.5032	4.2166
2.5784	5.3219	0.13000	0.97890	4.2262	4.2166
2.7300	5.3219	0.13000	0.75726	5.4632	4.2166
3.9434	5.3219	0.13000	0.93512	4.4240	4.2166
4.0950	5.3219	0.13000	0.81352	5.0853	4.2166
5.9150	5.3219	0.13000	1.4851	2.7858	4.2166
6.8250	5.3219	0.13000	1.0700	3.8662	4.2166
7.2801	5.3219	0.13000	0.91637	4.5146	4.2166
8.1901	5.3219	0.13000	1.2351	3.3495	4.2166
8.6451	5.3219	0.13000	0.82037	5.0428	4.2166
9.5551	5.3219	0.13000	1.1272	3.6701	4.2166
10.768	5.3219	0.13000	0.98500	4.2000	4.2166
10.920	5.3219	0.13000	1.1658	3.5485	4.2166
11.375	5.3219	0.13000	0.52249	7.9179	4.2166
12.133	5.3219	0.13000	1.2471	3.3172	4.2166
12.285	5.3219	0.13000	1.3457	3.0742	4.2166
13.498	5.3219	0.13000	0.66992	6.1753	4.2166
13.650	5.3219	0.13000	1.2612	3.2802	4.2166
14.105	5.3219	0.13000	1.2521	3.3041	4.2166
14.408	5.3219	0.13000	0.54489	7.5924	4.2166
15.015	5.3219	0.13000	0.54461	7.5962	4.2166
15.470	5.3219	0.13000	0.67138	6.1619	4.2166
16.228	5.3219	0.13000	0.47523	8.7053	4.2166
16.380	5.3219	0.13000	1.0954	3.7769	4.2166
16.835	5.3219	0.13000	1.3287	3.1136	4.2166
17.138	5.3219	0.13000	1.5410	2.6847	4.2166
18.200	5.3219	0.13000	1.5929	2.5971	4.2166
18.503	5.3219	0.13000	1.0641	3.8878	4.2166
18.958	5.3219	0.13000	1.7901	2.3111	4.2166
19.110	5.3219	0.13000	1.4724	2.8096	4.2166
20.323	5.3219	0.13000	1.3754	3.0078	4.2166
20.627	5.3219	0.13000	1.9424	2.1298	4.2166
21.082	5.3219	0.13000	1.2723	3.2516	4.2166
21.840	5.3219	0.13000	1.0582	3.9095	4.2166
21.992	5.3219	0.13000	1.6087	2.5717	4.2166
22.447	5.3219	0.13000	1.9588	2.1121	4.2166
22.750	5.3219	0.13000	1.8721	2.2099	4.2166
23.205	5.3219	0.13000	1.3038	3.1731	4.2166
24.115	5.3219	0.13000	1.7597	2.3510	4.2166
24.570	5.3219	0.13000	1.4303	2.8924	4.2166
25.480	5.3219	0.13000	1.8340	2.2558	4.2166
25.935	5.3219	0.13000	1.3905	2.9751	4.2166
26.239	5.3219	0.13000	1.5708	2.6337	4.2166
26.694	5.3219	0.13000	0.80335	5.1497	4.2166
26.997	5.3219	0.13000	0.92775	4.4592	4.2166
27.452	5.3219	0.13000	1.2427	3.3290	4.2166
27.604	5.3219	0.13000	1.4025	2.9497	4.2166
28.059	5.3219	0.13000	1.1597	3.5674	4.2166
28.817	5.3219	0.13000	0.58732	7.0439	4.2166
29.424	5.3219	0.13000	1.2682	3.2620	4.2166
30.182	5.3219	0.13000	1.3625	3.0364	4.2166
30.334	5.3219	0.13000	1.1526	3.5892	4.2166
30.940	5.3219	0.13000	1.2640	3.2728	4.2166
31.092	5.3219	0.13000	2.0155	2.0526	4.2166
31.547	5.3219	0.13000	1.4894	2.7776	4.2166
31.699	5.3219	0.13000	0.69108	5.9863	4.2166
32.305	5.3219	0.13000	1.2487	3.3131	4.2166
32.457	5.3219	0.13000	1.3550	3.0530	4.2166
33.064	5.3219	0.13000	1.9897	2.0792	4.2166
33.215	5.3219	0.13000	2.3728	1.7435	4.2166
33.822	5.3219	0.13000	0.42028	9.8434	4.2166
33.974	5.3219	0.13000	2.0013	2.0671	4.2166
34.429	5.3219	0.13000	1.1736	3.5252	4.2166
35.187	5.3219	0.13000	0.28909	14.311	4.2166
35.339	5.3219	0.13000	0.97991	4.2218	4.2166
35.794	5.3219	0.13000	1.8468	2.2401	4.2166
36.097	5.3219	0.13000	1.4063	2.9417	4.2166
36.552	5.3219	0.13000	1.1650	3.5512	4.2166
36.855	5.3219	0.13000	1.2701	3.2571	4.2166
37.310	5.3219	0.13000	1.1769	3.5152	4.2166
37.917	5.3219	0.13000	1.8372	2.2518	4.2166
38.220	5.3219	0.13000	1.4729	2.8088	4.2166
38.675	5.3219	0.13000	1.3155	3.1448	4.2166
39.585	5.3219	0.13000	1.1904	3.4752	4.2166
40.040	5.3219	0.13000	1.5326	2.6993	4.2166
40.950	5.3219	0.13000	1.0461	3.9548	4.2166
41.405	5.3219	0.13000	1.4830	2.7897	4.2166
41.709	5.3219	0.13000	0.98121	4.2162	4.2166
42.164	5.3219	0.13000	0.84723	4.8830	4.2166
42.315	5.3219	0.13000	1.3747	3.0095	4.2166
42.922	5.3219	0.13000	0.71807	5.7613	4.2166
43.074	5.3219	0.13000	0.61007	6.7812	4.2166
43.680	5.3219	0.13000	0.29476	14.035	4.2166
44.287	5.3219	0.13000	0.87722	4.7160	4.2166
45.045	5.3219	0.13000	0.37906	10.914	4.2166
45.652	5.3219	0.13000	1.3097	3.1587	4.2166
46.259	5.3219	0.13000	0.59110	6.9988	4.2166
46.410	5.3219	0.13000	1.0619	3.8960	4.2166
47.017	5.3219	0.13000	0.62341	6.6361	4.2166
47.169	5.3219	0.13000	1.9526	2.1187	4.2166
48.230	5.3219	0.13000	0.81991	5.0457	4.2166
48.989	5.3219	0.13000	0.85067	4.8632	4.2166
49.140	5.3219	0.13000	0.99081	4.1754	4.2166
49.899	5.3219	0.13000	2.5643	1.6133	4.2166
50.354	5.3219	0.13000	0.72901	5.6748	4.2166
51.264	5.3219	0.13000	1.3959	2.9637	4.2166
51.719	5.3219	0.13000	1.1865	3.4867	4.2166
52.022	5.3219	0.13000	0.21855	18.929	4.2166
52.629	5.3219	0.13000	0.33525	12.340	4.2166
53.084	5.3219	0.13000	0.95717	4.3221	4.2166
53.994	5.3219	0.13000	1.6249	2.5461	4.2166
54.449	5.3219	0.13000	1.2098	3.4196	4.2166
55.359	5.3219	0.13000	1.3730	3.0131	4.2166
55.814	5.3219	0.13000	0.68468	6.0423	4.2166
56.724	5.3219	0.13000	0.99634	4.1522	4.2166
57.179	5.3219	0.13000	0.79233	5.2213	4.2166
58.544	5.3219	0.13000	1.1364	3.6404	4.2166
58.695	5.3219	0.13000	0.66156	6.2534	4.2166
59.302	5.3219	0.13000	0.16543	25.008	4.2166
59.454	5.3219	0.13000	1.7885	2.3131	4.2166
59.909	5.3219	0.13000	0.69281	5.9714	4.2166
60.819	5.3219	0.13000	1.4687	2.8168	4.2166
61.274	5.3219	0.13000	1.0304	4.0151	4.2166
62.184	5.3219	0.13000	1.4880	2.7803	4.2166
62.639	5.3219	0.13000	1.2559	3.2941	4.2166
62.942	5.3219	0.13000	1.1022	3.7533	4.2166
63.397	5.3219	0.13000	0.13610	30.398	4.2166
63.549	5.3219	0.13000	2.1146	1.9564	4.2166
64.155	5.3219	0.13000	1.0663	3.8798	4.2166
64.762	5.3219	0.13000	0.60555	6.8318	4.2166
65.065	5.3219	0.13000	0.77160	5.3616	4.2166
65.520	5.3219	0.13000	0.23206	17.828	4.2166
66.127	5.3219	0.13000	0.96533	4.2856	4.2166
66.430	5.3219	0.13000	0.85850	4.8188	4.2166
67.037	5.3219	0.13000	0.40691	10.167	4.2166
67.492	5.3219	0.13000	1.0618	3.8962	4.2166
68.402	5.3219	0.13000	2.0841	1.9851	4.2166
68.857	5.3219	0.13000	0.99753	4.1473	4.2166
69.767	5.3219	0.13000	1.0300	4.0165	4.2166
70.222	5.3219	0.13000	0.98879	4.1839	4.2166
71.132	5.3219	0.13000	0.81865	5.0535	4.2166
71.587	5.3219	0.13000	1.2663	3.2671	4.2166
71.891	5.3219	0.13000	0.83750	4.9397	4.2166
72.952	5.3219	0.13000	0.74895	5.5237	4.2166
73.256	5.3219	0.13000	1.4024	2.9500	4.2166
74.317	5.3219	0.13000	0.65846	6.2829	4.2166
75.227	5.3219	0.13000	0.89006	4.6480	4.2166
75.682	5.3219	0.13000	0.67554	6.1240	4.2166
76.592	5.3219	0.13000	0.61493	6.7276	4.2166
77.199	5.3219	0.13000	0.97714	4.2338	4.2166
77.654	5.3219	0.13000	1.2243	3.3791	4.2166
78.564	5.3219	0.13000	0.89302	4.6326	4.2166
79.171	5.3219	0.13000	1.6762	2.4681	4.2166
79.322	5.3219	0.13000	0.71568	5.7805	4.2166
80.536	5.3219	0.13000	1.2772	3.2392	4.2166
80.839	5.3219	0.13000	0.76544	5.4047	4.2166
82.204	5.3219	0.13000	1.1752	3.5202	4.2166
82.507	5.3219	0.13000	1.0980	3.7676	4.2166
83.114	5.3219	0.13000	0.67744	6.1068	4.2166
83.266	5.3219	0.13000	1.6082	2.5724	4.2166
83.872	5.3219	0.13000	0.36565	11.314	4.2166
84.782	5.3219	0.13000	0.85788	4.8223	4.2166
85.541	5.3219	0.13000	1.4130	2.9278	4.2166
85.996	5.3219	0.13000	0.48349	8.5566	4.2166
86.147	5.3219	0.13000	1.4488	2.8554	4.2166
86.451	5.3219	0.13000	0.60004	6.8945	4.2166
87.209	5.3219	0.13000	0.94475	4.3789	4.2166
87.816	5.3219	0.13000	1.4888	2.7788	4.2166
88.119	5.3219	0.13000	1.6739	2.4714	4.2166
88.877	5.3219	0.13000	0.52852	7.8275	4.2166
89.332	5.3219	0.13000	0.84481	4.8969	4.2166
