time s (max+min)	omega rad/s	omegaC average (rad/s)	omegaC(t) rad/s	viscosity (Pa s)	viscosity average (Pas)
0.99407	1.3006	0.13000	0.21947	18.850	15.092
1.2781	1.3006	0.13000	0.40684	10.169	15.092
3.1242	1.3006	0.13000	0.18007	22.974	15.092
4.5443	1.3006	0.13000	0.26826	15.421	15.092
4.9703	1.3006	0.13000	0.39829	10.387	15.092
6.5324	1.3006	0.13000	0.55104	7.5076	15.092
6.8165	1.3006	0.13000	0.38883	10.640	15.092
8.5206	1.3006	0.13000	1.1263	3.6730	15.092
8.8046	1.3006	0.13000	1.0837	3.8175	15.092
10.935	1.3006	0.13000	0.98370	4.2055	15.092
11.361	1.3006	0.13000	0.99148	4.1726	15.092
13.491	1.3006	0.13000	1.0696	3.8677	15.092
13.917	1.3006	0.13000	1.0856	3.8107	15.092
16.331	1.3006	0.13000	0.64333	6.4306	15.092
16.615	1.3006	0.13000	0.48173	8.5878	15.092
20.023	1.3006	0.13000	0.75412	5.4858	15.092
20.449	1.3006	0.13000	0.81330	5.0867	15.092
22.153	1.3006	0.13000	0.84047	4.9222	15.092
22.437	1.3006	0.13000	0.95152	4.3478	15.092
24.426	1.3006	0.13000	0.47817	8.6518	15.092
26.272	1.3006	0.13000	0.23879	17.325	15.092
26.556	1.3006	0.13000	0.20580	20.102	15.092
28.118	1.3006	0.13000	0.37762	10.956	15.092
28.544	1.3006	0.13000	0.36866	11.222	15.092
30.106	1.3006	0.13000	0.25207	16.412	15.092
30.390	1.3006	0.13000	0.38912	10.632	15.092
31.952	1.3006	0.13000	1.0382	3.9848	15.092
32.236	1.3006	0.13000	1.0919	3.7890	15.092
34.508	1.3006	0.13000	0.58998	7.0121	15.092
34.792	1.3006	0.13000	0.29947	13.814	15.092
36.354	1.3006	0.13000	0.79924	5.1762	15.092
36.780	1.3006	0.13000	0.68603	6.0304	15.092
38.769	1.3006	0.13000	1.1398	3.6295	15.092
39.053	1.3006	0.13000	1.1112	3.7229	15.092
41.609	1.3006	0.13000	0.86142	4.8026	15.092
41.893	1.3006	0.13000	0.86739	4.7695	15.092
43.739	1.3006	0.13000	0.86205	4.7990	15.092
44.023	1.3006	0.13000	0.88131	4.6941	15.092
46.153	1.3006	0.13000	0.73442	5.6330	15.092
46.437	1.3006	0.13000	1.0044	4.1187	15.092
49.987	1.3006	0.13000	0.20595	20.087	15.092
50.271	1.3006	0.13000	0.27122	15.253	15.092
51.833	1.3006	0.13000	0.051208	80.789	15.092
53.964	1.3006	0.13000	0.17227	24.014	15.092
57.230	1.3006	0.13000	0.29992	13.794	15.092
57.514	1.3006	0.13000	0.27404	15.096	15.092
58.934	1.3006	0.13000	0.088626	46.679	15.092
62.626	1.3006	0.13000	0.30167	13.714	15.092
62.910	1.3006	0.13000	0.29050	14.241	15.092
64.472	1.3006	0.13000	0.85097	4.8615	15.092
64.756	1.3006	0.13000	0.98575	4.1968	15.092
66.602	1.3006	0.13000	0.37871	10.924	15.092
67.028	1.3006	0.13000	0.60551	6.8323	15.092
68.449	1.3006	0.13000	0.26078	15.864	15.092
72.141	1.3006	0.13000	0.098889	41.835	15.092
73.987	1.3006	0.13000	0.33574	12.322	15.092
74.413	1.3006	0.13000	0.17707	23.364	15.092
75.833	1.3006	0.13000	0.26367	15.690	15.092
76.259	1.3006	0.13000	0.19766	20.929	15.092
77.679	1.3006	0.13000	0.19766	20.930	15.092
78.105	1.3006	0.13000	0.22508	18.380	15.092
79.525	1.3006	0.13000	0.18872	21.922	15.092
81.371	1.3006	0.13000	0.10771	38.410	15.092
81.797	1.3006	0.13000	0.33890	12.207	15.092
83.218	1.3006	0.13000	0.12608	32.812	15.092
85.348	1.3006	0.13000	0.15600	26.519	15.092
86.768	1.3006	0.13000	0.26169	15.809	15.092
89.040	1.3006	0.13000	0.24437	16.929	15.092
92.164	1.3006	0.13000	0.14771	28.007	15.092
94.010	1.3006	0.13000	0.14499	28.532	15.092
94.436	1.3006	0.13000	0.16561	24.980	15.092
95.856	1.3006	0.13000	0.28385	14.574	15.092
96.140	1.3006	0.13000	0.24289	17.032	15.092
97.702	1.3006	0.13000	0.29610	13.971	15.092
98.129	1.3006	0.13000	0.51959	7.9620	15.092
99.549	1.3006	0.13000	0.056941	72.654	15.092
99.975	1.3006	0.13000	0.13536	30.564	15.092
104.94	1.3006	0.13000	0.40767	10.148	15.092
107.22	1.3006	0.13000	0.17519	23.615	15.092
108.64	1.3006	0.13000	0.38872	10.643	15.092
110.48	1.3006	0.13000	0.16822	24.593	15.092
110.77	1.3006	0.13000	0.19423	21.299	15.092
112.33	1.3006	0.13000	0.062686	65.996	15.092
114.18	1.3006	0.13000	0.41430	9.9854	15.092
114.46	1.3006	0.13000	0.70530	5.8656	15.092
116.02	1.3006	0.13000	0.31872	12.980	15.092
116.31	1.3006	0.13000	0.16929	24.437	15.092
121.42	1.3006	0.13000	0.46472	8.9022	15.092
121.70	1.3006	0.13000	0.38373	10.781	15.092
124.97	1.3006	0.13000	0.59683	6.9316	15.092
125.39	1.3006	0.13000	0.36240	11.416	15.092
126.96	1.3006	0.13000	0.21574	19.176	15.092
127.24	1.3006	0.13000	0.29959	13.809	15.092
129.09	1.3006	0.13000	0.51818	7.9837	15.092
132.49	1.3006	0.13000	0.25305	16.349	15.092
132.64	1.3006	0.13000	0.15145	27.316	15.092
134.48	1.3006	0.13000	0.50247	8.2334	15.092
136.33	1.3006	0.13000	0.25083	16.493	15.092
137.75	1.3006	0.13000	0.25848	16.005	15.092
139.74	1.3006	0.13000	0.54227	7.6291	15.092
139.88	1.3006	0.13000	0.18348	22.547	15.092
141.58	1.3006	0.13000	0.39459	10.484	15.092
141.87	1.3006	0.13000	0.57163	7.2372	15.092
143.57	1.3006	0.13000	0.33680	12.283	15.092
145.28	1.3006	0.13000	0.28249	14.645	15.092
145.56	1.3006	0.13000	0.54434	7.6000	15.092
147.26	1.3006	0.13000	0.22262	18.583	15.092
148.97	1.3006	0.13000	0.38501	10.745	15.092
149.39	1.3006	0.13000	0.24226	17.077	15.092
151.24	1.3006	0.13000	0.17606	23.498	15.092
152.66	1.3006	0.13000	0.16497	25.078	15.092
154.51	1.3006	0.13000	0.12644	32.719	15.092
154.93	1.3006	0.13000	0.61268	6.7523	15.092
156.35	1.3006	0.13000	0.35457	11.668	15.092
158.20	1.3006	0.13000	0.13524	30.590	15.092
158.62	1.3006	0.13000	0.25253	16.383	15.092
160.04	1.3006	0.13000	0.39107	10.579	15.092
160.47	1.3006	0.13000	0.64210	6.4429	15.092
161.89	1.3006	0.13000	0.30899	13.389	15.092
163.31	1.3006	0.13000	0.38315	10.797	15.092
163.59	1.3006	0.13000	0.46433	8.9096	15.092
164.87	1.3006	0.13000	0.39485	10.477	15.092
165.30	1.3006	0.13000	0.43353	9.5427	15.092
166.44	1.3006	0.13000	0.17935	23.067	15.092
166.72	1.3006	0.13000	0.46099	8.9742	15.092
168.28	1.3006	0.13000	0.24330	17.004	15.092
169.42	1.3006	0.13000	0.47071	8.7889	15.092
169.84	1.3006	0.13000	0.54583	7.5793	15.092
170.98	1.3006	0.13000	0.27005	15.319	15.092
172.54	1.3006	0.13000	0.87321	4.7377	15.092
172.83	1.3006	0.13000	0.76848	5.3834	15.092
174.25	1.3006	0.13000	0.70203	5.8929	15.092
174.53	1.3006	0.13000	0.50821	8.1403	15.092
175.95	1.3006	0.13000	0.20733	19.953	15.092
176.23	1.3006	0.13000	0.49100	8.4256	15.092
177.37	1.3006	0.13000	0.33625	12.303	15.092
178.93	1.3006	0.13000	0.37293	11.093	15.092
179.22	1.3006	0.13000	0.41920	9.8689	15.092
180.49	1.3006	0.13000	0.34145	12.116	15.092
180.78	1.3006	0.13000	0.18433	22.443	15.092
182.34	1.3006	0.13000	0.37044	11.168	15.092
183.48	1.3006	0.13000	0.37734	10.964	15.092
183.90	1.3006	0.13000	0.13785	30.012	15.092
185.32	1.3006	0.13000	0.26196	15.792	15.092
186.60	1.3006	0.13000	0.52106	7.9396	15.092
186.88	1.3006	0.13000	0.40783	10.144	15.092
188.16	1.3006	0.13000	0.93772	4.4118	15.092
188.45	1.3006	0.13000	0.91427	4.5249	15.092
190.01	1.3006	0.13000	0.72782	5.6841	15.092
190.29	1.3006	0.13000	0.55025	7.5184	15.092
191.71	1.3006	0.13000	0.80387	5.1463	15.092
192.00	1.3006	0.13000	0.78456	5.2730	15.092
193.42	1.3006	0.13000	0.50206	8.2401	15.092
193.70	1.3006	0.13000	0.93500	4.4246	15.092
194.98	1.3006	0.13000	0.59416	6.9628	15.092
195.26	1.3006	0.13000	0.49490	8.3593	15.092
196.83	1.3006	0.13000	0.27990	14.781	15.092
198.10	1.3006	0.13000	0.35752	11.571	15.092
198.39	1.3006	0.13000	0.054976	75.251	15.092
199.95	1.3006	0.13000	0.052857	78.268	15.092
202.51	1.3006	0.13000	0.25925	15.958	15.092
202.79	1.3006	0.13000	0.19443	21.277	15.092
204.35	1.3006	0.13000	0.20403	20.277	15.092
205.49	1.3006	0.13000	0.68809	6.0123	15.092
205.91	1.3006	0.13000	0.34511	11.988	15.092
207.19	1.3006	0.13000	0.78156	5.2932	15.092
207.33	1.3006	0.13000	0.35595	11.623	15.092
208.75	1.3006	0.13000	0.27074	15.280	15.092
209.04	1.3006	0.13000	0.26832	15.418	15.092
210.32	1.3006	0.13000	0.35533	11.643	15.092
210.60	1.3006	0.13000	0.43067	9.6060	15.092
211.88	1.3006	0.13000	0.25633	16.140	15.092
212.02	1.3006	0.13000	0.42742	9.6790	15.092
213.30	1.3006	0.13000	0.31699	13.051	15.092
213.58	1.3006	0.13000	0.056400	73.351	15.092
216.42	1.3006	0.13000	0.43381	9.5365	15.092
216.56	1.3006	0.13000	0.24083	17.178	15.092
218.13	1.3006	0.13000	0.34505	11.989	15.092
219.40	1.3006	0.13000	0.23118	17.895	15.092
219.69	1.3006	0.13000	0.35082	11.792	15.092
220.82	1.3006	0.13000	0.19834	20.859	15.092
221.11	1.3006	0.13000	0.32617	12.683	15.092
222.39	1.3006	0.13000	0.39550	10.460	15.092
222.67	1.3006	0.13000	0.33362	12.400	15.092
224.23	1.3006	0.13000	0.19701	20.999	15.092
225.37	1.3006	0.13000	0.27679	14.947	15.092
229.77	1.3006	0.13000	0.16207	25.527	15.092
231.62	1.3006	0.13000	0.46936	8.8142	15.092
232.75	1.3006	0.13000	0.076372	54.169	15.092
233.04	1.3006	0.13000	0.28404	14.565	15.092
236.87	1.3006	0.13000	0.68597	6.0309	15.092
237.16	1.3006	0.13000	0.38614	10.714	15.092
237.58	1.3006	0.13000	0.33596	12.314	15.092
