"x"
"1"	-0.11467
"2"	-0.02762
"3"	-0.00192000000000003
"4"	0.01328
"5"	0.14504
"6"	0.24149
"7"	0.336821
"8"	1.109009
"9"	-0.72867
"10"	-0.2771
"11"	-0.2595
"12"	0.1653
"13"	0.1792
"14"	0.4511
"15"	0.2319
"16"	0.3917
"17"	-0.016
"18"	0.337
"19"	-0.1749
"20"	0.4156
"21"	-0.6999
"22"	0.5294
"23"	0.0199000000000007
"24"	0.9404
"25"	0.00219999999999931
"26"	1.0491
"27"	-0.0055000000000005
"28"	0.1783
"29"	-0.1073
"30"	-0.0407999999999999
"31"	0.2299
"32"	-0.1942
"33"	0.2024
"34"	0.145
"35"	0.0160999999999998
"36"	-0.00290000000000035
"37"	0.185300000000001
"38"	0.1703
"39"	0.3236
"40"	-0.189500000000001
"41"	0.9468
"42"	0.4496
"43"	0.5657
"44"	-0.4779
"45"	0.569900000000001
"46"	0.272
"47"	0.538
"48"	-0.513
"49"	0.815999999999999
"50"	0.257
"51"	0.837
"52"	0.824
"53"	1.042
"54"	0.0890000000000004
"55"	0.081999999999999
"56"	0.287000000000001
"57"	0.407
"58"	-0.0190000000000001
"59"	0.081999999999999
"60"	0.188000000000001
