"x"
"1"	0.05142
"2"	0.06205
"3"	0.04696
"4"	0.01764
"5"	0.13553
"6"	0.03033
"7"	0.0169900000000001
"8"	-0.0625100000000001
"9"	0.09096
"10"	0.02069
"11"	0.26795
"12"	-0.0978000000000001
"13"	0.2324
"14"	0.3992
"15"	0.1388
"16"	0.1444
"17"	0.1775
"18"	0.1017
"19"	-0.0131999999999999
"20"	0.0379999999999998
"21"	-0.0773999999999999
"22"	-0.0684
"23"	-0.0273000000000003
"24"	0.0924
"25"	0.64
"26"	-0.2881
"27"	0.1134
"28"	0.9298
"29"	-0.0665
"30"	0.565
"31"	0.222700000000001
"32"	0.236000000000001
"33"	0.443
"34"	0.483000000000001
"35"	-0.0419999999999998
"36"	0.0679999999999996
"37"	0.116
"38"	0.192
"39"	0.210999999999999
"40"	-0.0299999999999976
"41"	0.129999999999999
"42"	0.331
"43"	0.0749999999999993
"44"	0.556999999999999
"45"	0.411000000000001
"46"	0.372999999999998
"47"	0.663
"48"	0.856999999999999
"49"	-0.183999999999997
"50"	0.414999999999999
"51"	-0.0829999999999984
"52"	0.403999999999996
"53"	0.0470000000000041
"54"	0.0659999999999954
"55"	0.0760000000000005
"56"	-0.00499999999999545
"57"	0.0259999999999962
"58"	0.0300000000000011
"59"	0.0129999999999981
"60"	0.140000000000001
"61"	0.0330000000000013
"62"	-0.0169999999999959
