time s	psi(t) rad	time s (max)	psi Max	derivative psiMax	 	time s (min)	psi Min	derivative psiMin
3.4033	0.45837	34.033	3.6332	0.027615		34.164	2.3327	-0.056297
3.5342	0.64931	35.211	3.6658	-0.089956		35.473	2.2590	-0.073303
3.6651	0.79399	36.520	3.5480	0.28999		36.651	2.1726	0.11073
3.7960	0.93388	37.567	3.8517	-0.068143		37.960	2.3176	0.11361
3.9269	1.1146	39.138	3.7447	0.096889		39.269	2.4663	0.036742
4.0578	1.2378	40.316	3.8588	0.051619		40.578	2.5144	0.015125
4.1887	1.3427	41.625	3.9264	-0.50163		41.887	2.5342	-0.30856
4.3196	1.3985	42.672	3.4011	0.11745		42.934	2.2110	0.046766
4.4505	1.2332	43.981	3.5548	-0.092939		44.243	2.2723	-0.034293
4.5814	0.38329	45.159	3.4453	0.0080170		45.421	2.2319	0.017844
4.7123	0.52548	46.468	3.4558	0.012432		46.730	2.2552	-0.041719
4.8432	0.70154	47.646	3.4705	0.013512		47.908	2.2061	0.046089
4.9741	0.84760	48.955	3.4881	0.0014116		49.217	2.2664	-0.010338
5.1049	1.0138	50.133	3.4898	0.0026879		50.395	2.2542	0.010965
5.2358	1.1933	51.442	3.4933	-0.022641		51.704	2.2686	-0.0067856
5.3667	1.3169	52.620	3.4667	0.021117		52.882	2.2606	-0.26199
5.4976	1.4087	55.238	3.5219	0.18819		53.929	1.9862	0.23905
5.6285	1.4376	56.547	3.7683	-0.082985		55.369	2.3304	0.069494
5.7594	0.55690	57.725	3.6705	-0.17322		56.809	2.4305	-0.038182
5.8903	0.49249	58.903	3.4664	0.00059136		57.987	2.3855	-0.073183
6.0212	0.64117	60.081	3.4671	0.032799		59.165	2.2993	0.053706
6.1521	0.78788	61.390	3.5101	0.016650		60.474	2.3696	0.030680
6.2830	0.92856	62.699	3.5319	0.022692		61.783	2.4097	0.035343
6.4139	1.1058	63.877	3.5586	-0.011972		62.961	2.4514	0.021663
6.5448	1.2592	65.186	3.5429	0.057661		64.270	2.4797	-0.0081723
6.6757	1.3661	66.364	3.6109	0.0033782		65.448	2.4701	0.075293
6.8066	1.4195	67.673	3.6153	-0.014391		66.757	2.5687	0.36637
6.9375	1.3904	68.982	3.5964	-0.022978		68.066	3.0482	-0.045721
7.0684	0.54086	70.160	3.5694	0.062981		69.375	2.9884	-0.064036
7.1993	0.60995	71.469	3.6518	-0.068188		70.684	2.9046	-0.060535
7.3302	0.73229	72.647	3.5715	0.16690		71.862	2.8332	-0.16889
7.4611	0.86778	74.087	3.8118	0.027271		73.040	2.6343	0.051308
7.5920	1.0363	75.265	3.8439	0.041780		74.349	2.7014	0.13764
7.7229	1.2068	76.574	3.8986	-0.0053629		75.527	2.8636	0.019452
7.8538	1.3502	77.883	3.8916	-0.0015521		76.836	2.8890	0.026351
7.9847	1.4153	79.061	3.8898	-0.0030620		78.145	2.9235	0.0089159
8.1156	1.4577	80.370	3.8858	0.022680		79.323	2.9340	0.017319
8.2465	0.85757	81.679	3.9154	-0.19792		80.632	2.9567	0.047587
8.3774	0.53097	82.465	3.7600	0.41585		81.810	3.0128	-0.041873
8.5082	0.65088	82.857	3.9233	0.014865		83.119	2.9580	0.036200
8.6391	0.76989	84.166	3.9428	-0.0038143		84.428	3.0053	-0.0038566
8.7700	0.90138	85.344	3.9383	0.046348		85.606	3.0008	0.0036828
8.9009	1.0748	86.653	3.9989	-0.064741		86.915	3.0056	-0.041408
9.0318	1.2309	87.831	3.9227	-0.0037693		88.093	2.9568	0.024094
9.1627	1.3542	89.140	3.9177	0.013416		89.402	2.9884	-0.049046
9.2936	1.4166	90.318	3.9335	0.012278		90.580	2.9306	0.028416
9.4245	1.4798	91.627	3.9496	0.063956		91.889	2.9678	0.089002
9.5554	0.57976	92.674	4.0166	0.10904		93.067	3.0726	0.0021595
9.6863	0.57910	94.245	4.1879	0.021081		94.376	3.0755	0.033258
9.8172	0.71296	95.423	4.2127	0.014822		95.685	3.1190	0.055774
9.9481	0.86308	96.732	4.2321	0.017960		96.994	3.1920	-0.0082458
10.079	1.0356	97.910	4.2532	0.040200		98.172	3.1823	0.023454
10.210	1.2303	99.219	4.3059	0.022644		99.481	3.2130	0.036089
10.341	1.3766	100.53	4.3355	0.30474		100.79	3.2602	0.36203
10.472	1.4768	101.97	4.7743	0.12106		102.23	3.7815	0.091734
10.603	1.5944	103.28	4.9327	0.087339		103.54	3.9016	0.00086721
10.733	1.5573	104.59	5.0471	0.12750		104.72	3.9026	0.072565
10.864	0.59744	105.76	5.1973	0.086008		106.03	3.9976	0.099749
10.995	0.65960	107.20	5.3211	0.026987		107.33	4.1281	0.011309
11.126	0.79046	108.38	5.3529	0.071216		108.64	4.1430	0.054667
11.257	0.92311	109.69	5.4461	0.098607		109.95	4.2145	0.0076733
11.388	1.0840	111.00	5.5752	-0.0042614		111.26	4.2246	-0.081358
11.519	1.2714	112.31	5.5696	0.13112		112.44	4.1287	0.18189
11.650	1.4270	113.62	5.7413	0.60867		113.75	4.3668	0.82431
11.781	1.6330	115.19	6.6973	0.75551		115.45	5.7695	0.65449
11.912	1.7377	117.02	8.0818	0.22163		117.15	6.8832	0.11535
12.042	1.6815	118.33	8.3719	0.71635		118.46	7.0342	0.75865
12.173	0.78788	120.03	9.5909	0.39058		120.29	8.4245	0.62745
12.304	0.80445	121.60	10.204	0.62845		121.86	9.4100	0.44837
12.435	0.91595	123.17	11.192	0.079047		123.44	10.114	0.067084
12.566	1.0610	124.48	11.295	0.036586		124.74	10.202	-0.011965
12.697	1.2346	125.79	11.343	0.081001		125.92	10.188	0.033678
12.828	1.4099	126.97	11.438	0.10918		127.23	10.232	0.11745
12.959	1.6224	128.28	11.581	0.0097163		128.54	10.386	0.014598
13.090	1.7576	129.59	11.594	0.0092383		129.85	10.405	-0.045162
13.221	1.8712	130.77	11.605	-0.039777		131.03	10.352	-0.13904
13.351	1.9724	132.07	11.553	0.042778		132.73	10.115	0.31671
13.482	0.93747	133.25	11.603	0.058674		133.51	10.364	0.084296
13.613	0.90669	134.56	11.680	0.023040		134.82	10.474	0.031253
13.744	1.0207	135.87	11.710	0.79717		136.13	10.515	0.89569
13.875	0.95504	137.70	13.171	0.75775		138.10	12.274	0.51525
14.006	0.84238	139.40	14.460	0.98512		139.67	13.083	1.1617
14.137	0.85888	141.50	16.524	0.54228		141.76	15.516	0.57751
14.268	1.8703	143.20	17.446	0.88035		143.46	16.499	0.59816
14.399	1.9106	145.03	19.060	0.41762		146.73	18.456	0.64374
14.529	2.0659	146.47	19.661	0.75851		148.57	19.636	0.57065
14.660	2.2106	148.31	21.051	0.30622		150.01	20.458	0.96556
14.791	1.1041	149.75	21.492	0.93123		151.97	22.353	0.30648
14.922	0.98009	151.71	23.320	0.46077		153.54	22.835	0.40357
15.053	1.1292	153.28	24.044	0.54172		155.11	23.469	0.74081
15.184	1.3330	154.85	24.895	0.29162		156.94	24.826	-0.014382
15.315	1.5451	156.29	25.315	0.20749		157.99	24.811	-0.075136
15.446	1.7975	157.60	25.586	0.20712		159.30	24.713	0.081326
15.577	1.9208	159.04	25.885	0.093186		160.61	24.819	0.024493
15.708	2.0653	160.22	25.994	0.084625		161.79	24.848	0.44197
15.838	2.2870	161.53	26.105	0.47977		163.36	25.542	0.20631
15.969	2.4562	163.10	26.859	0.24838		164.67	25.812	0.067000
16.100	1.6216	164.54	27.216	0.040327		165.98	25.900	0.068113
16.231	1.2771	165.71	27.264	0.028047		167.29	25.989	0.10141
16.362	1.3490	167.02	27.301	0.0088724		168.46	26.109	0.081711
16.493	1.5614	168.20	27.311	0.040952		169.77	26.216	0.0025905
16.624	1.7478	169.51	27.365	-0.10002		170.95	26.219	0.023524
16.755	1.8834	170.69	27.247	0.11962		172.26	26.250	-0.010806
16.886	2.0252	172.00	27.404	-0.030160		173.57	26.235	0.045042
17.016	2.2028	173.18	27.368	0.073742		174.75	26.288	0.068874
17.147	2.4193	174.62	27.474	0.22336		177.36	26.469	-0.0056071
17.278	2.5388	175.92	27.767	-0.25911		178.67	26.461	-0.0057642
17.409	1.7727	177.10	27.461	-0.023460		181.16	26.447	0.033333
17.540	1.3900	178.41	27.431	0.025201		182.34	26.486	-0.052772
17.671	1.5089	180.90	27.493	0.092401		183.65	26.417	0.034599
17.802	1.6877	182.21	27.614	-0.12483		184.96	26.463	-0.060507
17.933	1.8937	183.39	27.467	0.090734		186.13	26.391	0.10735
18.064	2.0822	184.69	27.586	0.049200		187.44	26.532	0.18234
18.195	2.2586	185.87	27.644	0.0033340		188.62	26.747	-0.13483
18.325	2.4513	187.18	27.648	0.11786		189.93	26.570	0.15244
18.456	2.6156	188.49	27.803	-0.10094		191.24	26.770	0.10254
18.587	2.8657	189.67	27.684	0.17401		192.55	26.904	0.012706
18.718	3.0713	190.98	27.911	0.062191		193.86	26.921	0.012214
18.849	3.2421	192.29	27.993	0.017270		195.04	26.935	-0.010771
18.980	2.3728	193.60	28.015	-0.056149		196.34	26.921	-0.096806
19.111	2.0196	194.77	27.949	0.064394		197.52	26.807	0.030210
19.242	2.1579	196.08	28.034	0.033520		198.83	26.846	0.038592
19.373	2.3292	197.39	28.077	0.022693		200.01	26.892	-0.052271
19.504	2.5007	198.57	28.104	-0.070654		201.32	26.823	0.033870
19.634	2.7114	199.88	28.012	0.025529		202.63	26.868	0.030268
19.765	2.8165	201.06	28.042	0.0030425		203.94	26.907	0.0022990
19.896	2.8803	202.37	28.046	0.059469		205.11	26.910	0.22410
20.027	2.9048	203.67	28.124	-0.031746		206.42	27.203	0.046232
20.158	2.0148	204.85	28.086	0.22132		207.73	27.264	-0.044337
20.289	1.8930	206.29	28.405	-0.042542		208.91	27.212	0.043015
20.420	2.0461	207.47	28.355	0.011010		210.22	27.268	0.00050709
20.551	2.2230	208.78	28.369	0.0010491		211.53	27.269	0.11665
20.682	2.3806	209.96	28.370	0.032588		212.71	27.406	-0.0043132
20.812	2.5672	211.27	28.413	0.038568		214.02	27.400	0.062325
20.943	2.7843	212.58	28.463	0.00084190		215.32	27.482	0.013542
21.074	2.8932	213.75	28.464	0.071115		216.50	27.498	0.0014513
21.205	2.9470	215.06	28.558	-0.026073		217.81	27.500	0.015588
21.336	2.9391	216.24	28.527	-0.026642		218.99	27.518	0.016915
21.467	1.9487	217.55	28.492	0.047516		220.30	27.540	-0.015941
21.598	1.9475	218.73	28.548	0.052906		221.61	27.519	0.037342
21.729	2.1077	220.04	28.617	0.047311		222.79	27.563	-0.031212
21.860	2.3197	221.35	28.679	-0.035263		224.09	27.523	0.082864
21.991	2.4482	222.52	28.638	-0.029831		225.27	27.620	0.0092033
22.121	2.6955	223.83	28.599	-0.0024027		226.58	27.632	0.0010362
22.252	2.8718	225.01	28.596	0.037723		227.76	27.633	-0.0042898
22.383	2.9478	226.32	28.645	-0.043870		229.07	27.628	-0.015148
22.514	2.9870	227.50	28.593	0.0089644		230.25	27.610	-0.024060
22.645	2.9024	228.81	28.605	0.020471		231.56	27.579	0.018185
22.776	1.9568	229.98	28.629	0.045084		232.73	27.600	-0.0090635
22.907	2.0794	231.29	28.688	-0.0010491		234.04	27.588	0.035231
23.038	2.2689	232.47	28.687	0.022959		235.22	27.630	
23.169	2.4261	233.78	28.717	0.024212				
23.300	2.6146	235.09	28.749					
23.430	2.8130							
23.561	2.9133							
23.692	2.9763							
23.823	2.9853							
23.954	2.0128							
24.085	1.9151							
24.216	2.0815							
24.347	2.3171							
24.478	2.4542							
24.608	2.7066							
24.739	2.8431							
24.870	2.9095							
25.001	2.9408							
25.132	2.9118							
25.263	1.9072							
25.394	1.9749							
25.525	2.2074							
25.656	2.4048							
25.787	2.5772							
25.917	2.7778							
26.048	2.8639							
26.179	2.9212							
26.310	2.9454							
26.441	2.3673							
26.572	1.9281							
26.703	2.0950							
26.834	2.2902							
26.965	2.4414							
27.095	2.6548							
27.226	2.8495							
27.357	2.9325							
27.488	2.9707							
27.619	2.9561							
27.750	1.9693							
27.881	2.0155							
28.012	2.1956							
28.143	2.3651							
28.274	2.5646							
28.404	2.7582							
28.535	2.8780							
28.666	2.9377							
28.797	2.9451							
28.928	2.8956							
29.059	1.9580							
29.190	2.0414							
29.321	2.2450							
29.452	2.4210							
29.583	2.6251							
29.713	2.8596							
29.844	3.1031							
29.975	3.2448							
30.106	3.3614							
30.237	3.3615							
30.368	2.1254							
30.499	2.2522							
30.630	2.3591							
30.761	2.5673							
30.891	2.8523							
31.022	3.1365							
31.153	3.2930							
31.284	3.3974							
31.415	3.4815							
31.546	3.4021							
31.677	2.2567							
31.808	2.3530							
31.939	2.5162							
32.070	2.7667							
32.200	3.0686							
32.331	3.2394							
32.462	3.3778							
32.593	3.4935							
32.724	3.5504							
32.855	2.2731							
32.986	2.3192							
33.117	2.4397							
33.248	2.6654							
33.379	2.9506							
33.509	3.2157							
33.640	3.3772							
33.771	3.5152							
33.902	3.6138							
34.033	3.6332							
34.164	2.3327							
34.295	2.3756							
34.426	2.5516							
34.557	2.7625							
34.687	3.0877							
34.818	3.3154							
34.949	3.4720							
35.080	3.5906							
35.211	3.6658							
35.342	3.1997							
35.473	2.2590							
35.604	2.3472							
35.735	2.5431							
35.866	2.8132							
35.996	3.1150							
36.127	3.2175							
36.258	3.2902							
36.389	3.4909							
36.520	3.5480							
36.651	2.1726							
36.782	2.2586							
36.913	2.4289							
37.044	2.6275							
37.174	2.8394							
37.305	3.2402							
37.436	3.6705							
37.567	3.8517							
37.698	3.6777							
37.829	3.5890							
37.960	2.3176							
38.091	2.4561							
38.222	2.6058							
38.353	2.8809							
38.483	3.1918							
38.614	3.3737							
38.745	3.5409							
38.876	3.6494							
39.007	3.7206							
39.138	3.7447							
39.269	2.4663							
39.400	2.5298							
39.531	2.6846							
39.662	3.0646							
39.792	3.3815							
39.923	3.5796							
40.054	3.7003							
40.185	3.8049							
40.316	3.8588							
40.447	3.2668							
40.578	2.5144							
40.709	2.6395							
40.840	2.9315							
40.970	3.1484							
41.101	3.5685							
41.232	3.7093							
41.363	3.7846							
41.494	3.8725							
41.625	3.9264							
41.756	2.7620							
41.887	2.5342							
42.018	2.7416							
42.149	3.0013							
42.279	3.1878							
42.410	3.2576							
42.541	3.3583							
42.672	3.4011							
42.803	2.4264							
42.934	2.2110							
43.065	2.3679							
43.196	2.5339							
43.327	2.7240							
43.458	2.9324							
43.588	3.2435							
43.719	3.4330							
43.850	3.5211							
43.981	3.5548							
44.112	3.3072							
44.243	2.2723							
44.374	2.3304							
44.505	2.5646							
44.636	2.9851							
44.766	3.1699							
44.897	3.2775							
45.028	3.3913							
45.159	3.4453							
45.290	3.2608							
45.421	2.2319							
45.552	2.2431							
45.683	2.4867							
45.814	2.8698							
45.945	3.1540							
46.075	3.2901							
46.206	3.3924							
46.337	3.4472							
46.468	3.4558							
46.599	2.9106							
46.730	2.2552							
46.861	2.3655							
46.992	2.6267							
47.123	2.9940							
47.253	3.2299							
47.384	3.3926							
47.515	3.4419							
47.646	3.4705							
47.777	3.3550							
47.908	2.2061							
48.039	2.2723							
48.170	2.4921							
48.301	2.8003							
48.432	3.1668							
48.562	3.3260							
48.693	3.4443							
48.824	3.4790							
48.955	3.4881							
49.086	2.7361							
49.217	2.2664							
49.348	2.3345							
49.479	2.6089							
49.610	2.9542							
49.741	3.2156							
49.871	3.3626							
50.002	3.4522							
50.133	3.4898							
50.264	3.3966							
50.395	2.2542							
50.526	2.3227							
50.657	2.5707							
50.788	2.8280							
50.919	3.1700							
51.049	3.3222							
51.180	3.4276							
51.311	3.4787							
51.442	3.4933							
51.573	2.7889							
51.704	2.2686							
51.835	2.3354							
51.966	2.4657							
52.097	2.9640							
52.228	3.2370							
52.358	3.3605							
52.489	3.4468							
52.620	3.4667							
52.751	3.3949							
52.882	2.2606							
53.013	2.3194							
53.144	2.4253							
53.275	2.5533							
53.406	2.6783							
53.537	2.7988							
53.667	2.8558							
53.798	2.8380							
53.929	1.9862							
54.060	2.0575							
54.191	2.2028							
54.322	2.3538							
54.453	2.5073							
54.584	2.6874							
54.715	2.8407							
54.845	2.9475							
54.976	3.0478							
55.107	3.4318							
55.238	3.5219							
55.369	2.3304							
55.500	2.4012							
55.631	2.5045							
55.762	2.8096							
55.893	3.1859							
56.024	3.4349							
56.154	3.5681							
56.285	3.6670							
56.416	3.7522							
56.547	3.7683							
56.678	2.4767							
56.809	2.4305							
56.940	2.5153							
57.071	2.7563							
57.202	3.0481							
57.332	3.3487							
57.463	3.5142							
57.594	3.6221							
57.725	3.6705							
57.856	2.5862							
57.987	2.3855							
58.118	2.5238							
58.249	2.7345							
58.380	3.0809							
58.511	3.2670							
58.641	3.3756							
58.772	3.4425							
58.903	3.4664							
59.034	3.3416							
59.165	2.2993							
59.296	2.3952							
59.427	2.5840							
59.558	2.8629							
59.689	3.1230							
59.820	3.3098							
59.950	3.4201							
60.081	3.4671							
60.212	3.4637							
60.343	2.5112							
60.474	2.3696							
60.605	2.5088							
60.736	2.7187							
60.867	3.0519							
60.998	3.2959							
61.128	3.4268							
61.259	3.4828							
61.390	3.5101							
61.521	3.4852							
61.652	2.4683							
61.783	2.4097							
61.914	2.5796							
62.045	2.8029							
62.176	3.1085							
62.307	3.3308							
62.437	3.4485							
62.568	3.5059							
62.699	3.5319							
62.830	3.1850							
62.961	2.4514							
63.092	2.5211							
63.223	2.7371							
63.354	3.0292							
63.485	3.3116							
63.616	3.4554							
63.746	3.5074							
63.877	3.5586							
64.008	3.5382							
64.139	2.6460							
64.270	2.4797							
64.401	2.5826							
64.532	2.8271							
64.663	3.1216							
64.794	3.3462							
64.924	3.4612							
65.055	3.5194							
65.186	3.5429							
65.317	3.1101							
65.448	2.4701							
65.579	2.5387							
65.710	2.7114							
65.841	3.0203							
65.972	3.3463							
66.103	3.4725							
66.233	3.5446							
66.364	3.6109							
66.495	3.6055							
66.626	3.0728							
66.757	2.5687							
66.888	2.6502							
67.019	2.8296							
67.150	3.1991							
67.281	3.4415							
67.411	3.5175							
67.542	3.5849							
67.673	3.6153							
67.804	3.2136							
67.935	3.0512							
68.066	3.0482							
68.197	3.1005							
68.328	3.1936							
68.459	3.3347							
68.590	3.4389							
68.720	3.5272							
68.851	3.5875							
68.982	3.5964							
69.113	3.1001							
69.244	2.9893							
69.375	2.9884							
69.506	3.0545							
69.637	3.2018							
69.768	3.3487							
69.899	3.4534							
70.029	3.5199							
70.160	3.5694							
70.291	3.2405							
70.422	2.9407							
70.553	2.9295							
70.684	2.9046							
70.815	3.0950							
70.946	3.2910							
71.077	3.4429							
71.207	3.5380							
71.338	3.6264							
71.469	3.6518							
71.600	3.0438							
71.731	2.9170							
71.862	2.8332							
71.993	2.9920							
72.124	3.1872							
72.255	3.3516							
72.386	3.4647							
72.516	3.5268							
72.647	3.5715							
72.778	3.2210							
72.909	2.6596							
73.040	2.6343							
73.171	2.7285							
73.302	2.9976							
73.433	3.2284							
73.564	3.4247							
73.695	3.5872							
73.825	3.7034							
73.956	3.7599							
74.087	3.8118							
74.218	2.9306							
74.349	2.7014							
74.480	2.8030							
74.611	3.1177							
74.742	3.3578							
74.873	3.5602							
75.003	3.6794							
75.134	3.7623							
75.265	3.8439							
75.396	3.4982							
75.527	2.8636							
75.658	2.8643							
75.789	3.0156							
75.920	3.2376							
76.051	3.4476							
76.182	3.6361							
76.312	3.7619							
76.443	3.8810							
76.574	3.8986							
76.705	3.2693							
76.836	2.8890							
76.967	2.9201							
77.098	3.1205							
77.229	3.3541							
77.360	3.5372							
77.491	3.6768							
77.621	3.8146							
77.752	3.8848							
77.883	3.8916							
78.014	2.9285							
78.145	2.9235							
78.276	3.0585							
78.407	3.3358							
78.538	3.5123							
78.669	3.6689							
78.799	3.8127							
78.930	3.8797							
79.061	3.8898							
79.192	3.8838							
79.323	2.9340							
79.454	2.9656							
79.585	3.1685							
79.716	3.3745							
79.847	3.6100							
79.978	3.7403							
80.108	3.8425							
80.239	3.8666							
80.370	3.8858							
80.501	2.9814							
80.632	2.9567							
80.763	3.0847							
80.894	3.3475							
81.025	3.5132							
81.156	3.6759							
81.286	3.7979							
81.417	3.8743							
81.548	3.9124							
81.679	3.9154							
81.810	3.0128							
81.941	3.0229							
82.072	3.1719							
82.203	3.4259							
82.334	3.5793							
82.465	3.7600							
82.595	3.7521							
82.726	3.7051							
82.857	3.9233							
82.988	3.4272							
83.119	2.9580							
83.250	3.0532							
83.381	3.2976							
83.512	3.4845							
83.643	3.6891							
83.774	3.8130							
83.904	3.8884							
84.035	3.9238							
84.166	3.9428							
84.297	3.1035							
84.428	3.0053							
84.559	3.1661							
84.690	3.4209							
84.821	3.6123							
84.952	3.7505							
85.082	3.8381							
85.213	3.8847							
85.344	3.9383							
85.475	3.8718							
85.606	3.0008							
85.737	3.0851							
85.868	3.3156							
85.999	3.5301							
86.130	3.6753							
86.261	3.8052							
86.391	3.8688							
86.522	3.9458							
86.653	3.9989							
86.784	3.3845							
86.915	3.0056							
87.046	3.1859							
87.177	3.4453							
87.308	3.6533							
87.439	3.8066							
87.569	3.8337							
87.700	3.8822							
87.831	3.9227							
87.962	3.2925							
88.093	2.9568							
88.224	3.0834							
88.355	3.3506							
88.486	3.5851							
88.617	3.7462							
88.748	3.8579							
88.878	3.8826							
89.009	3.9032							
89.140	3.9177							
89.271	3.0633							
89.402	2.9884							
89.533	3.1606							
89.664	3.4447							
89.795	3.6340							
89.926	3.7880							
90.057	3.8547							
90.187	3.9005							
90.318	3.9335							
90.449	3.2233							
90.580	2.9306							
90.711	3.0201							
90.842	3.2735							
90.973	3.5363							
91.104	3.7205							
91.235	3.8536							
91.365	3.8788							
91.496	3.9256							
91.627	3.9496							
91.758	3.4379							
91.889	2.9678							
92.020	3.1051							
92.151	3.3741							
92.282	3.6386							
92.413	3.7924							
92.544	3.9187							
92.674	4.0166							
92.805	4.0062							
92.936	3.9837							
93.067	3.0726							
93.198	3.0743							
93.329	3.2555							
93.460	3.5393							
93.591	3.7184							
93.722	3.8742							
93.853	3.9891							
93.983	4.0864							
94.114	4.1725							
94.245	4.1879							
94.376	3.0755							
94.507	3.1514							
94.638	3.4186							
94.769	3.6502							
94.900	3.8188							
95.031	3.9506							
95.161	4.0503							
95.292	4.1627							
95.423	4.2127							
95.554	3.3774							
95.685	3.1190							
95.816	3.2994							
95.947	3.5682							
96.078	3.7476							
96.209	3.8914							
96.340	3.9929							
96.470	4.1069							
96.601	4.1978							
96.732	4.2321							
96.863	3.2387							
96.994	3.1920							
97.125	3.4088							
97.256	3.6157							
97.387	3.8004							
97.518	3.8770							
97.648	4.0659							
97.779	4.1814							
97.910	4.2532							
98.041	4.1108							
98.172	3.1823							
98.303	3.2736							
98.434	3.5402							
98.565	3.7465							
98.696	3.8991							
98.827	4.0122							
98.957	4.1065							
99.088	4.2304							
99.219	4.3059							
99.350	4.2687							
99.481	3.2130							
99.612	3.3436							
99.743	3.6058							
99.874	3.8131							
100.00	3.9514							
100.14	4.0543							
100.27	4.1948							
100.40	4.3100							
100.53	4.3355							
100.66	3.4984							
100.79	3.2602							
100.92	3.4779							
101.05	3.7058							
101.18	3.8936							
101.31	4.0173							
101.44	4.1403							
101.58	4.2841							
101.71	4.4266							
101.84	4.6868							
101.97	4.7743							
102.10	4.0816							
102.23	3.7815							
102.36	3.8975							
102.49	4.0046							
102.62	4.1224							
102.75	4.2995							
102.88	4.6397							
103.02	4.7638							
103.15	4.8624							
103.28	4.9327							
103.41	3.9873							
103.54	3.9016							
103.67	3.9961							
103.80	4.1076							
103.93	4.3837							
104.06	4.6361							
104.19	4.7652							
104.32	4.8743							
104.46	5.0030							
104.59	5.0471							
104.72	3.9026							
104.85	3.9473							
104.98	4.0573							
105.11	4.2920							
105.24	4.5953							
105.37	4.7584							
105.50	4.8914							
105.63	5.0413							
105.76	5.1973							
105.89	5.0987							
106.03	3.9976							
106.16	4.0361							
106.29	4.2017							
106.42	4.4171							
106.55	4.6571							
106.68	4.8185							
106.81	4.9753							
106.94	5.1367							
107.07	5.2948							
107.20	5.3211							
107.33	4.1281							
107.47	4.1973							
107.60	4.3456							
107.73	4.6003							
107.86	4.7928							
107.99	4.9372							
108.12	5.0722							
108.25	5.2436							
108.38	5.3529							
108.51	4.2372							
108.64	4.1430							
108.77	4.2465							
108.91	4.4555							
109.04	4.6869							
109.17	4.8524							
109.30	4.9579							
109.43	5.2125							
109.56	5.3683							
109.69	5.4461							
109.82	4.3206							
109.95	4.2145							
110.08	4.2405							
110.21	4.5480							
110.35	4.7913							
110.48	5.1183							
110.61	5.1892							
110.74	5.3336							
110.87	5.4755							
111.00	5.5752							
111.13	4.2605							
111.26	4.2246							
111.39	4.4156							
111.52	4.6890							
111.65	4.8678							
111.79	5.0366							
111.92	5.2622							
112.05	5.3993							
112.18	5.5230							
112.31	5.5696							
112.44	4.1287							
112.57	4.3186							
112.70	4.5275							
112.83	4.7412							
112.96	4.9334							
113.09	5.2038							
113.23	5.3880							
113.36	5.5473							
113.49	5.7058							
113.62	5.7413							
113.75	4.3668							
113.88	4.5332							
114.01	4.7175							
114.14	4.8033							
114.27	5.3247							
114.40	5.3827							
114.53	5.5764							
114.66	5.7799							
114.80	5.9848							
114.93	6.2794							
115.06	6.5074							
115.19	6.6973							
115.32	5.8664							
115.45	5.7695							
115.58	5.8267							
115.71	5.9531							
115.84	6.1095							
115.97	6.3167							
116.10	6.5787							
116.24	6.7621							
116.37	6.9927							
116.50	7.2671							
116.63	7.5446							
116.76	7.8422							
116.89	7.9953							
117.02	8.0818							
117.15	6.8832							
117.28	6.9104							
117.41	7.0583							
117.54	7.2421							
117.68	7.5348							
117.81	7.8197							
117.94	7.9929							
118.07	8.1751							
118.20	8.2765							
118.33	8.3719							
118.46	7.0342							
