time s	psi(t) rad	time s (max)	psi Max	derivative psiMax	J	time s (min)	psi Min	derivative psiMin
140.60	6.5843							
140.74	6.6479							
140.87	6.6871							
141.00	6.7412							
141.13	6.8953							
141.26	6.9933							
141.39	7.0913							
141.52	7.0139							
141.65	5.8367							
141.78	5.7732							
141.91	5.7793							
142.05	5.8143							
142.18	5.8621							
142.31	5.9434							
142.44	6.0822							
142.57	6.2603							
142.70	6.4245							
142.83	6.5232							
142.96	6.6157							
143.09	6.6818							
143.22	6.7336							
143.36	6.7877							
143.49	6.9038							
143.62	6.9873							
143.75	7.0808							
143.88	7.1253							
144.01	7.1815							
144.14	7.2001							
144.27	6.6798							
144.40	5.9943							
144.54	5.9276							
144.67	5.9313							
144.80	5.9828							
144.93	6.0509							
145.06	6.1530							
145.19	6.3089							
145.32	6.4487							
145.45	6.5537							
145.58	6.6321							
145.71	6.6915							
145.85	6.7053							
145.98	6.7703							
146.11	6.8735							
146.24	7.0173							
146.37	7.1021							
146.50	7.1682							
146.63	7.2202							
146.76	7.2828							
146.89	7.3344							
147.02	7.2924							
147.16	6.2545							
147.29	6.0534							
147.42	6.0422							
147.55	6.0828							
147.68	6.1403							
147.81	6.2728							
147.94	6.4028							
148.07	6.5385							
148.20	6.6317							
148.34	6.7107							
148.47	6.7671							
148.60	6.8225							
148.73	6.8881							
148.86	6.9577							
148.99	7.0222							
149.12	7.0819							
149.25	7.1242							
149.38	7.1500							
149.51	7.1266							
149.65	6.0468							
149.78	5.8853							
149.91	5.8878							
150.04	5.9169							
150.17	5.9783							
150.30	6.0559							
150.43	6.1911							
150.56	6.3491							
150.69	6.5034							
150.82	6.6185							
150.96	6.6953							
151.09	6.7499							
151.22	6.8198							
151.35	6.8649							
151.48	6.9133							
151.61	6.9743							
151.74	7.0551							
151.87	7.1142							
152.00	7.1184							
152.14	7.1493							
152.27	6.6219							
152.40	5.9785							
152.53	5.8862							
152.66	5.8939							
152.79	5.9574							
152.92	6.0367							
153.05	6.1407							
153.18	6.2847							
153.31	6.4445							
153.45	6.5743							
153.58	6.6667							
153.71	6.7499							
153.84	6.7660							
153.97	6.8182							
154.10	6.8379							
154.23	6.9101							
154.36	6.9547							
154.49	6.9957							
154.63	7.0363							
154.76	6.9759							
154.89	6.2864							
155.02	6.1353							
155.15	6.1188							
155.28	6.0115							
155.41	6.0027							
155.54	6.0329							
155.67	6.1337							
155.80	6.2527							
155.94	6.3806							
156.07	6.5245							
156.20	6.6164							
156.33	6.6794							
156.46	6.7172							
156.59	6.7542							
156.72	6.7843							
156.85	6.8381							
156.98	6.8954							
157.11	6.9385							
157.25	6.9770							
157.38	6.9956							
157.51	6.8283							
157.64	5.9070							
157.77	5.7857							
157.90	5.7765							
158.03	5.8073							
158.16	5.8691							
158.29	5.9726							
158.43	6.1331							
158.56	6.2847							
158.69	6.4186							
158.82	6.5525							
158.95	6.6504							
159.08	6.6980							
159.21	6.7548							
159.34	6.7829							
159.47	6.8203							
159.60	6.8664							
159.74	6.9206							
159.87	6.9649							
160.00	6.9760							
160.13	6.7899							
160.26	5.8926							
160.39	5.7748							
160.52	5.7717							
160.65	5.8074							
160.78	5.8723							
160.91	5.9801							
161.05	6.1309							
161.18	6.2659							
161.31	6.4025							
161.44	6.5327							
161.57	6.6210							
161.70	6.6669							
161.83	6.7167							
161.96	6.7296							
162.09	6.7505							
162.23	6.8194							
162.36	6.8776							
162.49	6.9394							
162.62	6.9670							
162.75	6.9715							
162.88	6.8073							
163.01	5.8472							
163.14	5.7682							
163.27	5.7668							
163.40	5.8035							
163.54	5.8769							
163.67	5.9677							
163.80	6.1290							
163.93	6.2498							
164.06	6.4065							
164.19	6.5207							
164.32	6.6317							
164.45	6.6955							
164.58	6.7150							
164.72	6.7258							
164.85	6.8010							
164.98	6.8427							
165.11	6.8890							
165.24	6.9319							
165.37	6.9342							
165.50	6.6713							
165.63	6.0524							
165.76	5.9125							
165.89	5.8977							
166.03	5.9169							
166.16	5.9737							
166.29	6.0772							
166.42	6.1658							
166.55	6.2864							
166.68	6.4244							
166.81	6.5577							
166.94	6.6305							
167.07	6.6724							
167.20	6.7031							
167.34	6.7228							
167.47	6.7812							
167.60	6.8495							
167.73	6.9069							
167.86	6.9630							
167.99	7.0062							
168.12	7.0193							
168.25	6.5928							
168.38	5.8877							
168.52	5.8182							
168.65	5.8294							
168.78	5.8811							
168.91	5.9569							
169.04	6.0889							
169.17	6.2160							
169.30	6.3530							
169.43	6.4833							
169.56	6.5900							
169.69	6.6488							
169.83	6.6962							
169.96	6.7446							
170.09	6.8045							
170.22	6.9018							
170.35	6.9680							
170.48	7.0517							
170.61	7.1083							
170.74	7.1430							
170.87	7.1463							
171.00	6.0736							
171.14	5.8590							
171.27	5.8530							
171.40	5.8894							
171.53	5.9516							
171.66	6.0345							
171.79	6.1766							
171.92	6.3082							
172.05	6.4569							
172.18	6.5705							
172.32	6.6728							
172.45	6.7444							
172.58	6.7849							
172.71	6.8412							
172.84	6.9094							
172.97	6.9938							
173.10	7.0816							
173.23	7.2253							
173.36	7.3581							
173.49	7.4437							
173.63	7.5195							
173.76	7.5232							
173.89	7.5497							
174.02	6.2123							
174.15	6.0923							
174.28	6.1087							
174.41	6.1770							
174.54	6.2900							
174.67	6.4704							
174.80	6.5651							
174.94	6.6349							
175.07	6.6579							
175.20	6.7619							
175.33	6.9227							
175.46	7.0045							
175.59	7.1327							
175.72	7.2751							
175.85	7.4128							
175.98	7.4984							
176.12	7.5789							
176.25	7.6911							
176.38	7.7916							
176.51	7.8546							
176.64	7.9260							
176.77	7.9853							
176.90	8.0144							
177.03	8.0138							
177.16	7.4218							
177.29	7.0445							
177.43	6.9519							
177.56	6.9686							
177.69	6.9974							
177.82	6.9948							
177.95	7.0319							
178.08	7.0783							
178.21	7.1523							
178.34	7.2472							
178.47	7.3710							
178.61	7.5843							
178.74	7.7312							
178.87	7.8165							
179.00	7.8964							
179.13	7.9481							
179.26	8.0343							
179.39	8.0908							
179.52	8.1536							
179.65	8.1816							
179.78	8.1912							
179.92	8.1252							
180.05	7.1642							
180.18	7.0263							
180.31	7.0331							
180.44	7.0597							
180.57	7.0895							
180.70	7.1168							
180.83	7.1611							
180.96	7.2304							
181.09	7.4356							
181.23	7.6239							
181.36	7.7785							
181.49	7.8945							
181.62	7.9777							
181.75	8.0537							
181.88	8.1083							
182.01	8.1593							
182.14	8.1987							
182.27	8.2354							
182.41	8.2467							
182.54	8.1981							
182.67	7.3241							
182.80	7.0603							
182.93	7.0523							
183.06	7.0784							
183.19	7.1070							
183.32	7.1495							
183.45	7.2137							
183.58	7.2808							
183.72	7.4598							
183.85	7.6157							
183.98	7.7828							
184.11	7.9085							
184.24	8.0134							
184.37	8.0809							
184.50	8.1419							
184.63	8.2038							
184.76	8.2527							
184.89	8.2943							
185.03	8.3727							
185.16	8.3952							
185.29	8.4046							
185.42	7.5747							
185.55	7.2065							
185.68	7.1397							
185.81	7.1517							
185.94	7.1685							
186.07	7.2389							
186.21	7.3384							
186.34	7.4743							
186.47	7.6434							
186.60	7.8556							
186.73	7.9749							
186.86	8.1032							
186.99	8.1727							
187.12	8.2301							
187.25	8.3092							
187.38	8.3712							
187.52	8.4237							
187.65	8.4752							
187.78	8.5258							
187.91	8.5688							
188.04	8.5811							
188.17	8.1196							
188.30	7.2931							
188.43	7.2520							
188.56	7.2578							
188.70	7.2947							
188.83	7.3581							
188.96	7.4603							
189.09	7.5766							
189.22	7.7492							
189.35	7.9141							
189.48	8.0468							
189.61	8.1308							
189.74	8.1895							
189.87	8.2406							
190.01	8.2984							
190.14	8.3495							
190.27	8.3983							
190.40	8.4695							
190.53	8.5184							
190.66	8.5473							
190.79	8.5476							
190.92	7.3847							
191.05	7.2348							
191.18	7.2239							
191.32	7.2618							
191.45	7.3113							
191.58	7.3961							
191.71	7.5249							
191.84	7.6744							
191.97	7.8728							
192.10	8.0306							
192.23	8.1208							
192.36	8.1821							
192.50	8.2791							
192.63	8.3630							
192.76	8.4163							
192.89	8.4696							
193.02	8.5089							
193.15	8.5404							
193.28	8.5626							
193.41	8.5686							
193.54	8.3988							
193.67	7.2898							
193.81	7.2452							
193.94	7.2715							
194.07	7.3062							
194.20	7.3718							
194.33	7.4790							
194.46	7.6126							
194.59	7.7699							
194.72	7.9225							
194.85	8.0813							
194.98	8.1737							
195.12	8.2556							
195.25	8.3192							
195.38	8.3675							
195.51	8.4253							
195.64	8.4548							
195.77	8.4940							
195.90	8.5163							
196.03	8.5276							
196.16	8.4606							
196.30	7.3161							
196.43	7.2223							
196.56	7.2430							
196.69	7.2950							
196.82	7.3577							
196.95	7.4589							
197.08	7.6293							
197.21	7.7810							
197.34	7.9743							
197.47	8.1114							
197.61	8.2057							
197.74	8.2801							
197.87	8.3502							
198.00	8.3920							
198.13	8.4321							
198.26	8.4625							
198.39	8.4894							
198.52	8.5289							
198.65	8.5398							
198.78	8.5094							
198.92	7.2949							
199.05	7.2140							
199.18	7.2208							
199.31	7.2559							
199.44	7.3094							
199.57	7.3799							
199.70	7.4988							
199.83	7.6600							
199.96	7.8847							
200.10	8.0362							
200.23	8.1273							
200.36	8.2247							
200.49	8.3071							
200.62	8.3810							
200.75	8.4460							
200.88	8.5156							
201.01	8.5653							
201.14	8.6150							
201.27	8.6704							
201.41	8.7336							
201.54	8.7692							
201.67	8.7798							
201.80	8.4848							
201.93	7.5001							
202.06	7.5098							
202.19	7.4921							
202.32	7.5508							
202.45	7.6761							
202.59	7.8358							
202.72	7.9954							
202.85	8.1177							
202.98	8.2268							
203.11	8.3083							
203.24	8.3908							
203.37	8.4508							
203.50	8.5059							
203.63	8.5659							
203.76	8.6246							
203.90	8.6843							
204.03	8.7513							
204.16	8.8004							
204.29	8.8252							
204.42	8.8458							
204.55	8.4445							
204.68	7.5007							
204.81	7.5094							
204.94	7.5174							
205.07	7.5996							
205.21	7.7251							
205.34	7.8886							
205.47	8.0469							
205.60	8.1851							
205.73	8.3022							
205.86	8.3756							
205.99	8.4483							
206.12	8.4955							
206.25	8.5622							
206.39	8.6094							
206.52	8.6598							
206.65	8.7201							
206.78	8.7631							
206.91	8.8075							
207.04	8.8286							
207.17	8.7578							
207.30	7.5760							
207.43	7.5029							
207.56	7.5311							
207.70	7.6077							
207.83	7.7272							
207.96	7.8451							
208.09	8.0543							
208.22	8.1841							
208.35	8.2794							
208.48	8.4026							
208.61	8.4907							
208.74	8.5521							
208.87	8.5967							
209.01	8.6613							
209.14	8.7208							
209.27	8.7750							
209.40	8.8795							
209.53	8.9541							
209.66	9.0675							
209.79	9.1409							
209.92	9.2093							
210.05	9.2461							
210.19	9.2564							
210.32	8.5523							
210.45	8.3695							
210.58	8.3469							
210.71	8.3470							
210.84	8.3875							
210.97	8.4489							
211.10	8.4953							
211.23	8.5295							
211.36	8.5627							
211.50	8.6185							
211.63	8.7094							
211.76	8.8265							
211.89	8.9014							
212.02	8.9820							
212.15	9.0737							
212.28	9.1529							
212.41	9.2190							
212.54	9.2633							
212.68	9.2803							
212.81	9.3051							
212.94	9.2504							
213.07	8.2183							
213.20	8.1797							
213.33	8.1558							
213.46	8.2125							
213.59	8.2894							
213.72	8.4173							
213.85	8.4739							
213.99	8.5506							
214.12	8.6045							
214.25	8.6598							
214.38	8.7707							
214.51	8.8669							
214.64	8.9853							
214.77	9.0576							
214.90	9.1245							
215.03	9.1907							
215.16	9.2480							
215.30	9.2911							
215.43	9.3192							
215.56	9.3399							
215.69	9.2237							
215.82	8.4753							
215.95	8.4216							
216.08	8.4194							
216.21	8.4353							
216.34	8.4881							
216.48	8.5095							
216.61	8.5537							
216.74	8.6364							
216.87	8.6861							
217.00	8.7616							
217.13	8.8625							
217.26	8.9643							
217.39	9.0571							
217.52	9.1541							
217.65	9.2485							
217.79	9.3249							
217.92	9.3896							
218.05	9.4370							
218.18	9.4633							
218.31	9.4659							
218.44	9.2470							
218.57	8.4272							
218.70	8.4078							
218.83	8.4207							
218.96	8.4562							
219.10	8.4904							
219.23	8.5255							
219.36	8.5669							
219.49	8.6077							
219.62	8.6519							
219.75	8.7585							
219.88	8.8300							
220.01	8.9094							
220.14	8.9696							
220.28	9.0106							
220.41	9.0970							
220.54	9.1333							
220.67	9.1380							
220.80	9.1023							
220.93	8.3862							
221.06	8.2556							
221.19	8.2234							
221.32	8.2356							
221.45	8.2641							
221.59	8.3757							
221.72	8.4073							
221.85	8.4455							
221.98	8.5153							
222.11	8.5604							
222.24	8.6004							
222.37	8.6925							
222.50	8.8675							
222.63	8.9724							
222.76	9.0684							
222.90	9.2022							
223.03	9.3430							
223.16	9.4532							
223.29	9.5359							
223.42	9.6094							
223.55	9.6804							
223.68	9.7510							
223.81	9.7966							
223.94	9.8312							
224.08	8.9109							
224.21	8.7706							
224.34	8.7647							
224.47	8.7799							
224.60	8.7962							
224.73	8.8169							
224.86	8.8736							
224.99	8.9281							
225.12	9.0034							
225.25	9.1130							
225.39	9.2547							
225.52	9.3830							
225.65	9.4619							
225.78	9.5566							
225.91	9.6373							
226.04	9.7197							
226.17	9.7825							
226.30	9.8273							
226.43	9.9185							
226.57	10.030							
226.70	10.120							
226.83	10.163							
226.96	10.141							
227.09	8.9485							
227.22	8.8775							
227.35	8.8828							
227.48	8.9055							
227.61	8.9361							
227.74	9.0130							
227.88	9.1188							
228.01	9.2512							
228.14	9.3976							
228.27	9.4969							
228.40	9.5916							
228.53	9.6714							
228.66	9.7314							
228.79	9.7952							
228.92	9.8287							
229.05	9.9371							
229.19	9.9942							
229.32	10.042							
229.45	10.073							
229.58	10.029							
229.71	9.0156							
229.84	8.8762							
229.97	8.8688							
230.10	8.8979							
230.23	8.9330							
230.37	9.0182							
230.50	9.1046							
230.63	9.2248							
230.76	9.3449							
230.89	9.4505							
231.02	9.5334							
231.15	9.6155							
231.28	9.7118							
231.41	9.7956							
231.54	9.8920							
231.68	9.9879							
231.81	10.067							
231.94	10.152							
232.07	10.240							
232.20	10.278							
232.33	10.313							
232.46	10.348							
232.59	10.066							
232.72	9.0086							
232.85	8.9929							
232.99	9.0208							
233.12	9.0838							
233.25	9.1795							
233.38	9.3313							
233.51	9.4722							
233.64	9.5996							
233.77	9.7188							
233.90	9.7995							
234.03	9.9200							
234.17	9.9828							
234.30	10.063							
234.43	10.146							
234.56	10.188							
234.69	10.224							
234.82	10.260							
234.95	10.294							
235.08	10.236							
235.21	9.0442							
235.34	8.9672							
235.48	8.9772							
235.61	8.9982							
235.74	9.0518							
235.87	9.1711							
236.00	9.3335							
236.13	9.4842							
236.26	9.6054							
236.39	9.7253							
236.52	9.8154							
236.66	9.8899							
236.79	9.9049							
236.92	9.9969							
237.05	10.067							
237.18	10.151							
237.31	10.243							
237.44	10.342							
237.57	10.439							
237.70	10.536							
237.83	10.655							
237.97	10.725							
238.10	10.796							
238.23	10.838							
238.36	10.815							
238.49	9.8805							
238.62	9.6824							
238.75	9.6984							
238.88	9.7565							
239.01	9.8113							
239.14	9.8177							
239.28	9.9140							
239.41	9.9964							
239.54	10.060							
239.67	10.170							
239.80	10.258							
239.93	10.392							
240.06	10.520							
240.19	10.633							
240.32	10.762							
240.46	10.850							
240.59	10.922							
240.72	10.946							
240.85	10.987							
240.98	10.991							
241.11	10.972							
241.24	9.8429							
241.37	9.6976							
241.50	9.7569							
241.63	9.8239							
241.77	9.8196							
241.90	9.9242							
242.03	10.033							
242.16	10.100							
242.29	10.175							
242.42	10.260							
242.55	10.382							
242.68	10.497							
242.81	10.612							
242.94	10.749							
243.08	10.839							
243.21	10.881							
243.34	10.926							
243.47	10.958							
243.60	10.998							
243.73	11.006							
243.86	10.989							
243.99	9.7882							
244.12	9.6982							
244.26	9.7662							
244.39	9.8400							
244.52	9.8990							
244.65	9.9664							
244.78	10.064							
244.91	10.147							
245.04	10.238							
245.17	10.365							
245.30	10.490							
245.43	10.627							
245.57	10.730							
245.70	10.850							
245.83	10.917							
245.96	10.971							
246.09	11.016							
246.22	11.067							
246.35	11.110							
246.48	11.123							
246.61	11.020							
246.74	9.7693							
246.88	9.7765							
247.01	9.8348							
247.14	9.8842							
247.27	9.9766							
247.40	10.063							
247.53	10.132							
247.66	10.223							
247.79	10.332							
247.92	10.448							
248.06	10.577							
248.19	10.705							
248.32	10.833							
248.45	10.890							
248.58	10.955							
248.71	10.998							
248.84	11.043							
248.97	11.074							
249.10	11.085							
249.23	11.099							
249.37	10.032							
249.50	9.7830							
249.63	9.8177							
249.76	9.8614							
249.89	9.9327							
250.02	10.048							
250.15	10.146							
250.28	10.221							
250.41	10.328							
250.55	10.432							
250.68	10.572							
250.81	10.694							
250.94	10.811							
251.07	10.905							
251.20	10.981							
251.33	11.004							
251.46	11.049							
251.59	11.091							
251.72	11.114							
251.86	11.115							
251.99	10.590							
252.12	10.048							
252.25	10.018							
252.38	10.059							
252.51	10.104							
252.64	10.157							
252.77	10.182							
252.90	10.229							
253.03	10.284							
253.17	10.366							
253.30	10.489							
253.43	10.641							
253.56	10.790							
253.69	10.882							
253.82	10.946							
253.95	10.995							
254.08	11.036							
254.21	11.076							
254.35	11.093							
254.48	11.097							
254.61	11.011							
254.74	10.112							
254.87	10.015							
255.00	10.046							
255.13	10.074							
255.26	10.121							
255.39	10.163							
255.52	10.208							
255.66	10.253							
255.79	10.327							
255.92	10.434							
256.05	10.596							
256.18	10.766							
256.31	10.881							
256.44	10.949							
256.57	11.024							
256.70	11.077							
256.83	11.113							
256.97	11.142							
257.10	11.172							
257.23	11.175							
257.36	11.094							
257.49	10.123							
257.62	10.049							
257.75	10.076							
257.88	10.101							
258.01	10.147							
258.15	10.187							
258.28	10.227							
258.41	10.284							
258.54	10.368							
258.67	10.487							
258.80	10.629							
258.93	10.801							
259.06	10.878							
259.19	10.972							
259.32	11.034							
259.46	11.084							
259.59	11.102							
259.72	11.142							
259.85	11.153							
259.98	11.148							
260.11	10.375							
260.24	9.8882							
260.37	9.9284							
260.50	9.9612							
260.64	10.038							
260.77	10.142							
260.90	10.200							
261.03	10.273							
261.16	10.384							
261.29	10.479							
261.42	10.607							
261.55	10.766							
261.68	10.895							
261.81	10.981							
261.95	11.037							
262.08	11.096							
262.21	11.134							
262.34	11.160							
262.47	11.189							
262.60	11.213							
262.73	11.178							
262.86	9.9473							
262.99	9.9391							
263.12	9.9949							
263.26	10.064							
263.39	10.126							
263.52	10.188							
263.65	10.236							
263.78	10.306							
263.91	10.401							
264.04	10.550							
264.17	10.734							
264.30	10.903							
264.44	11.019							
264.57	11.090							
264.70	11.155							
264.83	11.225							
264.96	11.275							
265.09	11.333							
265.22	11.387							
265.35	11.421							
265.48	11.415							
265.61	10.088							
265.75	10.024							
265.88	10.075							
266.01	10.139							
266.14	10.175							
266.27	10.227							
266.40	10.298							
266.53	10.436							
266.66	10.582							
266.79	10.767							
266.92	10.957							
267.06	11.048							
267.19	11.096							
267.32	11.169							
267.45	11.202							
267.58	11.258							
267.71	11.277							
267.84	11.301							
267.97	11.337							
268.10	11.314							
268.24	10.289							
268.37	10.142							
268.50	10.071							
268.63	10.093							
268.76	10.150							
268.89	10.205							
269.02	10.288							
269.15	10.374							
269.28	10.480							
269.41	10.630							
269.55	10.805							
269.68	10.926							
269.81	11.018							
269.94	11.074							
270.07	11.124							
270.20	11.147							
270.33	11.226							
270.46	11.201							
270.59	11.204							
270.72	11.196							
270.86	10.319							
270.99	10.107							
271.12	10.109							
271.25	10.129							
271.38	10.155							
271.51	10.209							
271.64	10.269							
271.77	10.352							
271.90	10.472							
272.04	10.621							
272.17	10.777							
272.30	10.938							
272.43	11.022							
272.56	11.086							
272.69	11.156							
272.82	11.205							
272.95	11.229							
273.08	11.250							
273.21	11.268							
273.35	11.298							
273.48	11.188							
273.61	10.150							
273.74	10.120							
273.87	10.148							
274.00	10.193							
274.13	10.235							
274.26	10.289							
274.39	10.347							
274.53	10.422							
274.66	10.525							
274.79	10.637							
274.92	10.806							
275.05	10.992							
275.18	11.040							
275.31	11.116							
275.44	11.156							
275.57	11.194							
275.70	11.207							
275.84	11.253							
275.97	11.297							
276.10	11.286							
276.23	10.372							
276.36	10.153							
276.49	10.168							
276.62	10.218							
276.75	10.251							
276.88	10.289							
277.01	10.338							
277.15	10.406							
277.28	10.498							
277.41	10.628							
277.54	10.754							
277.67	10.904							
277.80	11.031							
277.93	11.121							
278.06	11.170							
278.19	11.191							
278.33	11.221							
278.46	11.257							
278.59	11.297							
278.72	11.310							
278.85	11.209							
278.98	10.226							
279.11	10.156							
279.24	10.165							
279.37	10.206							
279.50	10.254							
279.64	10.306							
279.77	10.379							
279.90	10.466							
280.03	10.582							
280.16	10.775							
280.29	10.878							
280.42	10.997							
280.55	11.089							
280.68	11.159							
280.81	11.221							
280.95	11.283							
281.08	11.341							
281.21	11.419							
281.34	11.492							
281.47	11.539							
281.60	11.587							
281.73	11.355							
281.86	10.677							
281.99	10.289							
282.13	10.286							
282.26	10.326							
282.39	10.378							
282.52	10.458							
282.65	10.588							
282.78	10.768							
282.91	10.936							
283.04	11.056							
283.17	11.138							
283.30	11.201							
283.44	11.289							
283.57	11.374							
283.70	11.461							
283.83	11.509							
283.96	11.591							
284.09	11.647							
284.22	11.693							
284.35	11.706							
284.48	11.051							
284.62	10.279							
284.75	10.270							
284.88	10.306							
285.01	10.361							
285.14	10.419							
285.27	10.540							
285.40	10.699							
285.53	10.840							
285.66	10.967							
285.79	11.107							
285.93	11.230							
286.06	11.297							
286.19	11.377							
286.32	11.441							
286.45	11.500							
286.58	11.560							
286.71	11.605							
286.84	11.651							
286.97	11.689							
287.10	11.672							
287.24	10.593							
287.37	10.495							
287.50	10.350							
287.63	10.374							
287.76	10.432							
287.89	10.529							
288.02	10.653							
288.15	10.813							
288.28	10.940							
288.42	11.054							
288.55	11.125							
288.68	11.263							
288.81	11.359							
288.94	11.420							
289.07	11.514							
289.20	11.579							
289.33	11.656							
289.46	11.714							
289.59	11.772							
289.73	11.819							
289.86	11.822							
289.99	10.648							
290.12	10.346							
290.25	10.374							
290.38	10.431							
290.51	10.504							
290.64	10.594							
290.77	10.722							
290.90	10.846							
291.04	10.954							
291.17	11.031							
291.30	11.088							
291.43	11.150							
291.56	11.231							
291.69	11.287							
291.82	11.317							
291.95	11.388							
292.08	11.420							
292.22	11.426							
292.35	10.307							
292.48	10.178							
292.61	10.186							
292.74	10.221							
292.87	10.276							
293.00	10.350							
293.13	10.442							
293.26	10.553							
293.39	10.721							
293.53	10.899							
293.66	11.036							
293.79	11.128							
293.92	11.209							
294.05	11.257							
294.18	11.300							
294.31	11.339							
294.44	11.367							
294.57	11.402							
294.70	11.446							
294.84	11.458							
294.97								
295.10								
295.23								
295.36								
295.49								
295.62								
295.75								
295.88								
296.02								
296.15								
296.28								
296.41								
296.54								
296.67								
296.80								
296.93								
297.06								
297.19								
297.33								
297.46								
297.59								
297.72								
297.85								
297.98								
298.11								
298.24								
298.37								
298.51								
298.64								
298.77								
298.90								
299.03								
299.16								
299.29								
299.42								
299.55								
299.68								
299.82								
299.95								
300.08								
300.21								
300.34								
300.47								
300.60								
300.73								
300.86								
300.99								
301.13								
301.26								
301.39								
301.52								
301.65								
301.78								
301.91								
302.04								
302.17								
302.31								
302.44								
302.57								
302.70								
302.83								
302.96								
303.09								
303.22								
303.35								
303.48								
303.62								
303.75								
303.88								
304.01								
304.14								
304.27								
304.40								
304.53								
304.66								
304.79								
304.93								
305.06								
305.19								
305.32								
305.45								
305.58								
305.71								
305.84								
305.97								
306.11								
306.24								
306.37								
306.50								
306.63								
306.76								
306.89								
307.02								
307.15								
307.28								
307.42								
307.55								
307.68								
307.81								
307.94								
308.07								
308.20								
308.33								
308.46								
308.60								
308.73								
308.86								
308.99								
309.12								
309.25								
309.38								
309.51								
309.64								
309.77								
309.91								
310.04								
310.17								
310.30								
310.43								
310.56								
310.69								
310.82								
310.95								
311.08								
311.22								
311.35								
311.48								
311.61								
311.74								
311.87								
312.00								
312.13								
312.26								
312.40								
312.53								
312.66								
312.79								
312.92								
313.05								
313.18								
313.31								
313.44								
313.57								
313.71								
313.84								
313.97								
314.10								
314.23								
314.36								
314.49								
314.62								
314.75								
314.88								
315.02								
315.15								
315.28								
315.41								
315.54								
315.67								
315.80								
315.93								
316.06								
316.20								
316.33								
316.46								
316.59								
316.72								
316.85								
316.98								
317.11								
317.24								
317.37								
317.51								
317.64								
317.77								
317.90								
318.03								
318.16								
318.29								
318.42								
318.55								
318.68								
318.82								
318.95								
319.08								
319.21								
319.34								
319.47								
319.60								
319.73								
319.86								
320.00								
320.13								
320.26								
320.39								
320.52								
320.65								
320.78								
320.91								
321.04								
321.17								
321.31								
321.44								
321.57								
321.70								
321.83								
321.96								
322.09								
322.22								
322.35								
322.49								
322.62								
322.75								
322.88								
323.01								
323.14								
323.27								
323.40								
323.53								
323.66								
323.80								
323.93								
324.06								
324.19								
324.32								
324.45								
324.58								
324.71								
324.84								
324.97								
325.11								
325.24								
325.37								
325.50								
325.63								
325.76								
325.89								
326.02								
326.15								
326.29								
326.42								
326.55								
326.68								
326.81								
326.94								
327.07								
327.20								
327.33								
327.46								
327.60								
327.73								
327.86								
327.99								
328.12								
328.25								
328.38								
328.51								
328.64								
328.77								
328.91								
329.04								
329.17								
329.30								
329.43								
329.56								
329.69								
329.82								
329.95								
330.09								
330.22								
330.35								
330.48								
330.61								
330.74								
330.87								
331.00								
331.13								
331.26								
331.40								
331.53								
331.66								
331.79								
331.92								
332.05								
332.18								
332.31								
332.44								
332.58								
332.71								
332.84								
332.97								
333.10								
333.23								
333.36								
333.49								
333.62								
333.75								
333.89								
334.02								
334.15								
334.28								
334.41								
334.54								
334.67								
334.80								
334.93								
335.06								
335.20								
335.33								
335.46								
335.59								
335.72								
335.85								
335.98								
336.11								
336.24								
336.38								
336.51								
336.64								
336.77								
336.90								
337.03								
337.16								
337.29								
337.42								
337.55								
337.69								
337.82								
337.95								
338.08								
338.21								
338.34								
338.47								
338.60								
338.73								
338.86								
339.00								
339.13								
339.26								
339.39								
339.52								
339.65								
339.78								
339.91								
340.04								
340.18								
340.31								
340.44								
340.57								
340.70								
340.83								
340.96								
341.09								
341.22								
341.35								
341.49								
341.62								
341.75								
341.88								
342.01								
342.14								
342.27								
342.40								
342.53								
342.66								
342.80								
342.93								
343.06								
343.19								
343.32								
343.45								
343.58								
343.71								
343.84								
343.98								
344.11								
344.24								
344.37								
344.50								
344.63								
344.76								
344.89								
345.02								
345.15								
345.29								
345.42								
345.55								
345.68								
345.81								
345.94								
346.07								
346.20								
346.33								
346.47								
346.60								
346.73								
346.86								
346.99								
347.12								
347.25								
347.38								
347.51								
347.64								
347.78								
347.91								
348.04								
348.17								
348.30								
348.43								
348.56								
348.69								
348.82								
348.95								
349.09								
349.22								
349.35								
349.48								
349.61								
349.74								
349.87								
350.00								
350.13								
350.27								
350.40								
350.53								
350.66								
350.79								
350.92								
351.05								
351.18								
351.31								
351.44								
351.58								
351.71								
351.84								
351.97								
352.10								
352.23								
352.36								
352.49								
352.62								
352.75								
352.89								
353.02								
353.15								
353.28								
353.41								
353.54								
353.67								
353.80								
353.93								
354.07								
354.20								
354.33								
354.46								
354.59								
354.72								
354.85								
354.98								
355.11								
355.24								
355.38								
355.51								
355.64								
355.77								
355.90								
356.03								
356.16								
356.29								
356.42								
356.55								
356.69								
356.82								
356.95								
357.08								
357.21								
357.34								
357.47								
357.60								
357.73								
357.87								
358.00								
358.13								
358.26								
358.39								
358.52								
358.65								
358.78								
358.91								
359.04								
359.18								
359.31								
359.44								
359.57								
359.70								
359.83								
359.96								
360.09								
360.22								
360.36								
360.49								
360.62								
360.75								
360.88								
361.01								
361.14								
361.27								
361.40								
361.53								
361.67								
361.80								
361.93								
362.06								
362.19								
362.32								
362.45								
362.58								
362.71								
362.84								
