time s	psi(t) rad	time s (max)	psi Max	derivative psiMax	J	time s (min)	psi Min	derivative psiMin
362.98								
363.11								
363.24								
363.37								
363.50								
363.63								
363.76								
363.89								
364.02								
364.16								
364.29								
364.42								
364.55								
364.68								
364.81								
364.94								
365.07								
365.20								
365.33								
365.47								
365.60								
365.73								
365.86								
365.99								
366.12								
366.25								
366.38								
366.51								
366.64								
366.78								
366.91								
367.04								
367.17								
367.30								
367.43								
367.56								
367.69								
367.82								
367.96								
368.09								
368.22								
368.35								
368.48								
368.61								
368.74								
368.87								
369.00								
369.13								
369.27								
369.40								
369.53								
369.66								
369.79								
369.92								
370.05								
370.18								
370.31								
370.45								
370.58								
370.71								
370.84								
370.97								
371.10								
371.23								
371.36								
371.49								
371.62								
371.76								
371.89								
372.02								
372.15								
372.28								
372.41								
372.54								
372.67								
372.80								
372.93								
373.07								
373.20								
373.33								
373.46								
373.59								
373.72								
373.85								
373.98								
374.11								
374.25								
374.38								
374.51								
374.64								
374.77								
374.90								
375.03								
375.16								
375.29								
375.42								
375.56								
375.69								
375.82								
375.95								
376.08								
376.21								
376.34								
376.47								
376.60								
376.73								
376.87								
377.00								
377.13								
377.26								
377.39								
377.52								
377.65								
377.78								
377.91								
378.05								
378.18								
378.31								
378.44								
378.57								
378.70								
378.83								
378.96								
379.09								
379.22								
379.36								
379.49								
379.62								
379.75								
379.88								
380.01								
380.14								
380.27								
380.40								
380.54								
380.67								
380.80								
380.93								
381.06								
381.19								
381.32								
381.45								
381.58								
381.71								
381.85								
381.98								
382.11								
382.24								
382.37								
382.50								
382.63								
382.76								
382.89								
383.02								
383.16								
383.29								
383.42								
383.55								
383.68								
383.81								
383.94								
384.07								
384.20								
384.34								
384.47								
384.60								
384.73								
384.86								
384.99								
385.12								
385.25								
385.38								
385.51								
385.65								
385.78								
385.91								
386.04								
386.17								
386.30								
386.43								
386.56								
386.69								
386.82								
386.96								
387.09								
387.22								
387.35								
387.48								
387.61								
387.74								
387.87								
388.00								
388.14								
388.27								
388.40								
388.53								
388.66								
388.79								
388.92								
389.05								
389.18								
389.31								
389.45								
389.58								
389.71								
389.84								
389.97								
390.10								
390.23								
390.36								
390.49								
390.62								
390.76								
390.89								
391.02								
391.15								
391.28								
391.41								
391.54								
391.67								
391.80								
391.94								
392.07								
392.20								
392.33								
392.46								
392.59								
392.72								
392.85								
392.98								
393.11								
393.25								
393.38								
393.51								
393.64								
393.77								
393.90								
394.03								
394.16								
394.29								
394.43								
394.56								
394.69								
394.82								
394.95								
395.08								
395.21								
395.34								
395.47								
395.60								
395.74								
395.87								
396.00								
396.13								
396.26								
396.39								
396.52								
396.65								
396.78								
396.91								
397.05								
397.18								
397.31								
397.44								
397.57								
397.70								
397.83								
397.96								
398.09								
398.23								
398.36								
398.49								
398.62								
398.75								
398.88								
399.01								
399.14								
399.27								
399.40								
399.54								
399.67								
399.80								
399.93								
400.06								
400.19								
400.32								
400.45								
400.58								
400.71								
400.85								
400.98								
401.11								
401.24								
401.37								
401.50								
401.63								
401.76								
401.89								
402.03								
402.16								
402.29								
402.42								
402.55								
402.68								
402.81								
402.94								
403.07								
403.20								
403.34								
403.47								
403.60								
403.73								
403.86								
403.99								
404.12								
404.25								
404.38								
404.51								
404.65								
404.78								
404.91								
405.04								
405.17								
405.30								
405.43								
405.56								
405.69								
405.83								
405.96								
406.09								
406.22								
406.35								
406.48								
406.61								
406.74								
406.87								
407.00								
407.14								
407.27								
407.40								
407.53								
407.66								
407.79								
407.92								
408.05								
408.18								
408.32								
408.45								
408.58								
408.71								
408.84								
408.97								
409.10								
409.23								
409.36								
409.49								
409.63								
409.76								
409.89								
410.02								
410.15								
410.28								
410.41								
410.54								
410.67								
410.80								
410.94								
411.07								
411.20								
411.33								
411.46								
411.59								
411.72								
411.85								
411.98								
412.12								
412.25								
412.38								
412.51								
412.64								
412.77								
412.90								
413.03								
413.16								
413.29								
413.43								
413.56								
413.69								
413.82								
413.95								
414.08								
414.21								
414.34								
414.47								
414.60								
414.74								
414.87								
415.00								
415.13								
415.26								
415.39								
415.52								
415.65								
415.78								
415.92								
416.05								
416.18								
416.31								
416.44								
416.57								
416.70								
416.83								
416.96								
417.09								
417.23								
417.36								
417.49								
417.62								
417.75								
417.88								
418.01								
418.14								
418.27								
418.41								
418.54								
418.67								
418.80								
418.93								
419.06								
419.19								
419.32								
419.45								
419.58								
419.72								
419.85								
419.98								
420.11								
420.24								
420.37								
420.50								
420.63								
420.76								
420.89								
421.03								
421.16								
421.29								
421.42								
421.55								
421.68								
421.81								
421.94								
422.07								
422.21								
422.34								
422.47								
422.60								
422.73								
422.86								
422.99								
423.12								
423.25								
423.38								
423.52								
423.65								
423.78								
423.91								
424.04								
424.17								
424.30								
424.43								
424.56								
424.69								
424.83								
424.96								
425.09								
425.22								
425.35								
425.48								
425.61								
425.74								
425.87								
426.01								
426.14								
426.27								
426.40								
426.53								
426.66								
426.79								
426.92								
427.05								
427.18								
427.32								
427.45								
427.58								
427.71								
427.84								
427.97								
428.10								
428.23								
428.36								
428.49								
428.63								
428.76								
428.89								
429.02								
429.15								
429.28								
429.41								
429.54								
429.67								
429.81								
429.94								
430.07								
430.20								
430.33								
430.46								
430.59								
430.72								
430.85								
430.98								
431.12								
431.25								
431.38								
431.51								
431.64								
431.77								
431.90								
432.03								
432.16								
432.30								
432.43								
432.56								
432.69								
432.82								
432.95								
433.08								
433.21								
433.34								
433.47								
433.61								
433.74								
433.87								
434.00								
434.13								
434.26								
434.39								
434.52								
434.65								
434.78								
434.92								
435.05								
435.18								
435.31								
435.44								
435.57								
435.70								
435.83								
435.96								
436.10								
436.23								
436.36								
436.49								
436.62								
436.75								
436.88								
437.01								
437.14								
437.27								
437.41								
437.54								
437.67								
437.80								
437.93								
438.06								
438.19								
438.32								
438.45								
438.58								
438.72								
438.85								
438.98								
439.11								
439.24								
439.37								
439.50								
439.63								
439.76								
439.90								
440.03								
440.16								
440.29								
440.42								
440.55								
440.68								
440.81								
440.94								
441.07								
441.21								
441.34								
441.47								
441.60								
441.73								
441.86								
441.99								
442.12								
442.25								
442.39								
442.52								
442.65								
442.78								
442.91								
443.04								
443.17								
443.30								
443.43								
443.56								
443.70								
443.83								
443.96								
444.09								
444.22								
444.35								
444.48								
444.61								
444.74								
444.87								
445.01								
445.14								
445.27								
445.40								
445.53								
445.66								
445.79								
445.92								
446.05								
446.19								
446.32								
446.45								
446.58								
446.71								
446.84								
446.97								
447.10								
447.23								
447.36								
447.50								
447.63								
447.76								
447.89								
448.02								
448.15								
448.28								
448.41								
448.54								
448.67								
448.81								
448.94								
449.07								
449.20								
449.33								
449.46								
449.59								
449.72								
449.85								
449.99								
450.12								
450.25								
450.38								
450.51								
450.64								
450.77								
450.90								
451.03								
451.16								
451.30								
451.43								
451.56								
451.69								
451.82								
451.95								
452.08								
452.21								
452.34								
452.47								
452.61								
452.74								
452.87								
453.00								
453.13								
453.26								
453.39								
453.52								
453.65								
453.79								
453.92								
454.05								
454.18								
454.31								
454.44								
454.57								
454.70								
454.83								
454.96								
455.10								
455.23								
455.36								
455.49								
455.62								
455.75								
455.88								
456.01								
456.14								
456.28								
456.41								
456.54								
456.67								
456.80								
456.93								
457.06								
457.19								
457.32								
457.45								
457.59								
457.72								
457.85								
457.98								
458.11								
458.24								
458.37								
458.50								
458.63								
458.76								
458.90								
459.03								
459.16								
459.29								
459.42								
459.55								
459.68								
459.81								
459.94								
460.08								
460.21								
460.34								
460.47								
460.60								
460.73								
460.86								
460.99								
461.12								
461.25								
461.39								
461.52								
461.65								
461.78								
461.91								
462.04								
462.17								
462.30								
462.43								
462.56								
462.70								
462.83								
462.96								
463.09								
463.22								
463.35								
463.48								
463.61								
463.74								
463.88								
464.01								
464.14								
464.27								
464.40								
464.53								
464.66								
464.79								
464.92								
465.05								
465.19								
465.32								
465.45								
465.58								
465.71								
465.84								
465.97								
466.10								
466.23								
466.37								
466.50								
466.63								
466.76								
466.89								
467.02								
467.15								
467.28								
467.41								
467.54								
467.68								
467.81								
467.94								
468.07								
468.20								
468.33								
468.46								
468.59								
468.72								
468.85								
468.99								
469.12								
469.25								
469.38								
469.51								
469.64								
469.77								
469.90								
470.03								
470.17								
470.30								
470.43								
470.56								
470.69								
470.82								
470.95								
471.08								
471.21								
471.34								
471.48								
471.61								
471.74								
471.87								
472.00								
472.13								
472.26								
472.39								
472.52								
472.65								
472.79								
472.92								
473.05								
473.18								
473.31								
473.44								
473.57								
473.70								
473.83								
473.97								
474.10								
474.23								
474.36								
474.49								
474.62								
474.75								
474.88								
475.01								
475.14								
475.28								
475.41								
475.54								
475.67								
475.80								
475.93								
476.06								
476.19								
476.32								
476.45								
476.59								
476.72								
476.85								
476.98								
477.11								
477.24								
477.37								
477.50								
477.63								
477.77								
477.90								
478.03								
478.16								
478.29								
478.42								
478.55								
478.68								
478.81								
478.94								
479.08								
479.21								
479.34								
479.47								
479.60								
479.73								
479.86								
479.99								
480.12								
480.26								
480.39								
480.52								
480.65								
480.78								
480.91								
481.04								
481.17								
481.30								
481.43								
481.57								
481.70								
481.83								
481.96								
482.09								
482.22								
482.35								
482.48								
482.61								
482.74								
482.88								
483.01								
483.14								
483.27								
483.40								
483.53								
483.66								
483.79								
483.92								
484.06								
484.19								
484.32								
484.45								
484.58								
484.71								
484.84								
484.97								
485.10								
485.23								
485.37								
485.50								
485.63								
485.76								
485.89								
486.02								
486.15								
486.28								
486.41								
486.54								
486.68								
486.81								
486.94								
487.07								
487.20								
487.33								
487.46								
487.59								
487.72								
487.86								
487.99								
488.12								
488.25								
488.38								
488.51								
488.64								
488.77								
488.90								
489.03								
489.17								
489.30								
489.43								
489.56								
489.69								
489.82								
489.95								
490.08								
490.21								
490.35								
490.48								
490.61								
490.74								
490.87								
491.00								
491.13								
491.26								
491.39								
491.52								
491.66								
491.79								
491.92								
492.05								
492.18								
492.31								
492.44								
492.57								
492.70								
492.83								
492.97								
493.10								
493.23								
493.36								
493.49								
493.62								
493.75								
493.88								
494.01								
494.15								
494.28								
494.41								
494.54								
494.67								
494.80								
494.93								
495.06								
495.19								
495.32								
495.46								
495.59								
495.72								
495.85								
495.98								
496.11								
496.24								
496.37								
496.50								
496.63								
496.77								
496.90								
497.03								
497.16								
497.29								
497.42								
497.55								
497.68								
497.81								
497.95								
498.08								
498.21								
498.34								
498.47								
498.60								
498.73								
498.86								
498.99								
499.12								
499.26								
499.39								
499.52								
499.65								
499.78								
499.91								
500.04								
500.17								
500.30								
500.43								
500.57								
500.70								
500.83								
500.96								
501.09								
501.22								
501.35								
501.48								
501.61								
501.75								
501.88								
502.01								
502.14								
502.27								
502.40								
502.53								
502.66								
502.79								
502.92								
503.06								
503.19								
503.32								
503.45								
503.58								
503.71								
503.84								
503.97								
504.10								
504.24								
504.37								
504.50								
504.63								
504.76								
504.89								
505.02								
505.15								
505.28								
505.41								
505.55								
505.68								
505.81								
505.94								
506.07								
506.20								
506.33								
506.46								
506.59								
506.72								
506.86								
506.99								
507.12								
507.25								
507.38								
507.51								
507.64								
507.77								
507.90								
508.04								
508.17								
508.30								
508.43								
508.56								
508.69								
508.82								
508.95								
509.08								
509.21								
509.35								
509.48								
509.61								
509.74								
509.87								
510.00								
510.13								
510.26								
510.39								
510.52								
510.66								
510.79								
510.92								
511.05								
511.18								
511.31								
511.44								
511.57								
511.70								
511.84								
511.97								
512.10								
512.23								
512.36								
512.49								
512.62								
512.75								
512.88								
513.01								
513.15								
513.28								
513.41								
513.54								
513.67								
513.80								
513.93								
514.06								
514.19								
514.33								
514.46								
514.59								
514.72								
514.85								
514.98								
515.11								
515.24								
515.37								
515.50								
515.64								
515.77								
515.90								
516.03								
516.16								
516.29								
516.42								
516.55								
516.68								
516.81								
516.95								
517.08								
517.21								
517.34								
517.47								
517.60								
517.73								
517.86								
517.99								
518.13								
518.26								
518.39								
518.52								
518.65								
518.78								
518.91								
519.04								
519.17								
519.30								
519.44								
519.57								
519.70								
519.83								
519.96								
520.09								
520.22								
520.35								
520.48								
520.61								
520.75								
520.88								
521.01								
521.14								
521.27								
521.40								
521.53								
521.66								
521.79								
521.93								
522.06								
522.19								
522.32								
522.45								
522.58								
522.71								
522.84								
522.97								
523.10								
523.24								
523.37								
523.50								
523.63								
523.76								
523.89								
524.02								
524.15								
524.28								
524.41								
524.55								
524.68								
524.81								
524.94								
525.07								
525.20								
525.33								
525.46								
525.59								
525.73								
525.86								
525.99								
526.12								
526.25								
526.38								
526.51								
526.64								
526.77								
526.90								
527.04								
527.17								
527.30								
527.43								
527.56								
527.69								
527.82								
527.95								
528.08								
528.22								
528.35								
528.48								
528.61								
528.74								
528.87								
529.00								
529.13								
529.26								
529.39								
529.53								
529.66								
529.79								
529.92								
530.05								
530.18								
530.31								
530.44								
530.57								
530.70								
530.84								
530.97								
531.10								
531.23								
531.36								
531.49								
531.62								
531.75								
531.88								
532.02								
532.15								
532.28								
532.41								
532.54								
532.67								
532.80								
532.93								
533.06								
533.19								
533.33								
533.46								
533.59								
533.72								
533.85								
533.98								
534.11								
534.24								
534.37								
534.50								
534.64								
534.77								
534.90								
535.03								
535.16								
535.29								
535.42								
535.55								
535.68								
535.82								
535.95								
536.08								
536.21								
536.34								
536.47								
536.60								
536.73								
536.86								
536.99								
537.13								
537.26								
537.39								
537.52								
537.65								
537.78								
537.91								
538.04								
538.17								
538.30								
538.44								
538.57								
538.70								
538.83								
538.96								
539.09								
539.22								
539.35								
539.48								
539.62								
539.75								
539.88								
540.01								
540.14								
540.27								
540.40								
540.53								
540.66								
540.79								
540.93								
541.06								
541.19								
541.32								
541.45								
541.58								
541.71								
541.84								
541.97								
542.11								
542.24								
542.37								
542.50								
542.63								
542.76								
542.89								
543.02								
543.15								
543.28								
543.42								
543.55								
543.68								
543.81								
543.94								
544.07								
544.20								
544.33								
544.46								
544.59								
544.73								
544.86								
544.99								
545.12								
545.25								
545.38								
545.51								
545.64								
545.77								
545.91								
546.04								
546.17								
546.30								
546.43								
546.56								
546.69								
546.82								
546.95								
547.08								
547.22								
547.35								
547.48								
547.61								
547.74								
547.87								
548.00								
548.13								
548.26								
548.39								
548.53								
548.66								
548.79								
548.92								
549.05								
549.18								
549.31								
549.44								
549.57								
549.71								
549.84								
549.97								
550.10								
550.23								
550.36								
550.49								
550.62								
550.75								
550.88								
551.02								
551.15								
551.28								
551.41								
551.54								
551.67								
551.80								
551.93								
552.06								
552.20								
552.33								
552.46								
552.59								
552.72								
552.85								
552.98								
553.11								
553.24								
553.37								
553.51								
553.64								
553.77								
553.90								
554.03								
554.16								
554.29								
554.42								
554.55								
554.68								
554.82								
554.95								
555.08								
555.21								
555.34								
555.47								
555.60								
555.73								
555.86								
556.00								
556.13								
556.26								
556.39								
556.52								
556.65								
556.78								
556.91								
557.04								
557.17								
557.31								
557.44								
557.57								
557.70								
557.83								
557.96								
558.09								
558.22								
558.35								
558.48								
558.62								
558.75								
558.88								
559.01								
559.14								
559.27								
559.40								
559.53								
559.66								
559.80								
559.93								
560.06								
560.19								
560.32								
560.45								
560.58								
560.71								
560.84								
560.97								
561.11								
561.24								
561.37								
561.50								
561.63								
561.76								
561.89								
562.02								
562.15								
562.29								
562.42								
562.55								
562.68								
562.81								
562.94								
563.07								
563.20								
563.33								
563.46								
563.60								
563.73								
563.86								
563.99								
564.12								
564.25								
564.38								
564.51								
564.64								
564.77								
564.91								
565.04								
565.17								
565.30								
565.43								
565.56								
565.69								
565.82								
565.95								
566.09								
566.22								
566.35								
566.48								
566.61								
566.74								
566.87								
567.00								
567.13								
567.26								
567.40								
567.53								
567.66								
567.79								
567.92								
568.05								
568.18								
568.31								
568.44								
568.57								
568.71								
568.84								
568.97								
569.10								
569.23								
569.36								
569.49								
569.62								
569.75								
569.89								
570.02								
570.15								
570.28								
570.41								
570.54								
570.67								
570.80								
570.93								
571.06								
571.20								
571.33								
571.46								
571.59								
571.72								
571.85								
571.98								
572.11								
572.24								
572.37								
572.51								
572.64								
572.77								
572.90								
573.03								
573.16								
573.29								
573.42								
573.55								
573.69								
573.82								
573.95								
574.08								
574.21								
574.34								
574.47								
574.60								
574.73								
574.86								
575.00								
575.13								
575.26								
575.39								
575.52								
575.65								
575.78								
575.91								
576.04								
576.18								
576.31								
576.44								
576.57								
576.70								
576.83								
576.96								
577.09								
577.22								
577.35								
577.49								
577.62								
577.75								
577.88								
578.01								
578.14								
578.27								
578.40								
578.53								
578.66								
578.80								
578.93								
579.06								
579.19								
579.32								
579.45								
579.58								
579.71								
579.84								
579.98								
580.11								
580.24								
580.37								
580.50								
580.63								
580.76								
580.89								
581.02								
581.15								
581.29								
581.42								
581.55								
581.68								
581.81								
581.94								
582.07								
582.20								
582.33								
582.46								
582.60								
582.73								
582.86								
582.99								
583.12								
583.25								
583.38								
583.51								
583.64								
583.78								
583.91								
584.04								
584.17								
584.30								
584.43								
584.56								
584.69								
584.82								
584.95								
585.09								
585.22								
585.35								
585.48								
585.61								
585.74								
585.87								
586.00								
586.13								
586.27								
586.40								
586.53								
586.66								
586.79								
586.92								
587.05								
587.18								
587.31								
587.44								
587.58								
587.71								
587.84								
587.97								
588.10								
588.23								
588.36								
588.49								
588.62								
588.75								
588.89								
589.02								
589.15								
589.28								
589.41								
589.54								
589.67								
589.80								
589.93								
590.07								
590.20								
590.33								
590.46								
590.59								
590.72								
590.85								
590.98								
591.11								
591.24								
591.38								
591.51								
591.64								
591.77								
591.90								
592.03								
592.16								
592.29								
592.42								
592.55								
592.69								
592.82								
592.95								
593.08								
593.21								
593.34								
593.47								
593.60								
593.73								
593.87								
594.00								
594.13								
594.26								
594.39								
594.52								
594.65								
594.78								
594.91								
595.04								
595.18								
595.31								
595.44								
595.57								
595.70								
595.83								
595.96								
596.09								
596.22								
596.35								
596.49								
596.62								
596.75								
596.88								
597.01								
597.14								
597.27								
597.40								
597.53								
597.67								
597.80								
597.93								
598.06								
598.19								
598.32								
598.45								
598.58								
598.71								
598.84								
598.98								
599.11								
599.24								
599.37								
599.50								
599.63								
599.76								
599.89								
600.02								
600.16								
600.29								
600.42								
600.55								
600.68								
600.81								
600.94								
601.07								
601.20								
601.33								
601.47								
601.60								
601.73								
601.86								
601.99								
602.12								
602.25								
602.38								
602.51								
602.64								
602.78								
602.91								
603.04								
603.17								
603.30								
603.43								
603.56								
603.69								
603.82								
603.96								
604.09								
604.22								
604.35								
604.48								
604.61								
604.74								
604.87								
605.00								
605.13								
605.27								
605.40								
605.53								
605.66								
605.79								
605.92								
606.05								
606.18								
606.31								
606.44								
606.58								
606.71								
606.84								
606.97								
607.10								
607.23								
607.36								
607.49								
607.62								
607.76								
607.89								
608.02								
608.15								
608.28								
608.41								
608.54								
608.67								
608.80								
608.93								
609.07								
609.20								
609.33								
609.46								
609.59								
609.72								
609.85								
609.98								
610.11								
610.24								
610.38								
610.51								
610.64								
610.77								
610.90								
611.03								
611.16								
611.29								
611.42								
611.56								
611.69								
611.82								
611.95								
612.08								
612.21								
612.34								
612.47								
612.60								
612.73								
612.87								
613.00								
613.13								
613.26								
613.39								
613.52								
613.65								
613.78								
613.91								
614.05								
614.18								
614.31								
614.44								
614.57								
614.70								
614.83								
614.96								
615.09								
615.22								
615.36								
615.49								
615.62								
615.75								
615.88								
616.01								
616.14								
616.27								
616.40								
616.53								
616.67								
616.80								
616.93								
617.06								
617.19								
617.32								
617.45								
617.58								
617.71								
617.85								
617.98								
618.11								
618.24								
618.37								
618.50								
618.63								
618.76								
618.89								
619.02								
619.16								
619.29								
619.42								
619.55								
619.68								
619.81								
619.94								
620.07								
620.20								
620.33								
620.47								
620.60								
620.73								
620.86								
620.99								
621.12								
621.25								
621.38								
621.51								
621.65								
621.78								
621.91								
622.04								
622.17								
622.30								
622.43								
622.56								
622.69								
622.82								
622.96								
623.09								
623.22								
623.35								
623.48								
623.61								
623.74								
623.87								
624.00								
624.14								
624.27								
624.40								
624.53								
624.66								
624.79								
624.92								
625.05								
625.18								
625.31								
625.45								
625.58								
625.71								
625.84								
625.97								
626.10								
626.23								
626.36								
626.49								
626.62								
626.76								
626.89								
627.02								
627.15								
627.28								
627.41								
627.54								
627.67								
627.80								
627.94								
628.07								
628.20								
628.33								
628.46								
628.59								
628.72								
628.85								
628.98								
629.11								
629.25								
629.38								
629.51								
629.64								
629.77								
629.90								
630.03								
630.16								
630.29								
630.42								
630.56								
630.69								
630.82								
630.95								
631.08								
631.21								
631.34								
631.47								
631.60								
631.74								
631.87								
632.00								
632.13								
632.26								
632.39								
632.52								
632.65								
632.78								
632.91								
633.05								
633.18								
633.31								
633.44								
633.57								
633.70								
633.83								
633.96								
634.09								
634.22								
634.36								
634.49								
634.62								
634.75								
634.88								
635.01								
635.14								
635.27								
635.40								
635.54								
635.67								
635.80								
635.93								
636.06								
636.19								
636.32								
636.45								
636.58								
636.71								
636.85								
636.98								
637.11								
637.24								
637.37								
637.50								
637.63								
637.76								
637.89								
638.03								
638.16								
638.29								
638.42								
638.55								
638.68								
638.81								
638.94								
639.07								
639.20								
639.34								
639.47								
639.60								
639.73								
639.86								
639.99								
640.12								
640.25								
640.38								
640.51								
640.65								
640.78								
640.91								
641.04								
641.17								
641.30								
641.43								
641.56								
641.69								
641.83								
641.96								
642.09								
642.22								
642.35								
642.48								
642.61								
642.74								
642.87								
643.00								
643.14								
643.27								
643.40								
643.53								
643.66								
643.79								
643.92								
644.05								
644.18								
644.31								
644.45								
644.58								
644.71								
644.84								
644.97								
645.10								
645.23								
645.36								
645.49								
645.63								
645.76								
645.89								
646.02								
646.15								
646.28								
646.41								
646.54								
646.67								
646.80								
646.94								
647.07								
647.20								
647.33								
647.46								
647.59								
647.72								
647.85								
647.98								
648.12								
648.25								
648.38								
648.51								
648.64								
648.77								
648.90								
649.03								
649.16								
649.29								
649.43								
649.56								
649.69								
649.82								
649.95								
650.08								
650.21								
650.34								
650.47								
650.60								
650.74								
650.87								
651.00								
651.13								
651.26								
651.39								
651.52								
651.65								
651.78								
651.92								
652.05								
652.18								
652.31								
652.44								
652.57								
652.70								
652.83								
652.96								
653.09								
653.23								
653.36								
653.49								
653.62								
653.75								
653.88								
654.01								
654.14								
654.27								
654.40								
654.54								
654.67								
654.80								
654.93								
655.06								
