time s	psi(t) rad	time s (max)	psi Max	derivative psiMax	 	time s (min)	psi Min	derivative psiMin
21.836	-0.99555							
21.974	-0.94904							
22.112	-0.92066							
22.250	-0.89366							
22.388	-0.85628							
22.527	-0.82890							
22.665	-0.79811							
22.803	-0.74747							
22.941	-0.71846							
23.079	-0.68090							
23.218	-0.63165							
23.356	-0.59590							
23.494	-0.54839							
23.632	-0.53762							
23.770	-0.58672							
23.909	-1.5985							
24.047	-1.7330							
24.185	-1.7761							
24.323	-1.7634							
24.461	-1.7317							
24.600	-1.6841							
24.738	-1.6119							
24.876	-1.5217							
25.014	-1.4453							
25.152	-1.3577							
25.291	-1.2800							
25.429	-1.1744							
25.567	-1.0968							
25.705	-1.0385							
25.843	-1.0019							
25.982	-0.94329							
26.120	-0.90359							
26.258	-0.86799							
26.396	-0.54457							
26.534	-0.49921							
26.673	-0.43975							
26.811	-0.41140							
26.949	-0.37759							
27.087	-0.33300							
27.225	-0.31265							
27.364	-0.30196							
27.502	-0.29613							
27.640	-0.31370							
27.778	-1.3528							
27.916	-1.5322							
28.055	-1.5344							
28.193	-1.5145							
28.331	-1.4502							
28.469	-1.3621							
28.607	-1.2688							
28.746	-1.1761							
28.884	-1.1064							
29.022	-1.0322							
29.160	-0.99390							
29.298	-0.94937							
29.437	-0.90043							
29.575	-0.81673							
29.713	-0.78364							
29.851	-0.71777							
29.989	-0.65505							
30.128	-0.60807							
30.266	-0.56268							
30.404	-0.50594							
30.542	-0.43213							
30.680	-0.30804							
30.819	-0.24641							
30.957	-0.20090							
31.095	-0.16102							
31.233	-0.12435							
31.371	-0.092332							
31.510	-0.040631							
31.648	-0.019863							
31.786	0.0042993							
31.924	0.017014							
32.062	0.040691							
32.201	-0.041669							
32.339	-1.2238							
32.477	-1.3059							
32.615	-1.2677							
32.753	-1.1951							
32.892	-1.1229							
33.030	-1.0647							
33.168	-1.0216							
33.306	-0.96795							
33.444	-0.90721							
33.583	-0.84807							
33.721	-0.77843							
33.859	-0.72062							
33.997	-0.67476							
34.135	-0.63494							
34.274	-0.51608							
34.412	-0.46310							
34.550	-0.40093							
34.688	-0.33358							
34.826	-0.24318							
34.965	-0.17427							
35.103	-0.10461							
35.241	-0.0098964							
35.379	0.063280							
35.517	0.11282							
35.656	0.18738							
35.794	0.24536							
35.932	0.30961							
36.070	0.36015							
36.208	0.40056							
36.347	0.46013							
36.485	0.52618							
36.623	0.64111							
36.761	0.71661							
36.899	0.78318							
37.038	0.84317							
37.176	0.88826							
37.314	0.96454							
37.452	1.0753							
37.590	1.1256							
37.729	1.1497							
37.867	1.1393							
38.005	1.0478							
38.143	0.63152							
38.281	0.44486							
38.420	0.42102							
38.558	0.40289							
38.696	0.40536							
38.834	0.42103							
38.972	0.40264							
39.111	0.32077							
39.249	0.36245							
39.387	0.40929							
39.525	0.45686							
39.663	0.53493							
39.802	0.59035							
39.940	0.64908							
40.078	0.70179							
40.216	0.78005							
40.354	0.88227							
40.493	0.96428							
40.631	1.0426							
40.769	1.1335							
40.907	1.2541							
41.045	1.3674							
41.184	1.4977							
41.322	1.6039							
41.460	1.6875							
41.598	1.7424							
41.736	1.8102							
41.875	1.9046							
42.013	1.9644							
42.151	2.0625							
42.289	2.1328							
42.427	2.1833							
42.566	2.2494							
42.704	2.3181							
42.842	2.4458							
42.980	2.5134							
43.118	2.5642							
43.257	2.5907							
43.395	2.6309							
43.533	2.6816							
43.671	2.6965							
43.809	2.6966							
43.948	2.1776							
44.086	1.2253							
44.224	1.1296							
44.362	1.1333							
44.500	1.1749							
44.639	1.2260							
44.777	1.3176							
44.915	1.3998							
45.053	1.5061							
45.191	1.5939							
45.330	1.6772							
45.468	1.7802							
45.606	1.8418							
45.744	1.8986							
45.882	1.9535							
46.021	1.9991							
46.159	2.0386							
46.297	2.0801							
46.435	2.1189							
46.573	2.1535							
46.712	2.1774							
46.850	2.2299							
46.988	2.3093							
47.126	2.3459							
47.264	2.3952							
47.403	2.4195							
47.541	2.3941							
47.679	1.6106							
47.817	1.0203							
47.955	0.89258							
48.094	0.93183							
48.232	0.97429							
48.370	1.0206							
48.508	1.0793							
48.646	1.1328							
48.785	1.1957							
48.923	1.2795							
49.061	1.3716							
49.199	1.4827							
49.337	1.5760							
49.476	1.6499							
49.614	1.7266							
49.752	1.8008							
49.890	1.8485							
50.028	1.8996							
50.167	1.9474							
50.305	1.9894							
50.443	2.0230							
50.581	2.0541							
50.719	2.0735							
50.858	2.0974							
50.996	2.1397							
51.134	2.1539							
51.272	2.1600							
51.410	2.1266							
51.549	1.1434							
51.687	0.77890							
51.825	0.76528							
51.963	0.78198							
52.101	0.81412							
52.240	0.84794							
52.378	0.90888							
52.516	0.94747							
52.654	1.0151							
52.792	1.0971							
52.931	1.1644							
53.069	1.2691							
53.207	1.3556							
53.345	1.4551							
53.483	1.5347							
53.622	1.6366							
53.760	1.7077							
53.898	1.7738							
54.036	1.8566							
54.174	1.9333							
54.313	1.9744							
54.451	2.0371							
54.589	2.0987							
54.727	2.1551							
54.865	2.2150							
55.004	2.3253							
55.142	2.3006							
55.280	2.3471							
55.418	2.3874							
55.556	2.4460							
55.695	2.4905							
55.833	2.5045							
55.971	2.4847							
56.109	1.4424							
56.247	1.1202							
56.386	0.94760							
56.524	0.96009							
56.662	1.0479							
56.800	1.1410							
56.938	1.2297							
57.077	1.3232							
57.215	1.4182							
57.353	1.5243							
57.491	1.6245							
57.629	1.7224							
57.768	1.8026							
57.906	1.8668							
58.044	1.9464							
58.182	2.0040							
58.320	2.0601							
58.459	2.1131							
58.597	2.1902							
58.735	2.2478							
58.873	2.2988							
59.011	2.3509							
59.150	2.4125							
59.288	2.5150							
59.426	2.6297							
59.564	2.6995							
59.702	2.7485							
59.841	2.8764							
59.979	2.9880							
60.117	3.0941							
60.255	3.1964							
60.393	3.3013							
60.532	3.3922							
60.670	3.4826							
60.808	3.5591							
60.946	3.6267							
61.084	3.7340							
61.223	3.8350							
61.361	3.9274							
61.499	4.0315							
61.637	4.2110							
61.775	4.3388							
61.914	4.4380							
62.052	4.5097							
62.190	4.5792							
62.328	4.6293							
62.466	4.7289							
62.605	4.7992							
62.743	4.8565							
62.881	4.9225							
63.019	4.9841							
63.157	5.0241							
63.296	5.0901							
63.434	5.1411							
63.572	5.1950							
63.710	5.2386							
63.848	5.2843							
63.987	5.3260							
64.125	5.3502							
64.263	5.3766							
64.401	5.4086							
64.539	5.4304							
64.678	5.4352							
64.816	5.4103							
64.954	4.1182							
65.092	3.9195							
65.230	3.9284							
65.369	3.9639							
65.507	3.9958							
65.645	4.0275							
65.783	4.0904							
65.921	4.1306							
66.060	4.1889							
66.198	4.2641							
66.336	4.3430							
66.474	4.4286							
66.612	4.4892							
66.751	4.5417							
66.889	4.6378							
67.027	4.7325							
67.165	4.8099							
67.303	4.9038							
67.442	4.9611							
67.580	5.0252							
67.718	5.0541							
67.856	5.1181							
67.994	5.1768							
68.133	5.2218							
68.271	5.2548							
68.409	5.3006							
68.547	5.3502							
68.685	5.3838							
68.824	5.4695							
68.962	5.5106							
69.100	5.5582							
69.238	5.6000							
69.376	5.6438							
69.515	5.6766							
69.653	5.7194							
69.791	5.7415							
69.929	5.7662							
70.067	5.7959							
70.206	5.8658							
70.344	5.8863							
70.482	5.8612							
70.620	5.7578							
70.758	4.5733							
70.897	4.4821							
71.035	4.4737							
71.173	4.4659							
71.311	4.4990							
71.449	4.5529							
71.588	4.5861							
71.726	4.6424							
71.864	4.7035							
72.002	4.7770							
72.140	4.8379							
72.279	4.8854							
72.417	4.9363							
72.555	5.0054							
72.693	5.0884							
72.831	5.1437							
72.970	5.1748							
73.108	5.2491							
73.246	5.3086							
73.384	5.3436							
73.522	5.3907							
73.661	5.4131							
73.799	5.4668							
73.937	5.5219							
74.075	5.5808							
74.213	5.6340							
74.352	5.6717							
74.490	5.7322							
74.628	5.7699							
74.766	5.8328							
74.904	5.8861							
75.043	5.9428							
75.181	5.9766							
75.319	6.0150							
75.457	6.0682							
75.595	6.0892							
75.734	6.1177							
75.872	6.1182							
76.010	6.0769							
76.148	5.2279							
76.286	4.8878							
76.425	4.8300							
76.563	4.8242							
76.701	4.8360							
76.839	4.8646							
76.977	4.9288							
77.116	4.9662							
77.254	5.0072							
77.392	5.0580							
77.530	5.1387							
77.668	5.1958							
77.807	5.2365							
77.945	5.2906							
78.083	5.3287							
78.221	5.3809							
78.359	5.4365							
78.498	5.4760							
78.636	5.5123							
78.774	5.5555							
78.912	5.5933							
79.050	5.6387							
79.189	5.7126							
79.327	5.7806							
79.465	5.8425							
79.603	5.8946							
79.741	5.9611							
79.880	6.0948							
80.018	6.1848							
80.156	6.2437							
80.294	6.2801							
80.432	6.3191							
80.571	6.3655							
80.709	6.4042							
80.847	6.4388							
80.985	6.4557							
81.123	6.4746							
81.262	6.5021							
81.400	6.5094							
81.538	6.5099							
81.676	6.4454							
81.814	5.5481							
81.953	5.2340							
82.091	5.2031							
82.229	5.2031							
82.367	5.2189							
82.505	5.2351							
82.644	5.2646							
82.782	5.3062							
82.920	5.3502							
83.058	5.3920							
83.196	5.4241							
83.335	5.4645							
83.473	5.5085							
83.611	5.5737							
83.749	5.6112							
83.887	5.6729							
84.026	5.7354							
84.164	5.8252							
84.302	5.8810							
84.440	5.9476							
84.578	5.9917							
84.717	6.0556							
84.855	6.1539							
84.993	6.2329							
85.131	6.3114							
85.269	6.3637							
85.408	6.4393							
85.546	6.4614							
85.684	6.4939							
85.822	6.4920							
85.960	6.5269							
86.099	6.5405							
86.237	6.5481							
86.375	6.5598							
86.513	6.7026							
86.651	6.7758							
86.790	6.8104							
86.928	6.8193							
87.066	6.8309							
87.204	6.8307							
87.342	6.7618							
87.481	5.9595							
87.619	5.7446							
87.757	5.6677							
87.895	5.6858							
88.033	5.6982							
88.172	5.7487							
88.310	5.7711							
88.448	5.7986							
88.586	5.8260							
88.724	5.8579							
88.863	5.9013							
89.001	5.9516							
89.139	6.0818							
89.277	6.1074							
89.415	6.1294							
89.554	6.1845							
89.692	6.2921							
89.830	6.3753							
89.968	6.4081							
90.106	6.4175							
90.245	6.4953							
90.383	6.5260							
90.521	6.5537							
90.659	6.5704							
90.797	6.6560							
90.936	6.5892							
91.074	6.7210							
91.212	6.7520							
91.350	6.8137							
91.488	6.8484							
91.627	6.8715							
91.765	6.9174							
91.903	6.9451							
92.041	6.9684							
92.179	6.9737							
92.318	7.0595							
92.456	7.0716							
92.594	6.9928							
92.732	6.9770							
92.870	6.2417							
93.009	6.1381							
93.147	6.0813							
93.285	6.0613							
93.423	5.9642							
93.561	5.9747							
93.700	6.0613							
93.838	6.0761							
93.976	6.1173							
94.114	6.1586							
94.252	6.2320							
94.391	6.2648							
94.529	6.3002							
94.667	6.3390							
94.805	6.3717							
94.943	6.3708							
95.082	6.4030							
95.220	6.4691							
95.358	6.5020							
95.496	6.5461							
95.634	6.5600							
95.773	6.7512							
95.911	6.7932							
96.049	6.8340							
96.187	6.8765							
96.325	6.9011							
96.464	6.8149							
96.602	6.8253							
96.740	6.8427							
96.878	6.9045							
97.016	6.9052							
97.155	6.9205							
97.293	6.9210							
97.431	6.9041							
97.569	6.8818							
97.707	6.2605							
97.846	6.1916							
97.984	6.1642							
98.122	6.0551							
98.260	5.9366							
98.398	6.0063							
98.537	6.0339							
98.675	6.0476							
98.813	6.0446							
98.951	6.0632							
99.089	6.1050							
99.228	6.1529							
99.366	6.2071							
99.504	6.2961							
99.642	6.3495							
99.780	6.4090							
99.919	6.4370							
100.06	6.4944							
100.19	6.5147							
100.33	6.6368							
100.47	6.6552							
100.61	6.6992							
100.75	6.7454							
100.89	6.7919							
101.02	6.8064							
101.16	6.8258							
101.30	6.8517							
101.44	6.8631							
101.58	6.9190							
101.72	6.9541							
101.85	6.9691							
101.99	6.9793							
102.13	6.9880							
102.27	6.9831							
102.41	6.9902							
102.54	6.9816							
102.68	6.9583							
102.82	6.2203							
102.96	5.8713							
103.10	5.8101							
103.24	5.8023							
103.37	5.8390							
103.51	5.8469							
103.65	5.8854							
103.79	6.0414							
103.93	6.0614							
104.06	6.0857							
104.20	6.1181							
104.34	6.1082							
104.48	6.1712							
104.62	6.2375							
104.76	6.3684							
104.89	6.4319							
105.03	6.4627							
105.17	6.5843							
105.31	6.6358							
105.45	6.6699							
105.58	6.6950							
105.72	6.7279							
105.86	6.7620							
106.00	6.8092							
106.14	6.8439							
106.28	6.8846							
106.41	6.9381							
106.55	6.9974							
106.69	7.0539							
106.83	7.0773							
106.97	7.1219							
107.11	7.1375							
107.24	7.1542							
107.38	7.1672							
107.52	7.1602							
107.66	7.1617							
107.80	7.1338							
107.93	6.2309							
108.07	5.9553							
108.21	5.8982							
108.35	5.8582							
108.49	5.8614							
108.63	5.8879							
108.76	5.9124							
108.90	5.9412							
109.04	5.9758							
109.18	6.1074							
109.32	6.1725							
109.45	6.2321							
109.59	6.3404							
109.73	6.3922							
109.87	6.4291							
110.01	6.4484							
110.15	6.5392							
110.28	6.5781							
110.42	6.6084							
110.56	6.6858							
110.70	6.7103							
110.84	6.7396							
110.97	6.7668							
111.11	6.7983							
111.25	6.8851							
111.39	6.9331							
111.53	6.9804							
111.67	7.0644							
111.80	7.0987							
111.94	7.1327							
112.08	7.1544							
112.22	7.1867							
112.36	7.1988							
112.49	7.2352							
112.63	7.2976							
112.77	7.3380							
112.91	7.3400							
113.05	7.3366							
113.19	7.3182							
113.32	6.4547							
113.46	6.1188							
113.60	6.0964							
113.74	6.1035							
113.88	6.1095							
114.01	6.1209							
114.15	6.1411							
114.29	6.1786							
114.43	6.2289							
114.57	6.3166							
114.71	6.3960							
114.84	6.4374							
114.98	6.5305							
115.12	6.5645							
115.26	6.6526							
115.40	6.6954							
115.54	6.7554							
115.67	6.8139							
115.81	6.9030							
115.95	6.9527							
116.09	7.0003							
116.23	7.0246							
116.36	7.0438							
116.50	7.0784							
116.64	7.1105							
116.78	7.1349							
116.92	7.1758							
117.06	7.1937							
117.19	7.2061							
117.33	7.2199							
117.47	7.2327							
117.61	7.2255							
117.75	7.2255							
117.88	7.2136							
118.02	7.1567							
118.16	6.2228							
118.30	5.9818							
118.44	5.9444							
118.58	5.9446							
118.71	5.9549							
118.85	5.9628							
118.99	5.9998							
119.13	6.0551							
119.27	6.0960							
119.40	6.1274							
119.54	6.2592							
119.68	6.3253							
119.82	6.3729							
119.96	6.5278							
120.10	6.6162							
120.23	6.6555							
120.37	6.7121							
120.51	6.7825							
120.65	6.8411							
120.79	6.8955							
120.93	6.9323							
121.06	6.9912							
121.20	7.0271							
121.34	7.0639							
121.48	7.1023							
121.62	7.1506							
121.75	7.1919							
121.89	7.1446							
122.03	7.1962							
122.17	7.2740							
122.31	7.2912							
122.45	7.3443							
122.58	7.3821							
122.72	7.4004							
122.86	7.4163							
123.00	7.4218							
123.14	7.4108							
123.27	7.4054							
123.41	7.3154							
123.55	6.2340							
123.69	6.1443							
123.83	6.1539							
123.97	6.1578							
124.10	6.1665							
124.24	6.1805							
124.38	6.2181							
124.52	6.2383							
124.66	6.2977							
124.79	6.4052							
124.93	6.4510							
125.07	6.4884							
125.21	6.6123							
125.35	6.6846							
125.49	6.7304							
125.62	6.8378							
125.76	6.9069							
125.90	6.9486							
126.04	7.0129							
126.18	7.0573							
126.31	7.1073							
126.45	7.1416							
126.59	7.1797							
126.73	7.2276							
126.87	7.1830							
127.01	7.2016							
127.14	7.2585							
127.28	7.2778							
127.42	7.3405							
127.56	7.3756							
127.70	7.4026							
127.83	7.4214							
127.97	7.4300							
128.11	7.4275							
128.25	7.4121							
128.39	7.2451							
128.53	6.4698							
128.66	6.4332							
128.80	6.4063							
128.94	6.3913							
129.08	6.3793							
129.22	6.3983							
129.36	6.4114							
129.49	6.4478							
129.63	6.4568							
129.77	6.5285							
129.91	6.5769							
130.05	6.6311							
130.18	6.7107							
130.32	6.7926							
130.46	6.8445							
130.60	6.8870							
130.74	6.9245							
130.88	6.9600							
131.01	7.0058							
131.15	7.0817							
131.29	7.1392							
131.43	7.1776							
131.57	7.2136							
131.70	7.2409							
131.84	7.2662							
131.98	7.2947							
132.12	7.3291							
132.26	7.3941							
132.40	7.4226							
132.53	7.4420							
132.67	7.4514							
132.81	7.4898							
132.95	7.5167							
133.09	7.5505							
133.22	7.5625							
133.36	7.5739							
133.50	7.5750							
133.64	7.5401							
133.78	7.1696							
133.92	6.6308							
134.05	6.5571							
134.19	6.5415							
134.33	6.5464							
134.47	6.5591							
134.61	6.5745							
134.74	6.6031							
134.88	6.6183							
135.02	6.6464							
135.16	6.6752							
135.30	6.7217							
135.44	6.7624							
135.57	6.7749							
135.71	6.8443							
135.85	6.8810							
135.99	6.9447							
136.13	6.9726							
136.27	7.0208							
136.40	7.1091							
136.54	7.1784							
136.68	7.2703							
136.82	7.3626							
136.96	7.4054							
137.09	7.4343							
137.23	7.4628							
137.37	7.4739							
137.51	7.5005							
137.65	7.5310							
137.79	7.5536							
137.92	7.5643							
138.06	7.5691							
138.20	7.5781							
138.34	7.5911							
138.48	7.5852							
138.61	7.5882							
138.75	7.5254							
138.89	6.8637							
139.03	6.7590							
139.17	6.7233							
139.31	6.7188							
139.44	6.7234							
139.58	6.7337							
139.72	6.7580							
139.86	6.7900							
140.00	6.8197							
140.13	6.8499							
140.27	6.8754							
140.41	6.9151							
140.55	6.9499							
140.69	6.9800							
140.83	7.0156							
140.96	7.0401							
141.10	7.0776							
141.24	7.0960							
141.38	7.1231							
141.52	7.1661							
141.65	7.2233							
141.79	7.2728							
141.93	7.3198							
142.07	7.3686							
142.21	7.4145							
142.35	7.4669							
142.48	7.5175							
142.62	7.5488							
142.76	7.6013							
142.90	7.6517							
143.04	7.6849							
143.18	7.7141							
143.31	7.7322							
143.45	7.7500							
143.59	7.7571							
143.73	7.7735							
143.87	7.7656							
144.00	7.7451							
144.14	7.6075							
144.28	6.8930							
144.42	6.8194							
144.56	6.8016							
144.70	6.8073							
144.83	6.8198							
144.97	6.8359							
145.11	6.8648							
145.25	6.8882							
145.39	6.9179							
145.52	6.9495							
145.66	6.9750							
145.80	7.0017							
145.94	7.0373							
146.08	7.0808							
146.22	7.1050							
146.35	7.1510							
146.49	7.1860							
146.63	7.2305							
146.77	7.2788							
146.91	7.3394							
147.04	7.4233							
147.18	7.5028							
147.32	7.5485							
147.46	7.5922							
147.60	7.6347							
147.74	7.6792							
147.87	7.7338							
148.01	7.7777							
148.15	7.8076							
148.29	7.8378							
148.43	7.8743							
148.57	7.9042							
148.70	7.9212							
148.84	7.9365							
148.98	7.9438							
149.12	7.9335							
149.26	7.8491							
149.39	6.9519							
149.53	6.8400							
149.67	6.8133							
149.81	6.8270							
149.95	6.8385							
150.09	6.8620							
150.22	6.9000							
150.36	6.9166							
150.50	6.9447							
150.64	6.9636							
150.78	6.9886							
150.91	7.0259							
151.05	7.0513							
151.19	7.0799							
151.33	7.1253							
151.47	7.1711							
151.61	7.2099							
151.74	7.2560							
151.88	7.3006							
152.02	7.3370							
152.16	7.3797							
152.30	7.4562							
152.43	7.5273							
152.57	7.7117							
152.71	7.7151							
152.85	7.8075							
152.99	7.8452							
153.13	7.9315							
153.26	7.9968							
153.40	8.0655							
153.54	8.0956							
153.68	8.1326							
153.82	8.1671							
153.95	8.1975							
154.09	8.2049							
154.23	8.2530							
154.37	8.2616							
154.51	8.2674							
154.65	8.2020							
154.78	7.3465							
154.92	7.2402							
155.06	7.2293							
155.20	7.2293							
155.34	7.2293							
155.48	7.2293							
155.61	7.2131							
155.75	7.2131							
155.89	7.2131							
156.03	7.2131							
156.17	7.2131							
156.30	7.2379							
156.44	7.3421							
156.58	7.3931							
156.72	7.4295							
156.86	7.5088							
157.00	7.5579							
157.13	7.6293							
157.27	7.6984							
157.41	7.8245							
157.55	7.8845							
157.69	7.9801							
157.82	8.0779							
157.96	8.0265							
158.10	8.0802							
158.24	8.1347							
158.38	8.1932							
158.52	8.2375							
158.65	8.2712							
158.79	8.3105							
158.93	8.3377							
159.07	8.3647							
159.21	8.3935							
159.34	8.4264							
159.48	8.4767							
159.62	8.5670							
159.76	8.6802							
159.90	8.7807							
160.04	9.0247							
160.17	8.9199							
160.31	8.9757							
160.45	9.0188							
160.59	9.0440							
160.73	9.1828							
160.86	9.2588							
161.00	9.2875							
161.14	9.3015							
161.28	9.3380							
161.42	9.4031							
161.56	9.4377							
161.69	9.4743							
161.83	9.4442							
161.97	8.6707							
162.11	8.5113							
162.25	8.4299							
162.38	8.4019							
162.52	8.4099							
162.66	8.4264							
162.80	8.4429							
162.94	8.4675							
163.08	8.5010							
163.21	8.5451							
163.35	8.5842							
163.49	8.6141							
163.63	8.6672							
163.77	8.8852							
163.91	8.9011							
164.04	8.9787							
164.18	8.9955							
164.32	9.0103							
164.46	9.0733							
164.60	9.1100							
164.73	9.1357							
164.87	9.1727							
165.01	9.2390							
165.15	9.2722							
165.29	9.2913							
165.43	9.3236							
165.56	9.4208							
165.70	9.4583							
165.84	9.5005							
165.98	9.5470							
166.12	9.5865							
166.25	9.6206							
166.39	9.6386							
166.53	9.6911							
166.67	9.7425							
166.81	9.8085							
166.95	9.9002							
167.08	9.9486							
167.22	10.027							
167.36	10.040							
167.50	9.2125							
167.64	8.7678							
167.77	8.7171							
167.91	8.7044							
168.05	8.7108							
168.19	8.7233							
168.33	8.7439							
168.47	8.7735							
168.60	8.7954							
168.74	8.8286							
168.88	8.8983							
169.02	8.9898							
169.16	9.0540							
169.29	9.0911							
169.43	9.1250							
169.57	9.1607							
169.71	9.2257							
169.85	9.2513							
169.99	9.3169							
170.12	9.5272							
170.26	9.5337							
170.40	9.5621							
170.54	9.5103							
170.68	9.6310							
170.82	9.6775							
170.95	9.7639							
171.09	9.8311							
171.23	9.8566							
171.37	9.9031							
