time s	psi(t) rad	time s (max)	psi Max	derivative psiMax	J	time s (min)	psi Min	derivative psiMin
186.60	28.866							
186.75	28.915							
186.90	28.975							
187.05	29.040							
187.20	29.097							
187.35	29.141							
187.49	29.185							
187.64	29.215							
187.79	29.243							
187.94	29.325							
188.09	29.443							
188.24	29.495							
188.39	29.550							
188.54	29.552							
188.69	29.383							
188.84	28.464							
188.98	28.394							
189.13	28.411							
189.28	28.466							
189.43	28.542							
189.58	28.614							
189.73	28.685							
189.88	28.743							
190.03	28.814							
190.18	28.875							
190.33	28.932							
190.48	28.979							
190.62	29.026							
190.77	29.108							
190.92	29.170							
191.07	29.249							
191.22	29.364							
191.37	29.457							
191.52	29.549							
191.67	29.663							
191.82	29.738							
191.97	29.810							
192.11	29.977							
192.26	30.111							
192.41	30.227							
192.56	30.323							
192.71	30.440							
192.86	30.530							
193.01	30.619							
193.16	30.699							
193.31	30.787							
193.46	30.861							
193.61	30.970							
193.75	31.093							
193.90	31.194							
194.05	31.259							
194.20	31.338							
194.35	31.383							
194.50	31.415							
194.65	31.443							
194.80	31.436							
194.95	31.140							
195.10	30.242							
195.24	30.211							
195.39	30.242							
195.54	30.317							
195.69	30.366							
195.84	30.415							
195.99	30.459							
196.14	30.511							
196.29	30.558							
196.44	30.620							
196.59	30.673							
196.74	30.743							
196.88	30.843							
197.03	30.939							
197.18	31.040							
197.33	31.122							
197.48	31.208							
197.63	31.296							
197.78	31.345							
197.93	31.401							
198.08	31.474							
198.23	31.555							
198.37	31.606							
198.52	31.672							
198.67	31.713							
198.82	31.742							
198.97	31.772							
199.12	31.816							
199.27	31.810							
199.42	30.773							
199.57	30.468							
199.72	30.477							
199.86	30.505							
200.01	30.547							
200.16	30.602							
200.31	30.694							
200.46	30.753							
200.61	30.821							
200.76	30.877							
200.91	30.983							
201.06	31.084							
201.21	31.191							
201.36	31.263							
201.50	31.352							
201.65	31.422							
201.80	31.510							
201.95	31.577							
202.10	31.644							
202.25	31.704							
202.40	31.753							
202.55	31.809							
202.70	31.869							
202.85	31.931							
202.99	31.992							
203.14	32.080							
203.29	32.156							
203.44	32.252							
203.59	32.326							
203.74	32.371							
203.89	32.423							
204.04	32.459							
204.19	32.479							
204.34	32.088							
204.49	31.226							
204.63	31.171							
204.78	31.210							
204.93	31.265							
205.08	31.361							
205.23	31.463							
205.38	31.573							
205.53	31.665							
205.68	31.745							
205.83	31.824							
205.98	31.880							
206.12	31.949							
206.27	32.016							
206.42	32.081							
206.57	32.157							
206.72	32.212							
206.87	32.276							
207.02	32.350							
207.17	32.431							
207.32	32.525							
207.47	32.619							
207.62	32.692							
207.76	32.792							
207.91	32.873							
208.06	32.969							
208.21	33.046							
208.36	33.138							
208.51	33.213							
208.66	33.268							
208.81	33.396							
208.96	33.503							
209.11	33.590							
209.25	33.629							
209.40	33.649							
209.55	33.711							
209.70	33.576							
209.85	32.465							
210.00	32.330							
210.15	32.348							
210.30	32.392							
210.45	32.417							
210.60	32.476							
210.74	32.563							
210.89	32.651							
211.04	32.737							
211.19	32.866							
211.34	33.015							
211.49	33.145							
211.64	33.247							
211.79	33.336							
211.94	33.412							
212.09	33.465							
212.24	33.510							
212.38	33.559							
212.53	33.599							
212.68	33.655							
212.83	33.719							
212.98	33.854							
213.13	34.005							
213.28	34.092							
213.43	34.155							
213.58	34.230							
213.73	34.288							
213.87	34.352							
214.02	34.395							
214.17	34.458							
214.32	34.506							
214.47	34.533							
214.62	34.543							
214.77	34.568							
214.92	34.453							
215.07	33.377							
215.22	33.342							
215.37	33.370							
215.51	33.430							
215.66	33.493							
215.81	33.539							
215.96	33.609							
216.11	33.655							
216.26	33.716							
216.41	33.769							
216.56	33.832							
216.71	33.927							
216.86	34.010							
217.00	34.074							
217.15	34.115							
217.30	34.163							
217.45	34.194							
217.60	34.234							
217.75	34.291							
217.90	34.326							
218.05	34.362							
218.20	34.383							
218.35	34.384							
218.50	34.361							
218.64	33.871							
218.79	33.495							
218.94	33.427							
219.09	33.427							
219.24	33.453							
219.39	33.491							
219.54	33.533							
219.69	33.571							
219.84	33.608							
219.99	33.679							
220.13	33.732							
220.28	33.758							
220.43	33.818							
220.58	33.930							
220.73	34.021							
220.88	34.106							
221.03	34.156							
221.18	34.213							
221.33	34.261							
221.48	34.325							
221.62	34.357							
221.77	34.416							
221.92	34.440							
222.07	34.484							
222.22	34.629							
222.37	34.667							
222.52	34.708							
222.67	34.757							
222.82	34.799							
222.97	34.784							
223.12	33.901							
223.26	33.508							
223.41	33.515							
223.56	33.559							
223.71	33.610							
223.86	33.662							
224.01	33.728							
224.16	33.781							
224.31	33.844							
224.46	33.909							
224.61	33.970							
224.75	34.081							
224.90	34.175							
225.05	34.277							
225.20	34.355							
225.35	34.447							
225.50	34.557							
225.65	34.645							
225.80	34.716							
225.95	34.689							
226.10	34.745							
226.25	34.779							
226.39	34.866							
226.54	35.004							
226.69	35.056							
226.84	35.089							
226.99	35.106							
227.14	35.120							
227.29	35.040							
227.44	33.887							
227.59	33.816							
227.74	33.822							
227.88	33.853							
228.03	33.898							
228.18	33.952							
228.33	34.021							
228.48	34.097							
228.63	34.151							
228.78	34.235							
228.93	34.323							
229.08	34.434							
229.23	34.531							
229.38	34.632							
229.52	34.722							
229.67	34.795							
229.82	34.868							
229.97	34.937							
230.12	34.987							
230.27	35.030							
230.42	35.064							
230.57	35.101							
230.72	35.129							
230.87	35.151							
231.01	35.162							
231.16	35.167							
231.31	35.125							
231.46	33.997							
231.61	33.848							
231.76	33.843							
231.91	33.883							
232.06	33.931							
232.21	34.005							
232.36	34.086							
232.51	34.156							
232.65	34.237							
232.80	34.328							
232.95	34.433							
233.10	34.535							
233.25	34.647							
233.40	34.737							
233.55	34.808							
233.70	34.875							
233.85	34.928							
234.00	34.978							
234.14	35.027							
234.29	35.081							
234.44	35.114							
234.59	35.151							
234.74	35.184							
234.89	35.215							
235.04	35.233							
235.19	35.225							
235.34	35.119							
235.49	34.147							
235.63	33.954							
235.78	33.947							
235.93	34.007							
236.08	34.053							
236.23	34.131							
236.38	34.186							
236.53	34.266							
236.68	34.374							
236.83	34.474							
236.98	34.563							
237.13	34.668							
237.27	34.762							
237.42	34.841							
237.57	34.909							
237.72	34.972							
237.87	35.017							
238.02	35.058							
238.17	35.091							
238.32	35.126							
238.47	35.166							
238.62	35.215							
238.76	35.243							
238.91	35.282							
239.06	35.309							
239.21	35.306							
239.36	35.278							
239.51	34.389							
239.66	33.986							
239.81	33.987							
239.96	34.019							
240.11	34.068							
240.26	34.147							
240.40	34.231							
240.55	34.340							
240.70	34.423							
240.85	34.522							
241.00	34.624							
241.15	34.731							
241.30	34.831							
241.45	34.910							
241.60	34.968							
241.75	35.024							
241.89	35.061							
242.04	35.096							
242.19	35.135							
242.34	35.174							
242.49	35.207							
242.64	35.240							
242.79	35.285							
242.94	35.304							
243.09	35.298							
243.24	35.264							
243.39	34.468							
243.53	34.074							
243.68	34.032							
243.83	34.064							
243.98	34.147							
244.13	34.189							
244.28	34.263							
244.43	34.383							
244.58	34.429							
244.73	34.537							
244.88	34.662							
245.02	34.757							
245.17	34.834							
245.32	34.904							
245.47	34.952							
245.62	34.999							
245.77	35.046							
245.92	35.080							
246.07	35.110							
246.22	35.140							
246.37	35.176							
246.51	35.216							
246.66	35.243							
246.81	35.281							
246.96	35.312							
247.11	35.330							
247.26	35.313							
247.41	35.148							
247.56	34.027							
247.71	33.996							
247.86	34.021							
248.01	34.069							
248.15	34.153							
248.30	34.265							
248.45	34.334							
248.60	34.428							
248.75	34.547							
248.90	34.647							
249.05	34.753							
249.20	34.861							
249.35	34.932							
249.50	34.995							
249.64	35.041							
249.79	35.088							
249.94	35.130							
250.09	35.158							
250.24	35.195							
250.39	35.226							
250.54	35.265							
250.69	35.310							
250.84	35.336							
250.99	35.356							
251.14	35.360							
251.28	35.301							
251.43	34.274							
251.58	34.199							
251.73	34.201							
251.88	34.219							
252.03	34.249							
252.18	34.289							
252.33	34.359							
252.48	34.449							
252.63	34.552							
252.77	34.664							
252.92	34.764							
253.07	34.844							
253.22	34.899							
253.37	34.964							
253.52	35.012							
253.67	35.054							
253.82	35.089							
253.97	35.127							
254.12	35.153							
254.27	35.197							
254.41	35.228							
254.56	35.264							
254.71	35.302							
254.86	35.336							
255.01	35.365							
255.16	35.373							
255.31	35.364							
255.46	34.965							
255.61	34.189							
255.76	34.171							
255.90	34.194							
256.05	34.235							
256.20	34.282							
256.35	34.372							
256.50	34.446							
256.65	34.554							
256.80	34.676							
256.95	34.781							
257.10	34.875							
257.25	34.937							
257.39	34.992							
257.54	35.041							
257.69	35.080							
257.84	35.119							
257.99	35.189							
258.14	35.231							
258.29	35.263							
258.44	35.300							
258.59	35.343							
258.74	35.377							
258.89	35.440							
259.03	35.475							
259.18	35.503							
259.33	35.513							
259.48	35.457							
259.63	34.559							
259.78	34.409							
259.93	34.393							
260.08	34.400							
260.23	34.443							
260.38	34.501							
260.52	34.582							
260.67	34.682							
260.82	34.777							
260.97	34.861							
261.12	34.940							
261.27	34.998							
261.42	35.042							
261.57	35.086							
261.72	35.122							
261.87	35.155							
262.02	35.205							
262.16	35.241							
262.31	35.277							
262.46	35.325							
262.61	35.365							
262.76	35.414							
262.91	35.462							
263.06	35.509							
263.21	35.535							
263.36	35.546							
263.51	35.513							
263.65	35.023							
263.80	34.508							
263.95	34.462							
264.10	34.446							
264.25	34.485							
264.40	34.542							
264.55	34.648							
264.70	34.753							
264.85	34.859							
265.00	34.961							
265.15	35.020							
265.29	35.072							
265.44	35.119							
265.59	35.154							
265.74	35.191							
265.89	35.231							
266.04	35.262							
266.19	35.300							
266.34	35.337							
266.49	35.401							
266.64	35.449							
266.78	35.485							
266.93	35.518							
267.08	35.525							
267.23	35.529							
267.38	35.503							
267.53	35.107							
267.68	34.465							
267.83	34.416							
267.98	34.409							
268.13	34.433							
268.27	34.482							
